StartDate,EndDate,RecordedDate,ResponseId,Init,Title,id,answer,clean_answer,fullquestion,abbr,Group,ESnum,qnum,ES,survey_order,flag_noResponse,flag_noDriver,flag_noDirection,FirstAuthor,PublicationYear,SourcePublication
2020-04-10T10:55:39Z,2020-04-10T12:01:15Z,2020-04-10T12:01:15Z,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,Q25.8_8,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Bio,8,Q12,SoilProtect,194,FALSE,TRUE,TRUE,Upton,2018,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
2020-04-10T10:55:39Z,2020-04-10T12:01:15Z,2020-04-10T12:01:15Z,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,Q25.8_15,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",EffectDirect,Bio,15,Q12,MaintainOpts,201,FALSE,TRUE,TRUE,Upton,2018,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
2020-04-10T10:55:39Z,2020-04-10T12:01:15Z,2020-04-10T12:01:15Z,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,Q17,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,FALSE,TRUE,TRUE,Upton,2018,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
2020-04-10T10:55:39Z,2020-04-10T12:01:15Z,2020-04-10T12:01:15Z,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,Q25,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,Q12,,204,FALSE,TRUE,TRUE,Upton,2018,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
2020-04-10T10:55:39Z,2020-04-10T12:01:15Z,2020-04-10T12:01:15Z,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,Q26,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,FALSE,TRUE,TRUE,Upton,2018,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.1_10_1,biological control index,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - Response 1: Separate by commas",Response,,10,Q12,PestPath,77,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.2_10,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Env,10,Q12,PestPath,100,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.3_10,,Management Practices,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Anthro,10,Q12,PestPath,116,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.4_10,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Bio,10,Q12,PestPath,132,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.5_10,ES,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Yclass,,10,Q12,PestPath,148,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.6_10,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",EffectDirect,Env,10,Q12,PestPath,164,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.7_10,,+,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",EffectDirect,Anthro,10,Q12,PestPath,180,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25.8_10,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",EffectDirect,Bio,10,Q12,PestPath,196,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q17,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q25,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,Q12,,204,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
2020-04-14T22:47:08Z,2020-04-14T23:10:33Z,2020-04-14T23:10:34Z,R_3gUdWioTw5Lubwx,TK,Landscape-level crop diversity benefits biological pest control,Q26,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,FALSE,TRUE,TRUE,Redlich,2018,JOURNAL OF APPLIED ECOLOGY
