CSVrowID,Round2_reviewer1,Round2_reviewer2,Number,MeetsCriteria_matches,Round1_reviewer,Comments,FirstAuthor,Title,AuthorsFull,SourcePublication,Abstract,PublicationDate,PublicationYear,completedQualtrics,QualtricsNotes,EmailNoteToCaitlin,CompletedEmailNoteToCaitlin
148,Isabel,Claire,332,2,Sierra,NA,Costa,Rewiring of experimentally disturbed seed dispersal networks might lead to unexpected network configurations,"Costa, Jose M.; Ramos, Jaime A.; da Silva, Luis P.; Timoteo, Sergio; Andrade, Pedro; Araujo, Pedro M.; Carneiro, Camilo; Correia, Edna; Cortez, Paulo; Felgueiras, Marcial; Godinho, Carlos; Lopez, Ricardo Jorge; Matos, Claudia; Norte, Ana Claudia; Pereira, Pedro F.; Rosa, Antonio; Heleno, Ruben H.",BASIC AND APPLIED ECOLOGY,"The consequences of species extinctions in ecological communities may be buffered through the rearrangement (rewiring) of the interactions between the remaining species. The structural and functional consequences of such extinctions can be explored by means of computer simulations that try to predict secondary extinctions and the degradation of ecosystem services. However, to improve the accuracy of these simulations, it is pivotal to evaluate their performance in predicting changes observed in natural communities. In this study, we first described the avian seed dispersal networks in 17 sites throughout Portugal, and found that blackberry (Rubus ulmifolius) was the most dispersed species in 13 out of the 17 sites. Second, we performed a manipulative experiment to evaluate the effect of removing the most dispersed plant species and compared the observed outcome in the structure of the network with computer simulations with and without rewiring. Observed changes were consistent with some rapid network rewiring, with dispersers shifting to alternative fruit species. Although the observed network topology after the experimental removal was not accurately predicted, the extinction simulation with rewiring performed considerably better than that without rewiring. Individual species roles were even harder to predict than emergent network properties on both types of models. We show that incorporating rewiring rules can considerably increase the accuracy of species extinction models, however, the functional consequences of losing important resources might not be easily anticipated, and rewiring might occur in unexpected directions. (C) 2018 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.",AUG,2018,y,,,NA
149,Isabel,Anna,153,1,Aislyn,Model species-area relationship and BEF in model communities,DeLong,Larger Area Facilitates Richness-Function Effects in Experimental Microcosms,"DeLong, John P.; Gibert, Jean P.",AMERICAN NATURALIST,"Species-area relationships (SAR) and biodiversity-ecosystem function (BEF) relationships are central patterns in community ecology. Although research on both patterns often invokes mechanisms of community assembly, both SARs and BEFs are generally treated as separate phenomena. Here we link the two by creating an experimental SAR in microcosm communities and show that greater species richness in larger areas is accompanied by greater ecosystem function. We then explore mechanisms of community assembly by determining whether rare, large, or high-biomass species are more likely to persist in the larger microcosms. Our results indicate that larger areas harbor more rare species of a wider range of body sizes and have higher functional diversity, implying that the addition of niche space that supports rare species underlies the effect of area on species richness and function. Our results suggest that the preservation of large areas is a potentially useful way of maximizing the provisioning of ecosystem services through the maintenance of biodiversity.",43586,2019,y,,,NA
150,Isabel,Claire,988,2,Kathryn,NA,Dennis,Site-specific factors in the production of local urban ecosystem services: A case study of community-managed green space,"Dennis, M.; James, P.",ECOSYSTEM SERVICES,"Pockets of green space in cities can provide important ecosystem services for urban residents. As naturalistic spaces in urban areas become increasingly sparse, communities are beginning to co-manage existing incidental pockets of land towards the creation of communal natural resources. Such green commons can be productive in terms of ecosystem services through targeted management such as in the case of urban agriculture. Although some work has been done to explore the motives behind and potential benefits of informal green space management, further research is required to understand those characteristics of site management and community input which contribute to the enhancement of site specific ecosystem service production. A case study of ten examples of community-managed green space was undertaken to evaluate the contributory factors relating to site character and management which influenced productivity as defined by the cumulative provision of four urban-relevant ecosystem services. The analysis revealed that the level of community involvement, measured as intensity of volunteer hours, was highly instrumental in the productivity of sites. Food production also proved to be catalytic for the enhancement of ecosystem services whereas extent of vegetative cover and increasing site size were, counter-intuitively, detrimental to overall site productivity. The study therefore supports the promotion of participatory approaches to the management of ecosystems services in urban areas, particularly those which take small-scale urban agriculture as a primary practice. (C) 2016 Elsevier B.V. All rights reserved.",FEB,2016,y,listed ecosystem service drivers under management practices but no specific management treatment besides sheer creation of these green spaces in urban settings,,NA
152,Isabel,Claire,1047,1,Travis,NA,Diwediga,Biophysical and anthropogenous determinants of landscape patterns and degradation of plant communities in Mo hilly basin (Togo),"Diwediga, Badabate; Wala, Kperkouma; Folega, Fousseni; Dourma, Marra; Woegan, Yao A.; Akpagana, Koffi; Le, Quang Bao",ECOLOGICAL ENGINEERING,"In mountainous areas, biophysical settings and human disturbances strongly influence landscape patterns and dynamics requiring a permanent understanding of their combined influence. In this study, we investigated the diversity and patterns of wild landscapes in relation to ecological factors, human disturbances and land protection regime in the Mo river basin (Central Togo). First, we used geographical information systems (GIS) and remote sensing techniques to quantify and spatially explicit the major land cover types occurring in the area. We performed a supervised classification of Landsat 8 image from 2014. Next, we used vegetation ordination and classification methods to detect vegetation group types and their similarity level from forest inventory data collected at 75 sites. Data from soil samples at the 75 sites and DEM-based topographical indices were used as biophysical variables to analyze factors of current landscape structure. Both satellite image classification and the outputs from ordination methods indicated that three major vegetation types (forestlands, woodlands and savannahs/shrubs) occurred in protected (PA) and unprotected (UPA) areas. Image classification showed that savannahs/shrubs are the most widespread vegetation types (54.4%) while forestlands and woodlands cover 10.4% and 26.4% of the total area, respectively. UPA showed high rates of human disturbances that shaped the occurrence of a fourth vegetation type made up mainly by degraded savannahs and woodlands. Along the land protection gradient, the landscapes are driven by soil nutrients and moisture, in combination with the influence of topography and human disturbances. In both PA and UPA, and along protection gradient, majority of features exhibited significant differences among plant communities. The spatial analyses combined with the field data providing information on vegetation cover, species richness, and human footprint indices suggested that some areas outside protection still exhibit high potentials for land conservation. In multifunctional landscapes of Mo basin, conservation strategies could also be encouraged in the wild landscapes of community common lands to promote both biodiversity conservation and sustainable provision of ecosystem services. (C) 2015 Elsevier B.V. All rights reserved.",DEC,2015,y,lots of the drivers were only shown in CCA plot so hard to determine driver-service/function directionality ,,NA
153,Isabel,Claire,658,1,Laura/Caitlin,NA,Frank,Land use affects dung beetle communities and their ecosystem service in forests and grasslands,"Frank, Kevin; Huelsmann, Marietta; Assmann, Thorsten; Schmitt, Thomas; Bluethgen, Nico",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"Dung beetles (Scarabaeidae) are common detritivores, and especially the tunnelling genera Geotrupes, Anoplotrupes and Onthophagus enhance the soil quality and support nutrient cycles by rapid burial of mammalian dung. These functionally important beetles are faced with a wide range of anthropogenic disturbances and changes in environmental conditions due to land use. We thus conducted quantitative surveys of the abundance (converted to total biomass) of dung beetles and their dung removal rates (g per two days) in 150 forest and 150 grassland sites with varying land-use intensity, located in north-east, central and south-west Germany. We used dung from livestock (cow, sheep, horse) and game animals (wild boar, red deer and fox) to provide a characteristic spectrum of dung resources on each site. Most dung beetle species showed habitat preferences: Anoplotrupes, Typhaeus and several Aphodius species almost exclusively occurred in forests, while most Onthophagus individuals were found in grasslands. In total we collected 18780 individuals from 33 species. The average dung beetle biomass was 36 times higher in forests than in grasslands, and their effective dung removal rate was 3 times increased. The beetles' total biomass was strongly correlated to their removal rates. In forests, the amount of wood harvesting significantly reduced dung removal rates by 20%, and mowing frequency (-7%) and fertilisation (-4%) had a significant negative effect in grasslands. Dung removal by beetles increased with grazing intensity (+6%), however, and was higher in non-native coniferous forests (+22%). Overall, our study demonstrates negative effects of habitat conversion from forest to grassland, and negative effects of land-use intensity within forests and grasslands on dung beetle activities.",43617,2017,y,,,NA
154,Isabel,Anna,357,1,Sierra,NA,Imbert,Hurricane disturbance and forest dynamics in east Caribbean mangroves,"Imbert, Daniel",ECOSPHERE,"Despite low plant diversity and structural simplicity, mangroves offer various ecosystem services to local human communities, including sheltering coastal social-ecological systems from high-energy storm damage. The expected increasing intensity of hurricanes due to climate change raises questions concerning the capacity of mangroves to resist and recover from such disturbances. Herein, this study contributes to a better understanding of (1) the relation between storm intensity and damage to mangrove vegetation, (2) the contributions of species-specific as well as stand-specific components of mangrove vegetation to ecosystem resistance, and (3) the recovery of pre-hurricane forest structure through time. The first two issues have been addressed using a stand-level approach implemented at two east Caribbean mangrove sites in response to three storm events. The third was addressed through a 23-yr survey of forest recovery following the passage of a high-energy storm across one of the two study sites. Generally, hurricane damage was primarily controlled by wind velocity, followed by the hydro-geomorphic context of mangrove forests and species-specific composition, respectively. The relationship between damage to trees and wind velocity evidenced a sigmoidal trend, with a maximum slope at a wind velocity averaging 130 and 180 km/h for higher vs. lower canopy stands, respectively. The red mangrove, Rhizophora mangle, was significantly less resistant to hurricane damage than was the black mangrove, Avicennia germinans. Unlike the fringe and scrub stands, inner, tall-canopy stands fully recovered by the end of the study (23 yr). These stands were more resilient because of their growth performances. Finally, the time for east Caribbean mangroves to recover from high-energy storms seems to fall within the range of the average return time of such disturbances. This may prevent such ecosystems from ever reaching a steady state.",JUL,2018,y,answered yes to Q3 since they only looked at abundance-type metrics (e.g. total basal area) and didn't relate to a specific ecosystem function or service; may want to double check with past review,,NA
155,Isabel,Anna,308,0,Sierra,"a framework for expanding ecological research to address human health in cities but provides examples of heat, vector borne diseases, pollution, and accessible greenspace (includes ""multifunctionality"")",Jenerette,Ecological contributions to human health in cities,"Jenerette, G. Darrel",LANDSCAPE ECOLOGY,"Context Ecological research, from organismal to global scales and spanning terrestrial, hydrologic, and atmospheric domains, can contribute more to reducing health vulnerabilities. At the same, ecological research directed to health vulnerabilities provides a problem-based unifying framework for urban ecologists. Objective Provide a framework for expanding ecological research to address human health vulnerabilities in cities. Methods I pose an urban ecology of human health framework that considers how the ecological contributions to health risks and benefits are driven by interacting influences of the environment, active management, and historical legacies in the context of ecological self-organization. The ecology of health framework is explored for contrasting examples includingheat, vector borne diseases, pollution, and accessible greenspace both individually and in a multifunctional landscape perspective. Results Urban ecological processes affect human health vulnerability through contributions to multiple hazard and well-being pathways. The resulting multifunctional landscape of health vulnerability features prominent hotspots and regional injustices. A path forward to increase knowledge of the ecological contributions to health vulnerabilities includes increased participation in in interdisciplinary teams and applications of high resolution environmental sensing and modeling. Conclusions Research and management from a systems and landscape perspective of ecological processes is poised to help reduce urban health vulnerability and provide a better understanding of ecological dynamics in the Anthropocene.",OCT,2018,y,answered yes to methods only paper question since it only provides a conceptual framework,,NA
157,Isabel,Anna,694,1,Laura,NA,Levine,"Sea otters, social justice, and ecosystem-service perceptions in Clayoquot Sound, Canada","Levine, Jordan; Muthukrishna, Michael; Chan, Kai M. A.; Satterfield, Terre",CONSERVATION BIOLOGY,"We sought to take a first step toward better integration of social concerns into empirical ecosystem service (ES) work. We did this by adapting cognitive anthropological techniques to study the Clayoquot Sound social-ecological system on the Pacific coast of Canada's Vancouver Island. We used freelisting and ranking exercises to elicit how locals perceive ESs and to determine locals' preferred food species. We analyzed these data with the freelist-analysis software package ANTHROPAC. We considered the results in light of an ongoing trophic cascade caused by the government reintroduction of sea otters (Enhydra lutris) and their spread along the island's Pacific coast. We interviewed 67 local residents (n = 29 females, n = 38 males; n = 26 self-identified First Nation individuals, and n = 41 non-First Nation individuals) and 4 government managers responsible for conservation policy in the region. We found that the mental categories participantsincluding trained ecologistsused to think about ESs, did not match the standard academic ES typology. With reference to the latest ecological model projections for the region, we found that First Nations individuals and women were most likely to perceive the most immediate ES losses from the trophic cascade, with the most certainty. The inverse was found for men and non-First Nations individuals, generally. This suggests that 2 historically disadvantaged groups (i.e., First Nations and women) are poised to experience the immediate impacts of the government-initiated trophic cascade as yet another social injustice in a long line of perceived inequities. Left unaddressed, this could complicate efforts at multistakeholder ecosystem management in the region.",APR,2017,y,excluded because only social dimensions/human surveys/no direct measurements of ES/EF,,NA
158,Isabel,Claire,1431,1,Laurel,NA,McPhearson,Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,"McPhearson, Timon; Kremer, Peleg; Hamstead, Zoe A.",ECOSYSTEM SERVICES,"As urbanization expands city planners and policymakers need to consider how ecological resources can be strategically developed and managed sustainably to meet the needs of urban populations. The ecosystem services (ES) approach provides a useful framework for assessing the status quo, setting goals, identifying benchmarks and prioritizing approaches to improving ecological functioning for urban sustainability and resilience. However, new tools are required for comprehensively evaluating urban ES for ecosystem management and to understand how local and regional trends and plans may affect ES provisioning. We develop an ES assessment methodology that can be used to assess multiple ES of urban green space and integrate them with social conditions in urban neighborhoods. Our approach considers social-ecological conditions and their spatial patterns across the urban landscape. Our analysis focuses on vacant land in New York City. Results suggest that a combined social-ecological approach to ES assessment yields new tools for monitoring and stacking ES. We find that clusters of vacant lots in areas with overlapping low ecological value (e.g. low concentration of green space) and high social need for ES (e.g. high population density) are primarily concentrated in three areas of the city - East Harlem, South Bronx and Central Brooklyn. (C) 2013 Elsevier B.V. All rights reserved.",SEP,2013,y,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,NA
159,Isabel,Anna,268,1,Aislyn,NA,Nell,Tropical tree diversity mediates foraging and predatory effects of insectivorous birds,"Nell, Colleen S.; Abdala-Roberts, Luis; Parra-Tabla, Victor; Mooney, Kailen A.",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Biodiversity affects the structure of ecological communities, but little is known about the interactive effects of diversity across multiple trophic levels. We used a large-scale forest diversity experiment to investigate the effects of tropical tree species richness on insectivorous birds, and the subsequent indirect effect on predation rates by birds. Diverse plots (four tree species) had higher bird abundance (61%), phylogenetic diversity (61%), and functional diversity (55%) than predicted based on single-species mono-cultures, which corresponded to higher attack rates on artificial caterpillars (65%). Tree diversity effects on attack rate were driven by complementarity among tree species, with increases in attack rate observed on all tree species in polycultures. Attack rates on artificial caterpillars were higher in plots with higher bird abundance and diversity, but the indirect effect of tree species richness was mediated by bird diversity, providing evidence that diversity can interact across trophic levels with consequences tied to ecosystem services and function.",43776,2018,y,answered yes to Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,,NA
161,Isabel,Anna,615,0,Laura,"this one was questionable to me, bc unclear if there is an ecological component, but they do some qualitative data - ""Our second step involved eliciting place-based perspectives through community workshops in Ka�����p��lehu, Hawai���i Island (Fig. 1) and Halele���a, Kaua���i (Fig. 2). Community workshops provided a unique opportunity to learn about CES through a place-based, participatory approach. """,Pascua,"Beyond services: A process and framework to incorporate cultural, genealogical, place-based, and indigenous relationships in ecosystem service assessments","Pascua, Pua'ala; McMillen, Heather; Ticktin, Tamara; Vaughan, Mehana; Winter, Kawika B.",ECOSYSTEM SERVICES,"Cultural ecosystem services (CES) - the non-material benefits realized through human-environmental interactions-contribute to ecosystem service assessments by revealing key social dimensions in natural resource management. Yet there is limited understanding of how CES are experienced by individuals with strong generational and genealogical ties to land. Consequently place-based CES are frequently absent from management policies. We use a case study from Hawai'i to: 1) outline a process of eliciting place-based and indigenous CES; 2) develop a Hawai'i-based CES framework that is adaptable to other place-based communities; 3) demonstrate how place-based CES compare/contrast with standard CES; and 4) discuss how this process can enhance resource management and land-use planning. Through interdisciplinary methods drawing on multiple years of research and workshops in two rural Hawai'i communities, we highlight concepts not well captured in the existing CES literature including reciprocal relationships between people and place, sense of security, traditional values, and cultural subsistence. Our framework presents CES from a Hawaiian place-based/indigenous point of view by highlighting four main categories: 'Ike (Knowledge), Maria (Spiritual Landscapes), Pilina Kanaka (Social Interactions), and Ola Mau (Physical and Mental Wellbeing). Ultimately, this research provides a methodology to engage place-based communities when identifying CES in ecosystem service assessments. (c) 2017 Elsevier B.V. All rights reserved.",AUG,2017,y,excluded because only social dimensions/human surveys/no direct measurements of ES/EF,,NA
162,Isabel,Anna,1474,1,Laurel,NA,Pataki,A trait-based ecology of the Los Angeles urban forest,"Pataki, D. E.; McCarthy, H. R.; Gillespie, T.; Jenerette, G. D.; Pincetl, S.",ECOSPHERE,"Plant functional trait classifications have provided a useful framework for understanding the biodiversity of natural ecosystems. Here we propose that trait-based ecology may be expanded for understanding urban biodiversity in human planted and human dominated land cover by including plant attributes that influence human choices about cultivated species in novel ecosystems. We measured leaf functional traits in 24 tree species grown in the Los Angeles region of southern California in order to assess whether leaf functional traits were (1) predictable based on biogeographic region of origin, and (2) related to urban plant performance and ecosystem-services based traits. This entailed the development of a proposed new, ecosystem services-based classification of tree species traits is based on; 1000 household surveys of the preferences of urban residents for specific tree attributes in southern California. We evaluated the relationship between leaf functional traits, ecosystem services-based traits, and urban tree performance as measured by stem growth and predawn leaf water potential (as a metric of rooting distributions). Leaf functional traits were strongly predictable based on species' biogeographic region of origin including native habitat type and continent of origin, and hence appeared to be conserved in the urban environment. Ecosystem services-based traits such as tree water use, provision of showy flowers, size at maturity, and growth rates were also predictable based on geographic region of origin, and several ecosystem services-based traits were related to leaf functional traits. We suggest that ecosystem services-based traits may be useful variables to quantify in studies of urban forest community assembly, where species composition is strongly influenced by decision-making based on the preferences of urban residents and stakeholders. Our initial ecosystem services-based trait classification is defined from the results of household surveys and measurements in the Los Angeles area; these results are likely to vary by location, and can be improved with additional data on the performance, physiology, and morphology of urban trees as well as a better understanding of human preferences by region.",JUN,2013,y,,,NA
163,Isabel,Anna,324,0,Sierra,scale and much more!,Perkol-Finkel,Seascape architecture - incorporating ecological considerations in design of coastal and marine infrastructure,"Perkol-Finkel, Shimrit; Hadary, Tomer; Rella, Andrew; Shirazi, Raviv; Sella, Ido",ECOLOGICAL ENGINEERING,"With nearly 60% of the human population concentrated around the coastlines, alongside growing threats from sea level rise and increased storminess, accelerated coastal development is inevitable. As most marine flora and fauna reside in coastal areas, anthropogenic changes to coastlines are a key reason for loss of coastal habitats, and associated ecosystem services. While coastal infrastructure such as seawalls or breakwaters add significant amounts of hard substrate for marine organisms, they do not support similar species assemblages to those of natural habitats. This is mainly due to design features related to steep slopes, low structural complexity, and high homogeneity, all of which are rarely found in natural habitats. This study provides an example for seascape architecture of coastal structures using ecologically sensitive designs and concrete technologies that enhance the structures' biological and ecological value while contributing to structural integrity. Four 1.5 mx0.8 m seawall panels made of bio-enhancing concrete with high structural complexity were deployed in an active marina (Herzliya, Israel). The panels, spanned from the Mean High Higher Water (MHHW) down to the sublittoral zone, were surveyed 2, 7, 12, 18 and 22 months post deployment using 0.3 x 0.3 m quadrats in both intertidal and sublittoral zones of each panel. Bio-enhanced panels were compared to fixed control quadrats comprised of scraped sections of the original concrete marina seawall. Results demonstrated the effectiveness of applying ecological considerations for biological and ecological enhancement of active infrastructure. All community parameters examined (live cover, richness, biodiversity) were significantly higher on bio-enhanced panels compared to controls. Moreover, mobile invertebrates and resident fish species were clearly enhanced through design aspects (holes and crevices) of the bio-enhanced panels. The study provides an example of an emerging approach of assimilating ecological considerations into the design and construction of working waterfronts and active coastal infrastructure, thus reducing their ecological footprint without compromising their operational performance. (C) 2017 Elsevier B.V. All rights reserved.",SEP,2018,y,"the authors didn't really use ES/EF language, especially to frame their response variables, but they do talk about how species richness and biodiversity contributes to sea wall stability",,NA
164,Isabel,Anna,1525,1,Grant,Service measured: bird predation on insect pest in agroforestry system,Peters,Fruit Supplementation Affects Birds but not Arthropod Predation by Birds in Costa Rican Agroforestry Systems,"Peters, Valerie E.; Greenberg, Russell",BIOTROPICA,"As the global demand for the reliable provision of virtually all ecosystem services increases, it is imperative to conduct experimental research that tests specific mechanisms or drivers of the ecological processes that link to services, and whether these management actions can affect biodiversity and processes synergistically. Agroforestry systems are ideal for such experiments due to their increased uniformity and the relative ease with which factors can be manipulated and isolated. Manipulating the availability of food resources, we carried out an experimental test of this potential driver on bird diversity measures and the predatory services provided by birds in coffee agroforests. We constructed exclosures over coffee plants to measure arthropod removal intensity by birds comparing coffee agroforests with and without food resource (fruit) enrichment (the driver). Fruit enrichment agroforests had significantly greater bird species density (50%), overall abundance (55%), and abundance of understory insectivore specialists (89%) compared with control agroforests. Although 48 percent more arthropods were aspirated from coffee plants inside exclosures compared to coffee plants outside exclosures, fruit resource enrichment did not influence predatory activity by birds in the agroforests. The results of this study highlight the difficulties associated with managing lands for ecosystem services in complex ecosystems-management actions aimed at increasing numbers of the organisms involved in the interactions of ecological processes is not always equivalent to managing for an increase in the process itself.",JAN,2013,y,,,NA
166,Isabel,Anna,1497,1,Grant,Strictly modeling paper on a crop-pest system. Model considers the yield thus an ES.,Sabatier,Non-linear effects of pesticide application on biodiversity-driven ecosystem services and disservices in a cacao agroecosystem: A modeling study,"Sabatier, Rodolphe; Meyer, Katrin; Wiegand, Kerstin; Clough, Yann",BASIC AND APPLIED ECOLOGY,"Growing concerns have been raised regarding the effects of disturbance due to agricultural practices on associate biodiversity and on the ecosystem services that biodiversity provides. Surprisingly little is known about the effects of such disturbances on complex agroecosystems with multiple interacting species. The aim of this study was to assess the effects of management by pesticide spraying on the productive outputs and the ecological functioning of a cacao agroecosystem. We built a mechanistic dynamic model including the dynamics of the crop, a pest (Cacao Pod Borer, Conopomorpha cramerella) and two beneficial insects: a hymenopteran egg-parasitoid and a ceratopogonid pollinator. Using this model, we tested the effects of a range of pesticide types characterized by their impacts on both the Cacao Pod Borer and the beneficial insects. Our results showed that yield strongly varies according to both pesticide type and timing of pesticide application. The type of pesticide had a strong influence on the flexibility of management. No simple spraying decision rule led to maximal yields for all types of pesticide. Although optimal spraying strategies differed with the type of pesticide used, they all showed a similar pattern, i.e. they limited and postponed the Cacao Pod Borer population peak while limiting the negative impacts on beneficial organisms. The results highlight the non-trivial effects of pesticide application in complex agroecosystems where associated biodiversity provides both ecosystem services and disservices. They illustrate the critical importance of providing good information to farmers on pesticide management because the use of pesticides can have a negative effect on production by decreasing ecosystem services such as pollination.",MAR,2013,y,strictly modelling paper but did model cacao yield as ES and also focused on two ESPs,,NA
167,Isabel,Claire,336,1,Sierra,soil erosion,Tang,"Check dam infilling archives elucidate historical sedimentary dynamics in a semiarid landscape of the Loess Plateau, China","Tang, Qiang; Wang, Shuai; Fu, Bojie; Wang, Yafeng; Gao, Guangyao",ECOLOGICAL ENGINEERING,"The Loess Plateau in China exhibited high magnitudes of soil erosion, where multiple soil conservation schemes have been implemented over the past decades. Understanding the efficacy and rationality of conservation practices on erosion mitigation is critical for contemporary strategy adjustment, which currently is hampered by the unavailability of historical observations on sediment yields at most ungauged catchments. Check dams were built with the primary purpose of sediment retention, while the infilling archives register historical sedimentary dynamics. A 485-cm long sediment core was extracted from a check dam in a restored agricultural catchment in the hilly Loess Plateau. Sedimentary stratigraphy was defined at 5-cm resolutions by continuous equivalent sectioning, and differentiated according to absolute grain-size composition and Cesium-137 (Cs-137) profile. Discernable stratigraphic laminations, featured by a fine-grained layer overlying on a coarse-grained layer, were observed, which were conducted by particle selectivity associated with soil detachment and sediment transport processes. Erosion and sediment dynamics across this semiarid landscape is strictly defined by extreme summer storms with large magnitude, low frequency and short duration. Sediment chronology was determined by ascribing the identified laminations to historical storm events. We found that the core profile showed evidence of at least 11 depositional events, which finally were connected with 11 major storms over the time period 1981-1983. We concluded that integrating stratigraphy differentiation of equivalent core segments along depositional profiles with storm records is diagnostic for inferring historical sedimentary dynamics.",43678,2018,y,"paper didn’t do a great job at analyzing/showing the specific effects of env drivers (storms, discharge) and human drivers (removal of check dam) on sedimentation",,NA
168,Isabel,Anna,823,1,Julie,NA,Walalite,Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),"Walalite, Tanapipat; Dekker, Stefan C.; Keizer, Floris M.; Kardel, Ignacy; Schot, Paul P.; deJong, Steven M.; Wassen, Martin J.",WETLANDS,"Although important for the eco-hydrological functioning of the floodplain, the interactions between river and floodplain are not well understood, especially for rivers in the tropical monsoon region. To explore the floodplain functioning of a tropical monsoon river system the longitudinal and transverse floodwater hydrochemical characteristics were studied in the Songkhram river (Thailand) and its floodplains. Water samples were taken during the monsoon period from 61 locations in the river and on its floodplain. Analysis of floodwater hydrochemistry revealed a significant decreasing longitudinal trend for most dissolved solids, attributable to geological differences. We also observed a significant decreasing transverse trend from river to floodplain. Nutrient concentrations revealed lower dissolved nitrogen, phosphate, and potassium concentrations on the floodplain than in the river channel, which suggests the floodplain functions as a sink for nutrients and chemical species in the river floodwater. This sink function may be related to the presence of a belt of bamboo separating the river from the floodplain, which seems to acts as a sediment trap and nutrient filter, but this needs to be verified by additional dedicated research.",DEC,2016,y,,,NA
169,Isabel,Claire,1811,1,Nick,NA,Wang,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,"Wang, Jin-qing; Tang, Long; Zhang, Xiao-dong; Wang, Cheng-huan; Gao, Yang; Jiang, Li-fen; Chen, Jia-kuan; Li, Bo",ECOLOGICAL ENGINEERING,"Tidal creeks are an important structure of salt marshes in estuarine ecosystems, providing valuable ecosystem services to wildlife in the estuary, To determine the effects of environmental heterogeneities within tidal creeks on the features of crab burrows, we divided a typical creek section into four parts (i.e., microhabitats): bottom, slope, edge and flat, investigated the distribution of crab burrows and sediment properties on creek sections in the Yangtze River estuary, and compared the burrow distribution in tidal creeks with that in non-creek areas. Our results showed that from the creek bottom to flat soil water content declined (F-3,F-60 = 93.8, p < 0.001), and the variations of other sediment physical and chemical properties associated with the change of soil water content were significant among the microhabitats on the creek sections (p < 0.001 for pH, conductivity, and grain size). No crab burrows were found at the creek bottom. The burrows on the slope were smaller in size (p < 0 001 for burrow opening diamater) while the density was higher than that at the edge and on the flat (F-2,F-45 = 31.2, p < 0.001). Moreover, although the correlations between burrow distribution and sediment properties varied among the microhabitats on the creek sections, crabs generally selected relatively solid sediments to build their burrows. On the slope, there was a significantly negative relationship between burrow density and soil water content (r(2) = 0.53, p < 0.001). At the edge, the correlation between total burrow opening area and soil water content was significantly negative (r(2) = 0.44. p < 0.002). The density of small crab burrows (<10 mm) was greater, but that of large burrows (>10 mm) was lower in tidal creeks than in non-creek habitats. Therefore, sediment properties showed a gradual transition from hydrophytic to terrestrial environments on the creek section, which caused significant differences of burrow distribution among the microhabitats. The creeks of tidal salt marshes could affect ecological processes and functioning through affecting crab burrows. (C) 2009 Elsevier B.V. All rights reserved.",DEC,2009,y,almost included at q3 with the thinking that abundance of crab burrows was not enough but they mentioned in the intro that crabs that burrow are thought to be ecosystem engineers that play a key role in energy and matter transfer,,NA
