assess_date,doublerev,exclude,ResponseId,Init,Title,Group,abbr,Other_checked,ES,answer,OtherEntry
2020-05-17,TRUE,Keep,R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Bio,Driver,FALSE,Pollination,Service Provider (Q17),
2020-05-17,TRUE,Keep,R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Bio,Driver,FALSE,Pollination,Service Provider (Q17),
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,coastWQReg,Land use change,
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,coastWQReg,Climate,
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,CulturePsych,Climate,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,Food,Climate,
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,Food,Climate,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,freshWQReg,Land use change,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,freshWQReg,Climate,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Env,Driver,FALSE,HabCreate,Climate,
2020-05-17,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Anthro,Driver,FALSE,ClimReg,Land use change,
2020-05-17,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Anthro,Driver,FALSE,ClimReg,Management Practices,
2020-05-17,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Anthro,Driver,FALSE,Food,Management Practices,
2020-05-17,TRUE,Keep,R_Uszlh1FFsBKprBn,AIS,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Bio,Driver,FALSE,PestPath,Service Provider (Q17),
2020-05-17,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Bio,Driver,TRUE,PestPath,Other,TRUE
2020-05-17,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Bio,OtherDriver,TRUE,PestPath,invasive species,
2020-05-17,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Bio,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Bio,OtherDriver,TRUE,SoilProtect,invasive species,
2020-05-17,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,Anthro,Driver,FALSE,PestPath,Management Practices,
2020-05-17,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,Anthro,OtherDriver,FALSE,PestPath,shade,
2020-05-17,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,Anthro,OtherDriver,FALSE,PestPath,agrochemical use,
2020-05-17,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,Anthro,OtherDriver,FALSE,PestPath,canopy cover,
2020-05-17,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,Anthro,OtherDriver,FALSE,PestPath,road edge effects,
2020-05-17,FALSE,Keep,R_2CHwrQismiY1LLB,LB,Anthropogenic remediation of heavy metals selects against natural microbial remediation,Anthro,Driver,FALSE,SoilProtect,Management Practices,
2020-05-17,FALSE,Keep,R_2CHwrQismiY1LLB,LB,Anthropogenic remediation of heavy metals selects against natural microbial remediation,Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,OtherDriver,TRUE,SoilProtect,total vegetation ground cover,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,OtherDriver,TRUE,SoilProtect,foliar cover,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,OtherDriver,TRUE,SoilProtect,vegetation basal gap,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,OtherDriver,TRUE,SoilProtect,vegetation canopy gap,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,OtherDriver,TRUE,SoilProtect,litter cover,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Env,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Env,OtherDriver,TRUE,SoilProtect,rock fragment cover,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Env,OtherDriver,TRUE,SoilProtect,slope steepness,
2020-05-17,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Env,OtherDriver,TRUE,SoilProtect,percent clay,
2020-05-17,TRUE,Keep,R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,TRUE,Keep,R_vq14KzL4mX6kaml,AK,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,TRUE,Keep,R_vq14KzL4mX6kaml,AK,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,Env,Driver,FALSE,HabCreate,Climate,
2020-05-17,TRUE,Keep,R_24wVbQfeDnsEskw,GV,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,TRUE,Keep,R_24wVbQfeDnsEskw,GV,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,Env,Driver,FALSE,HabCreate,Climate,
2020-05-17,FALSE,Maybe,R_3UXMx75t97OUqs1,AK,Arable weeds as indicators of agricultural intensity - A case study from Finland,Anthro,Driver,FALSE,PestPath,Management Practices,
2020-05-17,FALSE,Maybe,R_3UXMx75t97OUqs1,AK,Arable weeds as indicators of agricultural intensity - A case study from Finland,Anthro,Driver,FALSE,Pollination,Management Practices,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,ClimReg,Land use change,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,ClimReg,Population growth,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,freshWQReg,Population growth,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Bio,Driver,TRUE,freshWQReg,Other,TRUE
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Bio,OtherDriver,TRUE,freshWQReg,Other(water)=estimated root depth of vegetation type,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Env,Driver,FALSE,freshWQReg,Climate,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,HabCreate,Population growth,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,SoilProtect,Land use change,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Anthro,Driver,FALSE,SoilProtect,Population growth,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Env,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Env,OtherDriver,TRUE,SoilProtect,Other(soils)=rainfall erosivity,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Env,OtherDriver,TRUE,SoilProtect,Other(soils)=slope,
2020-05-17,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Env,OtherDriver,TRUE,SoilProtect,Other(soils)=elevation,
2020-05-17,FALSE,Keep,R_3gzoOEHLfo3xsn7,CW,Assessing and predicting the relative ecological impacts of disturbance on habitats with different sensitivities,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,FALSE,Keep,R_3gzoOEHLfo3xsn7,CW,Assessing and predicting the relative ecological impacts of disturbance on habitats with different sensitivities,Bio,Driver,FALSE,HabCreate,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,Driver,TRUE,ClimReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,OtherDriver,TRUE,ClimReg,socioeconomic wealth,
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,Driver,TRUE,coastWQReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,OtherDriver,TRUE,coastWQReg,socioeconomic wealth,
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,Driver,TRUE,freshWQReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,Anthro,OtherDriver,TRUE,freshWQReg,socioeconomic wealth,
2020-05-17,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,FALSE,Keep,R_3DkhKSkJX3FqGzq,CK,"Assessment of the erosion control function of forest ecosystems based on GIS: a case study in Zhangjiajie National Forest Park, China",Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,Anthro,Driver,FALSE,PestPath,Land use change,
2020-05-17,FALSE,Keep,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,Anthro,Driver,FALSE,PestPath,Management Practices,
2020-05-17,FALSE,Keep,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,Anthro,Driver,FALSE,Pollination,Management Practices,
2020-05-17,FALSE,Keep,R_1pMUi8TKDBRwWHH,AIS,Avian pest control in vineyards is driven by interactions between bird functional diversity and landscape heterogeneity,Bio,Driver,FALSE,PestPath,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_1pMUi8TKDBRwWHH,AIS,Avian pest control in vineyards is driven by interactions between bird functional diversity and landscape heterogeneity,Bio,OtherDriver,FALSE,PestPath,bird functional evenness,
