assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_Environmental_factors,Driver_Env,flag_otherEnv,OtherDriver_Env,flag_KTenv_uncheck,flag_KTenv_checked,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-05-17,Keep,FALSE,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,,,,0,"prey diversity for otters, stable isotope analysis",0,,TRUE,various trout and fish species including invasive,TRUE,FALSE,Wengeler,BIOLOGICAL CONSERVATION,2010,"The introduction of lake trout (Salvelinus namaycush) to Yellowstone Lake in Yellowstone National Park has contributed to a significant decline in the endangered Yellowstone cutthroat trout (Oncorhynchus clarki bouvieri), leading to concern over the persistence of this subspecies but also to piscivorous predators in this community. We assessed the impact of lake trout on a key piscivore, the river otter (Lontra canadensis) in two lakes in Yellowstone National Park. Yellowstone Lake continues to support a native cutthroat trout population, although the recent introduction of lake trout has dramatically impacted the cutthroat trout population. Nearby Lewis Lake has an entirely introduced fish fauna of lake trout, brown trout (Salmo trutta), and Utah chub (Gilia atraria) but lacks cutthroat trout. Analysis of otter scat from Yellowstone Lake implicated trout (lake or cutthroat trout) as a major prey item (57% of scat), whereas stable isotopes identified longnose suckers (Catostomus catostomus) as the primary prey there (58% of diet). By contrast, scat from Lewis Lake implicated minnows, presumably Utah chub, as the primary prey for otters occupying that lake (86%), while stable isotopes implicated brown trout (64%) over both lake trout and Utah chub (36% combined). Our data establish the importance of alternative prey to otters and suggest that lake trout-induced reductions in cutthroat trout may not be catastrophic for otter populations here. These data do not necessarily exonerate lake trout, as their impact on other species, most notably grizzly bears (Ursus arctos) and piscivorous birds, has been documented to be substantial, and further data on the nutritional value of alternate prey are required to confirm or refute a working hypothesis that otter populations will continue to thrive in the face of the lake trout invasion. (C) 2010 Elsevier Ltd. All rights reserved."
2020-05-17,Keep,TRUE,R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,they measure a few tree species,0,sap flow,0,Climate,FALSE,,TRUE,FALSE,Gotsch,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-05-17,Keep,TRUE,R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,Interested in which species are best at providing services in urban area,0,"rates of water uptake,stemflow and  throughfall",1,"Other,Climate",FALSE,solar radiation,FALSE,FALSE,Gotsch,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-05-17,Keep,FALSE,R_3fOUtJ3cGDGpiSS,LB,Factors influencing early secondary succession and ecosystem carbon stocks in Brazilian Atlantic Forest,,,,0,"tree biomass, total carbon stocks, aboveground carbon pool, forest floor carbon pool, soil carbon pool ",0,Other,FALSE,soil type,TRUE,FALSE,Robinson,BIODIVERSITY AND CONSERVATION,2015,"Ecologically relevant restoration of secondary Atlantic forest on abandoned land offers a potential means to recover biodiversity and improve crucial ecosystem services, including carbon sequestration. Early secondary successional trajectories are determined by a range of environmental factors that influence plant community development. Context-specific understanding of forest vegetation communities, their dynamics, and underlying drivers is needed for future restoration strategies. In this study we examined relationships between soil (chemical and physical) and environmental (landscape and topographical) characteristics, plant community attributes, and carbon stocks during early secondary succession. Data were collected at two sites undergoing early secondary succession in seasonally-dry Atlantic Forest (Rio de Janeiro State, Brazil). Both sites were previously used for pasture and abandoned at similar times, but showed differing vegetation communities. We found tree biomass and diversity and ecosystem carbon storage to be strongly positively related to the amount of surrounding forest, less steep slopes and clay soils, and negatively to the abundance of the shrub Leandra aurea. Soil carbon pools significantly increased with aboveground tree biomass. The only factor significantly affecting the metric of overall successional development (combining tree biomass and diversity) was total surrounding forest cover. Our findings suggest recovery of secondary forest and below-and aboveground carbon storage is limited by the amount of adjacent forest, some soil properties and dense shrub establishment down-regulating the succession process. Overall we offer evidence of potential to improve recovery of Atlantic forest with ecologically relevant seeding/planting programmes and selective shrub removal that could benefit ecosystem carbon storage."
2020-05-17,Maybe,FALSE,R_1qV3JvuSWim2iuY,IS,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,monitored distribution of crab burrows across microtopographic locations,almost included at q3 with the thinking that abundance of crab burrows was not enough but they mentioned in the intro that crabs that burrow are thought to be ecosystem engineers that play a key role in energy and matter transfer,two crab species mentioned in methods,0,"frequency of burrows, burrow density, burrow opening diameter,",0,Other,FALSE,"four microhabitats (bottom, slope, edge and flat) ",TRUE,FALSE,Wang,ECOLOGICAL ENGINEERING,2009,"Tidal creeks are an important structure of salt marshes in estuarine ecosystems, providing valuable ecosystem services to wildlife in the estuary, To determine the effects of environmental heterogeneities within tidal creeks on the features of crab burrows, we divided a typical creek section into four parts (i.e., microhabitats): bottom, slope, edge and flat, investigated the distribution of crab burrows and sediment properties on creek sections in the Yangtze River estuary, and compared the burrow distribution in tidal creeks with that in non-creek areas. Our results showed that from the creek bottom to flat soil water content declined (F-3,F-60 = 93.8, p < 0.001), and the variations of other sediment physical and chemical properties associated with the change of soil water content were significant among the microhabitats on the creek sections (p < 0.001 for pH, conductivity, and grain size). No crab burrows were found at the creek bottom. The burrows on the slope were smaller in size (p < 0 001 for burrow opening diamater) while the density was higher than that at the edge and on the flat (F-2,F-45 = 31.2, p < 0.001). Moreover, although the correlations between burrow distribution and sediment properties varied among the microhabitats on the creek sections, crabs generally selected relatively solid sediments to build their burrows. On the slope, there was a significantly negative relationship between burrow density and soil water content (r(2) = 0.53, p < 0.001). At the edge, the correlation between total burrow opening area and soil water content was significantly negative (r(2) = 0.44. p < 0.002). The density of small crab burrows (<10 mm) was greater, but that of large burrows (>10 mm) was lower in tidal creeks than in non-creek habitats. Therefore, sediment properties showed a gradual transition from hydrophytic to terrestrial environments on the creek section, which caused significant differences of burrow distribution among the microhabitats. The creeks of tidal salt marshes could affect ecological processes and functioning through affecting crab burrows. (C) 2009 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_3UUKU2oLSLgbQ7D,TM,Forest Fire Severity Affects Host Plant Quality and Insect Herbivore Damage,Used natural variation in burned areas to test the effect of fire on plant quality and insect damage,,,1,Plant quality,0,Other,FALSE,Burn regime,TRUE,FALSE,Murphy,FRONTIERS IN ECOLOGY AND EVOLUTION,2018,"Climate change models predict increased forest fire occurrence and severity in the near future. Forest fire disturbance affects multiple ecological interactions, but there is little evidence for how naturally-occurring fires affect plant quality and herbivore damage, which is important because plants and herbivorous insects comprise most of the diversity in natural ecosystems and are responsible for a variety of ecosystem services. We surveyed three fires in the Rocky Mountains to investigate the effects of fire severity on wax currant (Ribes cereum), an important source of food and cover for wildlife in Colorado. We measured plant quality and herbivore damage; we found that fire severity had a significant negative effect on both measures. Notably, high severity fires decreased herbivore damage by about 50%. Furthermore, we found that the effect of fire on insect herbivore damage is mostly direct, but that indirect effects mediated through changes in plant quality are also significant. Our results have important implications for the effects of climate-driven increases in fire severity on plant-insect interactions, illustrating strong direct and weaker indirect negative effects of fire severity in a forest ecosystem."
2020-05-17,Keep,FALSE,R_3fB46Kq1vUg8D2U,LD,From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,"This study aimed to characterize ES supply in deforestation context where an improvement of scientific knowledge should help develop more.... For three case studies in the Brazilian Amazon impacted by deforestation, seven indicators of potential ES supply were mapped at a spatial resolution of 30 9 30 m: biodiversity index (indicator of food web support); richness of pollinators (pollination); index of soil chemical quality (support to production); water available for plants (water regulation); soil carbon stocks (support to production and climate regulation); rate of water infiltration into the soil (soil erosion control); and vegetation carbon stocks (climate regulation). To map these indicators, in situ measurements of ES for 135 sampling points",,DOES ENVIRONMENT INCLUDE LANDSCAPE CONTEXT? THIS JUST HAS FORESTED OR BARE SOIL and other land use types not totally kremen.. ,1,"pollinator richness,Soil carbon stocks, Vegetation carbon stocks,Rates of water infiltration into soil,Soil chemical quality index,Biodiversity index",0,Other,FALSE,"distance to forest, distance to water, NDVI, slope, topography ",TRUE,FALSE,Le Clec'h,ECOSYSTEMS,2018,"Quantifying and mapping ecosystem services (ES) is seen as one way to improve decision making and land management to better integrate environmental issues. This study aimed to characterize ES supply in deforestation context where an improvement of scientific knowledge should help develop more efficient environmental management. For three case studies in the Brazilian Amazon impacted by deforestation, seven indicators of potential ES supply were mapped at a spatial resolution of 30 x 30 m: biodiversity index (indicator of food web support); richness of pollinators (pollination); index of soil chemical quality (support to production); water available for plants (water regulation); soil carbon stocks (support to production and climate regulation); rate of water infiltration into the soil (soil erosion control); and vegetation carbon stocks (climate regulation). To map these indicators, in situ measurements of ES for 135 sampling points and remote sensing data were linked using regression methods. These methods were used to predict ES values and identify environmental factors that influence ES supply. The resulting maps help in understanding the influence of environmental factors on ES spatial distribution within the sites. The analyses illustrate the influence of land-use changes on ES supply and the role of context effects due to the heterogeneity of the biophysical environment, the temporality of deforestation and/or their diversified sociopolitical contexts. From a methodological viewpoint, the study highlights the importance of choices inherent in all cartographic practices and that need to be considered, especially in the context of rendering ES maps operational."
2020-05-17,Keep,TRUE,R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,using FAO data combined with IUCN data to calculate species richness; 100 countries - inland freshwater fisheries,"For the spatial scale question Q9, the unit of the analysis was country level. The sum of the surface area of inland waters (km2) per country was extracted from the Global Lakes and Wetlands Database (GLWD) (Lehner & Döll, 2004) to account for available habitat for freshwater species.",species richness,0,"inland fisheries yields,stability of fisheries yields",0,Climate,TRUE,"surface area of inland waters, elevation",TRUE,FALSE,Brooks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,"AimAn often-invoked benefit of high biodiversity is the provision of ecosystem services. However, evidence for this is largely based on data from small-scale experimental studies of relationships between biodiversity and ecosystem function that may have little relevance to real-world systems. Here, large-scale biodiversity datasets are used to test the relationship between the yield of inland capture fisheries and species richness from 100 countries. LocationInland waters of Africa, Europe and parts of Asia. MethodsA multimodel inference approach was used to assess inland fishery yields at the country level against species richness, waterside human population, area, elevation and various climatic variables, to determine the relative importance of species richness to fisheries yields compared with other major large-scale drivers. Secondly, the mean decadal variation in fishery yields at the country level for 1981-2010 was regressed against species richness to assess if greater diversity reduces the variability in yields over time. ResultsDespite a widespread reliance on targeting just a few species of fish, freshwater fish species richness is highly correlated with yield (R-2=0.55) and remains an important and statistically significant predictor of yield once other macroecological drivers are controlled for. Freshwater richness also has a significant negative relationship with variability of yield over time in Africa (R-2=0.16) but no effect in Europe. Main conclusionsThe management of inland waters should incorporate the protection of freshwater biodiversity, particularly in countries with the highest-yielding inland fisheries as these also tend to have high freshwater biodiversity. As these results suggest a link between biodiversity and stable, high-yielding fisheries, an important win-win outcome may be possible for food security and conservation of freshwater ecosystems. However, findings also highlight the urgent need for more data to fully understand and monitor the contribution of biodiversity to inland fisheries globally."
2020-05-17,Keep,TRUE,R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Not sure if I should have checked the model box.,,,0,fisheries yield,0,"Other,Climate",FALSE,,TRUE,FALSE,Brooks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,"AimAn often-invoked benefit of high biodiversity is the provision of ecosystem services. However, evidence for this is largely based on data from small-scale experimental studies of relationships between biodiversity and ecosystem function that may have little relevance to real-world systems. Here, large-scale biodiversity datasets are used to test the relationship between the yield of inland capture fisheries and species richness from 100 countries. LocationInland waters of Africa, Europe and parts of Asia. MethodsA multimodel inference approach was used to assess inland fishery yields at the country level against species richness, waterside human population, area, elevation and various climatic variables, to determine the relative importance of species richness to fisheries yields compared with other major large-scale drivers. Secondly, the mean decadal variation in fishery yields at the country level for 1981-2010 was regressed against species richness to assess if greater diversity reduces the variability in yields over time. ResultsDespite a widespread reliance on targeting just a few species of fish, freshwater fish species richness is highly correlated with yield (R-2=0.55) and remains an important and statistically significant predictor of yield once other macroecological drivers are controlled for. Freshwater richness also has a significant negative relationship with variability of yield over time in Africa (R-2=0.16) but no effect in Europe. Main conclusionsThe management of inland waters should incorporate the protection of freshwater biodiversity, particularly in countries with the highest-yielding inland fisheries as these also tend to have high freshwater biodiversity. As these results suggest a link between biodiversity and stable, high-yielding fisheries, an important win-win outcome may be possible for food security and conservation of freshwater ecosystems. However, findings also highlight the urgent need for more data to fully understand and monitor the contribution of biodiversity to inland fisheries globally."
2020-05-17,Keep,FALSE,R_zdN5TLn7XsVcYzn,SDJ,"Homogenization of plant diversity, composition, and structure in North American urban yards",randomly selected urban yards and nearby natural areas. Measured plant diversity and structure to assess homogenization,services not clearly defined in this one,,0,vegetation homogenization,0,Other,FALSE,also include temperature and precipitation (water stress) as a natural filter for all plants in the region,TRUE,FALSE,Pearse,ECOSPHERE,2018,"Urban ecosystems are widely hypothesized to be more ecologically homogeneous than natural ecosystems. We argue that urban plant communities assemble from a complex mix of horticultural and regional species pools, and evaluate the homogenization hypothesis by comparing cultivated and spontaneously occurring urban vegetation to natural area vegetation across seven major U.S. cities. There was limited support for homogenization of urban diversity, as the cultivated and spontaneous yard flora had greater numbers of species than natural areas, and cultivated phylogenetic diversity was also greater. However, urban yards showed evidence of homogenization of composition and structure. Yards were compositionally more similar across regions than were natural areas, and tree density was less variable in yards than in comparable natural areas. This homogenization of biodiversity likely reflects similar horticultural source pools, homeowner preferences, and management practices across U.S. cities."
2020-05-17,Keep,FALSE,R_3hlsZ0d4CkK75nD,AK,Hydrological controls of fisheries production in a major Amazonian tributary,Dynamic factor analysis ,,looked at the 10 most fished species out of 40 (but made up 80% total catch),0,fish landings,0,Other,FALSE,"Water level (current and previous years min,max,mean),",TRUE,FALSE,Leite Lima,ECOHYDROLOGY,2017,"Amazonian rivers are characterized by a strongly seasonal flood pulse, which is being altered by ongoing and planned hydropower development across the basin. Changes in hydrology have a cascade of physical, ecological, and social effects, and some ecohydrological changes in the Amazon are expected to be irreversible. To better understand these linkages, we investigated shared trends and causal factors driving fish catch in a major Amazonian tributary before dam construction to derive relationships between catch and natural hydrologic dynamics that can be used to assess likely post-dam fisheries impacts. We applied a time series-based dimension reduction technique (dynamic factor analysis) to investigate dynamics in fish catch across 10 commercially important species using daily fish landings and hydrological data. We found a 4-trend dynamic factor model to best fit the observed data, with fitted trends exhibiting variation representative of seasonal and longer-term hydrologic variation. We next considered 11 candidate explanatory time series and found the best dynamic factor model used 4 explanatory variables: maximum water level, flooding duration, previous year's flow, and rate of change in flow; however, each species showed a unique response to this set of hydrological variables. Species-specific responses suggested that future dam operating rules need to closely mimic the natural hydrologic regime in order to maintain the biological dynamics of this and similarly diverse systems. In particular, high flows associated with increased catch the following year are important to maintain, but may be difficult to achieve in the context of reservoir regulation and energy production goals."
2020-05-17,Keep,FALSE,R_1cSWfVmX4Lq0M1H,NBD,Living shorelines enhance nitrogen removal capacity over time,,,,1,"N2, NO measurements, dissolved gasses",0,Climate,FALSE,,TRUE,FALSE,Onorevole,ECOLOGICAL ENGINEERING,2018,"Living shorelines are nature-based solutions to coastal erosion that can be constructed as salt marshes with fringing oyster reefs. Each of these habitats can decrease the potential for eutrophication through increased nitrogen (N) removal via denitrification. However, the development of N cycling over time has not been studied in living shorelines. This research measured denitrification rates in a chronosequence of living shorelines spanning 0-20 years in age in Bogue Sound, NC. Analyses were conducted seasonally from summer 2014 to spring 2015 along an elevation transect through the salt marsh, oyster reef, and adjacent sandflat at all sites. Gas fluxe (N-2 and O-2) from sediment core incubations were measured with a membrane inlet mass spectrometer (MIMS) to assess denitrification and sediment oxygen demand. Fluxes of dissolved nutrients and the greenhouse gas N2O were measured. Sediment properties, inundation frequency, oyster filtration rates, and marsh grass stem density were also quantified. There was no significant difference in denitrification rates among habitats. N removal consistently increased from the 0- to 7-year-old sites. Denitrification efficiency was always greater than 50% and positive N2O fluxes were negligible. Our results suggest that living shorelines increase net N removal within a relatively short time period following construction, without introducing deleterious greenhouse gas emissions. This demonstrates that living shorelines can play an important role in estuarine N cycling and management."
2020-05-17,Keep,FALSE,R_1BoB4Gd0QcQC9A5,LB,Local loss and spatial homogenization of plant diversity reduce ecosystem multifunctionality,,,,0,"aboveground live biomass,soil carbon storage,litter decomposition,invasion resistance",0,Climate,FALSE,,TRUE,FALSE,Hautier,NATURE ECOLOGY & EVOLUTION,2018,"Biodiversity is declining in many local communities while also becoming increasingly homogenized across space. Experiments show that local plant species loss reduces ecosystem functioning and services, but the role of spatial homogenization of community composition and the potential interaction between diversity at different scales in maintaining ecosystem functioning remains unclear, especially when many functions are considered (ecosystem multifunctionality). We present an analysis of eight ecosystem functions measured in 65 grasslands worldwide. We find that more diverse grasslands-those with both species-rich local communities (alpha-diversity) and large compositional differences among localities (alpha-diversity)-had higher levels of multifunctionality. Moreover, alpha-and alpha-diversity synergistically affected multifunctionality, with higher levels of diversity at one scale amplifying the contribution to ecological functions at the other scale. The identity of species influencing ecosystem functioning differed among functions and across local communities, explaining why more diverse grasslands maintained greater functionality when more functions and localities were considered. These results were robust to variation in environmental drivers. Our findings reveal that plant diversity, at both local and landscape scales, contributes to the maintenance of multiple ecosystem services provided by grasslands. Preserving ecosystem functioning therefore requires conservation of biodiversity both within and among ecological communities."
2020-05-17,Keep,FALSE,R_T8hA2FtQncJV6kV,CW,Mapping social-ecological vulnerability to inform local decision making,"Used a previously published model from the lead author to model fishing effort and ecological exposure around Moorea, collected data on spatially explicit indicators in a 6-month window, and used census data for social component","Paper talks about feedbacks but doesn't measure them directly. The way Q12 is structured doesn't seem well suited to capture studies like this one that provide wall-to-wall maps of ES's/resilience/vulnerability. Because it's a spatial study, it inherently addresses scale, but it's also tricky to answer Q9 for this (e.g. there are no ""plots""). Ecological vulnerability and social vulnerability are not correlated in the same way consistently across space. The authors use indices for all three response variables of interest (socio-ecological vulnerability, ecol. vulnerability, and social vulnerability) with multiple factors underlying those indices. Ecological resilience index is based on a normalized ""intrinsic vulnerability to fishing index"" [from another model] and fish assemblage data; socio indices based on 11 indicator that they lumped into 5 components (spatial mobility, materials assets, occupational mobility, attachment, and education). All response indices are on a 0 to 1 (low to high) scale. A reader would have to dig into the supplemental material and references to fully understand how and which data are used, how models work, etc.  ",Authors write they use fish count data but don't provide details on how many spp,0,"Socio-ecological vulnerability, Social vulnerability, ecological vulnerability",0,Other,FALSE,Location of reef (distance from fishing home/shore),TRUE,FALSE,Thiault,CONSERVATION BIOLOGY,2018,"An overarching challenge of natural resource management and biodiversity conservation is that relationships between people and nature are difficult to integrate into tools that can effectively guide decision making. Social-ecological vulnerability offers a valuable framework for identifying and understanding important social-ecological linkages, and the implications of dependencies and other feedback loops in the system. Unfortunately, its implementation at local scales has hitherto been limited due at least in part to the lack of operational tools for spatial representation of social-ecological vulnerability. We developed a method to map social-ecological vulnerability based on information on human-nature dependencies and ecosystem services at local scales. We applied our method to the small-scale fishery of Moorea, French Polynesia, by combining spatially explicit indicators of exposure, sensitivity, and adaptive capacity of both the resource (i.e., vulnerability of reef fish assemblages to fishing) and resource users (i.e., vulnerability of fishing households to the loss of fishing opportunity). Our results revealed that both social and ecological vulnerabilities varied considerably through space and highlighted areas where sources of vulnerability were high for both social and ecological subsystems (i.e., social-ecological vulnerability hotspots) and thus of high priority for management intervention. Our approach can be used to inform decisions about where biodiversity conservation strategies are likely to be more effective and how social impacts from policy decisions can be minimized. It provides a new perspective on human-nature linkages that can help guide sustainability management at local scales; delivers insights distinct from those provided by emphasis on a single vulnerability component (e.g., exposure); and demonstrates the feasibility and value of operationalizing the social-ecological vulnerability framework for policy, planning, and participatory management decisions."
2020-05-17,Keep,FALSE,R_306ID7zs5CnvD81,TM,"Mapping Watershed-Level Ecosystem Service Bundles in the Pearl River Delta, China",,,,1,"Carbon sequestration,Aquatic production,Soil conservation, Soil organic carbon,Grain production,Outdoor recreation, Urban green space",0,,TRUE,"Ecosystem service types, ",TRUE,FALSE,Zhao,ECOLOGICAL ECONOMICS,2018,"Managing multiple ecosystem services (ES) is a pressing field in sustainability research. ES bundles (ESBs), which closely link ES trade-offs and synergies, provide a comprehensive approach to exploring the relationship between natural ecosystems and human well-being. In this study, we quantified eight ES in terms of provisioning, regulating and cultural services using geographical data and other available information (both ecological and social) in the Pearl River Delta, China. We identified ESBs based on IC-means clustering and redundancy analysis. The results showed that spatial patterns of each ES were quite heterogeneous at watershed level. Provisioning services were mainly distributed in watersheds with high proportion of cultivated land and waterbody. Remote forest areas provided high regulating services. Moreover, densely populated urban areas provide high cultural services. Five ESBs were detected ranging from 2941 to 16,249 km(2). According to the Pearson correlations and the Root Mean Squared Error (RMSE), we detected the trade-offs between provisioning and cultural services, and between regulating and cultural services, and synergies happened within regulating services. Intensive land-use and management in urban areas contributed to ES trade-offs. These results provide deeper understanding of the relationship between ES and land-use type at watershed level and detailed guidelines for ecosystem management."
2020-05-17,Keep,FALSE,R_1OkkByuhMddu0Wk,AK,Pattern and scale in latitude-production relationships for freshwater fishes,mixed effects models using field data on 16 fish species,"I wasn't sure which category to put latitude in, but because it's linked to temperature, I put it in Environ. Drivers. The effect of latitude varied with the scale (negative relationship at one scale, no apparent relationship at North America scale)",,0,"Field derived production,Biomass",0,Other,FALSE,Latitude,TRUE,FALSE,Rypel,ECOSPHERE,2017,"Empirically understanding spatial variation in secondary production rates is central to ecology. Yet for most taxa, such patterns are rarely examined, especially at different levels of ecological organization (e.g., species-vs. community-level patterns). We compiled data on biomass, production, and P/B rates of freshwater fish communities and species across latitudes and contrast patterns observed at the community level with those observed for species. At the community level, and at two distinct spatial scales (global vs. continental-North American), negative or neutral relationships were apparent between biomass, production, and P/B with latitude; however, there was substantial scatter in these data. Yet at the species level in North America, production was often closely linked to latitude, but in the opposite direction: Many species showed improved production with latitude. Latitudinal increases in species-level production rates were strongest for cool-and cold-water species, and species rarely showed the opposite trend. Species-level increases in production with latitude strengthened when production rates were normalized by the thermal opportunity for production, suggesting potential adaptations of individuals and populations to shorter growing seasons (i.e., ""countergradient"" production) at high latitudes. At the global scale, there were apparent unimodal relationships between community fish production measures and species richness; however, these patterns became linearized or non-significant at the continental scale. Decreased interspecific competition at northern latitudes combined with genetic adaptations (e.g., countergradient growth) could explain a tendency for increased species production in northern populations, while total community production remains reduced. Latitude has contrasting effects on fish production at different spatial scales and levels of biological organization. Thus while freshwater fish communities are somewhat more productive and diverse at lower latitudes, species production in northern populations is often surprisingly high."
2020-05-17,Keep,FALSE,R_3oLPw6lzZBozJLt,KCG,Production of moss-dominated biocrusts to enhance the stability and function of the margins of artificial water bodies,,,,1,Soil erosion,0,Other,FALSE,,TRUE,FALSE,de Carvalho,RESTORATION ECOLOGY,2018,"Margins of water reservoirs associated with dams can have high-frequency tides, promoting soil erosion and nutrient leaching. We propose the use of biocrusts for restoration and ecological engineering purposes, due to their poikilohydric character, to stabilize reservoir margins. We promoted biocrust growth under controlled conditions, testing two types of substrate: native sand and organic substrate. After 2 months, biocrusts grew on organic substrate covering almost all the area, but not on native sand. This fast and easy nature-based solution for soil stabilization can be used as an environmental engineering tool in highly degraded sites."
2020-05-17,Keep,TRUE,R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,,,,0,"AGB,timber volume, total carbon stock,net nitrogen mineralization absorbed to ionic resins,soil nitrogen stock, soil respiration rate,commercially harvested fungi richness,aesthetic value,recreation value",1,Other,FALSE,windthrow event,FALSE,FALSE,Cantarello,ECOLOGY AND EVOLUTION,2017,"Resilience is increasingly being considered as a new paradigm of forest management among scientists, practitioners, and policymakers. However, metrics of resilience to environmental change are lacking. Faced with novel disturbances, forests may be able to sustain existing ecosystem services and biodiversity by exhibiting resilience, or alternatively these attributes may undergo either a linear or nonlinear decline. Here we provide a novel quantitative approach for assessing forest resilience that focuses on three components of resilience, namely resistance, recovery, and net change, using a spatially explicit model of forest dynamics. Under the pulse set scenarios, we explored the resilience of nine ecosystem services and four biodiversity measures following a one-off disturbance applied to an increasing percentage of forest area. Under the pulse+press set scenarios, the six disturbance intensities explored during the pulse set were followed by a continuous disturbance. We detected thresholds in net change under pulse+press scenarios for the majority of the ecosystem services and biodiversity measures, which started to decline sharply when disturbance affected >40% of the landscape. Thresholds in net change were not observed under the pulse scenarios, with the exception of timber volume and ground flora species richness. Thresholds were most pronounced for aboveground biomass, timber volume with respect to the ecosystem services, and ectomycorrhizal fungi and ground flora species richness with respect to the biodiversity measures. Synthesis and applications. The approach presented here illustrates how the multidimensionality of stability research in ecology can be addressed and how forest resilience can be estimated in practice. Managers should adopt specific management actions to support each of the three components of resilience separately, as these may respond differently to disturbance. In addition, management interventions aiming to deliver resilience should incorporate an assessment of both pulse and press disturbances to ensure detection of threshold responses to disturbance, so that appropriate management interventions can be identified."
2020-05-17,Keep,TRUE,R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,,,,0,"total carbon stock,commercially harvested fungi richness,timber volume,aesthetic value,recreation value",0,Extreme Events,FALSE,,TRUE,FALSE,Cantarello,ECOLOGY AND EVOLUTION,2017,"Resilience is increasingly being considered as a new paradigm of forest management among scientists, practitioners, and policymakers. However, metrics of resilience to environmental change are lacking. Faced with novel disturbances, forests may be able to sustain existing ecosystem services and biodiversity by exhibiting resilience, or alternatively these attributes may undergo either a linear or nonlinear decline. Here we provide a novel quantitative approach for assessing forest resilience that focuses on three components of resilience, namely resistance, recovery, and net change, using a spatially explicit model of forest dynamics. Under the pulse set scenarios, we explored the resilience of nine ecosystem services and four biodiversity measures following a one-off disturbance applied to an increasing percentage of forest area. Under the pulse+press set scenarios, the six disturbance intensities explored during the pulse set were followed by a continuous disturbance. We detected thresholds in net change under pulse+press scenarios for the majority of the ecosystem services and biodiversity measures, which started to decline sharply when disturbance affected >40% of the landscape. Thresholds in net change were not observed under the pulse scenarios, with the exception of timber volume and ground flora species richness. Thresholds were most pronounced for aboveground biomass, timber volume with respect to the ecosystem services, and ectomycorrhizal fungi and ground flora species richness with respect to the biodiversity measures. Synthesis and applications. The approach presented here illustrates how the multidimensionality of stability research in ecology can be addressed and how forest resilience can be estimated in practice. Managers should adopt specific management actions to support each of the three components of resilience separately, as these may respond differently to disturbance. In addition, management interventions aiming to deliver resilience should incorporate an assessment of both pulse and press disturbances to ensure detection of threshold responses to disturbance, so that appropriate management interventions can be identified."
