assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,flag_ktESP_noSerPro,flag_BioDrive_ESPtypehasESP,flag_ktESP_unchecked,SourcePublication,PublicationYear,Abstract
2020-05-17,Keep,FALSE,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services","""'We identify 13 ecological production functions (EPF) within three different ecosystems (alpine lakes, lakes, and estuaries) that connect changes in phytoplankton and algae to ecological endpoints that the general public and policy makers can appreciate. Using the Final Ecosystem Goods and Services Classification System, we identify 18 classes of human beneficiaries that potentially will be impacted by a change in one of these endpoints","listed all ecological endpoints/FEGS metrics in green across figures: water clarity, submerged aquatic vegetation coverage, presence of submerged aquatic vegetation-dependent fish and waterfowl,diversity of algal and bacterial communities, presence and abundance of fish, fish size, presence and abundance of submerged macrophytes, abundance of zooplankton, presence and abundance of terrestrial consumers, macroinvertebrate abundance and composition; addressed thresholds by discussing critical loads of atmospheric N deposition; whole paper was unclear about study locations and data sources to power their model; also jumped to focusing on ecological endpoints but didn’t really talk about specific ecosystem services for better classification for our survey Q12 but I inferred that most seemed to be lumped into freshwater quality; ","seemed to lump all species together - e.g. zooplankton, macroinvertebrates, diatoms, algae ",0,"water clarity, submerged aquatic vegetation coverage, presence of submerged aquatic vegetation-dependent fish and waterfowl,diversity of algal and bacterial communities, presence and abundance of fish, fish size, presence and abundance of submerged macrophytes, abundance of zooplankton, presence and abundance of terrestrial consumers, macroinvertebrate abundance and composition",1,,FALSE,,"Across species  [e.g. community structure, diversity]",1,TRUE,FALSE,FALSE,ECOSPHERE,2017,"Nitrogen (N) loading to aquatic ecosystems can lead to eutrophication, changing the ecosystem within a waterbody, including primary productivity, water clarity, and food web dynamics. Nutrient loading often first affects the primary productivity of aquatic systems through shifts in phytoplankton communities. However, ecologically important changes in phytoplankton are often not relatable to the general public-whose behavior would need to change to alter patterns of nutrient loading. Therefore, we use the STressor-Ecological Production function-final ecosystem Services Framework to develop 154 chains that link changes in biological indicators of aquatic eutrophication (a shift in phytoplankton community) to final ecosystem services that people use or appreciate. We identify 13 ecological production functions (EPF) within three different ecosystems (alpine lakes, lakes, and estuaries) that connect changes in phytoplankton and algae to ecological endpoints that the general public and policy makers can appreciate. Using the Final Ecosystem Goods and Services Classification System, we identify 18 classes of human beneficiaries that potentially will be impacted by a change in one of these endpoints. We further assign strength-of-science scores to each link within the EPFs for the 154 chains according to how well each link is supported by current peer-reviewed literature. By identifying many pathways through which excess N loading in U. S. surface waters can affect ecosystems and ultimately the beneficiaries of ecosystem services, this work intends to draw attention to gaps in empirical ecological literature that constrain understanding of the magnitude of effects that excess N loading can have on human well-being. Results highlight the importance of intersections between the natural and social sciences when managers and policy makers evaluate impacts from ecological stressors. A balance between knowledgeable specialists proved key to applying this approach and will continue to remain important."
2020-05-17,Keep,FALSE,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,,,the species are PLANTS not insects,0,"species richness, species evenness, species diversity, functional evenness, functional dispersion",1,,FALSE,,"Across species  [e.g. community structure, diversity]",1,TRUE,FALSE,FALSE,ECOSPHERE,2018,"To mitigate biodiversity loss, it is essential to understand how areas altered by human land use can act as alternative habitats for functional groups of species, which are in decline. In forested landscapes, power-line clearings can be valuable habitats for early successional plant species, which in turn provide important food resources for pollinating insects. However, we know little about how management practices affect plant diversity, or how changes in species diversity translate into the functional diversity of floral resources. We conducted an experiment at 19 sites in power-line clearings across southeast Norway where the woody vegetation was (1) cut and left to decay, (2) cut and removed, or (3) uncut. We assessed the effects of treatments on species diversity (richness, evenness, diversity) and functional diversity (functional evenness, functional dispersion) of understory plant communities of insect-pollinated plants. We also investigated the influence of environmental conditions within the power-line clearings, the surrounding landscape, and climatic factors on species and functional diversity. We found that the cut and cut-remove treatments were effective in increasing biological diversity of insect-pollinated plants. The species and functional diversity showed contrasting responses to treatments, and the treatment effects depended on the environmental context. This shows that ecosystem functioning is not necessarily predictable from the ecological processes that drive species composition. The treatment effects on species diversity were partly explained by the stress-gradient hypothesis; species richness was higher in the cleared plots in areas of low environmental stress from precipitation and elevation. In contrast, the treatment effects on functional diversity were positively influenced by productivity, stem density, temperature, available source habitats, elevation, and canopy density. Functional diversity, based on effect traits, should be emphasized when the aim is to maintain a broad range of pollination functions and services in power-line clearings. This study shows that inclusion of power-line clearings in conservation plans can mitigate biodiversity decline in forested landscapes. We recommend the cut-remove treatment in productive areas with available source habitats and high stem density. In low productive areas, with high stem density and high temperatures, the standard cut treatment is sufficient, but a higher cutting frequency is recommended."
2020-05-17,Keep,FALSE,R_3j0tccnODmW2Q6p,TM,Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes,,,,0,"Pollination, Seed dispersal,Pest control",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,LANDSCAPE ECOLOGY,2019,"ContextThe ecological interplay between edge and matrix effects along forest-matrix interfaces is closed linked to landscape processes modulating biodiversity and ecosystem services provision in disturbed landscapes. Improving such knowledge is therefore essential to design more efficient land use management in multifunctional landscapes.ObjectivesEstimate the avian-mediated Ecosystem Service Provision (ESP) in contrasting types of forest-matrix interfaces in tropical landscapes, and examine how local habitat and landscape attributes can predict ESPs.MethodsWe sampled bird assemblages in forest-pasture (FP) and forest-eucalyptus plantation (FE) interfaces, and estimated their potential as pest control, seed dispersal and pollination agents across human-modified landscapes in southeastern Brazil. Using Random Forest algorithm, we also quantified the relative importance of local vs. landscape attributes in predicting ESPs.ResultsThe overall ESPs was higher in FP than FE interfaces. Habitat generalist birds were important potential seed disperser and pollinator agents at both FP and FE. At forest edges, landscape forest cover best predicted pest control services, whereas the density of rural homesteads best predicted potential seed dispersal and pollination services. Local habitat features were particularly important in predicting all ESP in pastures.ConclusionsWe highlight the importance of matrix type and matrix habitat structure in modulating avian ESPs across forest-matrix interfaces in human-altered landscapes and suggest that forest cover and rural homestead density are key elements in multifunctional landscapes that consider avian ESP in both forest and matrix habitats."
2020-05-17,Keep,FALSE,R_2BmMjKWoMUbWOAx,CK,Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm- dominated tropical landscapes?,,,,0,dung removal rate,1,,FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,FALSE,FALSE,ECOLOGY AND EVOLUTION,2014,"Agricultural expansion and intensification are major threats to global biodiversity, ecological functions, and ecosystem services. The rapid expansion of oil palm in forested tropical landscapes is of particular concern given their high biodiversity. Identifying management approaches that maintain native species and associated ecological processes within oil palm plantations is therefore a priority. Riparian reserves are strips of forest retained alongside rivers in cultivated areas, primarily for their positive hydrological impact. However, they can also support a range of forest-dependent species or ecosystem services. We surveyed communities of dung beetles and measured dung removal activity in an oil palm-dominated landscape in Sabah, Malaysian Borneo. The species richness, diversity, and functional group richness of dung beetles in riparian reserves were significantly higher than in oil palm, but lower than in adjacent logged forests. The community composition of the riparian reserves was more similar to logged forest than oil palm. Despite the pronounced differences in biodiversity, we did not find significant differences in dung removal rates among land uses. We also found no evidence that riparian reserves enhance dung removal rates within surrounding oil palm. These results contrast previous studies showing positive relationships between dung beetle species richness and dung removal in tropical forests. We found weak but significant positive relationships between riparian reserve width and dung beetle diversity, and between reserve vegetation complexity and dung beetle abundance, suggesting that these features may increase the conservation value of riparian reserves. Synthesis and applications: The similarity between riparian reserves and logged forest demonstrates that retaining riparian reserves increases biodiversity within oil palm landscapes. However, the lack of correlation between dung beetle community characteristics and dung removal highlights the need for further research into spatial variation in biodiversity-ecosystem function relationships and how the results of such studies are affected by methodological choices."
2020-05-17,Keep,FALSE,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,effect of burning on vegetation height and grouse breeding success,"time was partly included because they measured grouse breeding twice (1995-1999 and 2008-2012). but did not compare these time ranges. also mentioned parasitic worms and control of generalist predators, but these not mentioned outside the abstract description (i.e. not measured)",red grouse (but also bog and heather vegetation as habitat providers for the red grouse),0,"vegetation height,red grouse breeding success",1,,FALSE,,"Single species  [e.g. ESPs, single species]",1,TRUE,TRUE,FALSE,WILDLIFE BIOLOGY,2017,"Rotational burning of moorland vegetation is considered by grouse moor managers to create structurally diverse habitat that helps maximise red grouse Lagopus lagopus scotica (Lath.) abundance for shooting by increasing breeding success and adult survival. However, there is growing concern that increasing levels of burning, particularly on deep peat, are impacting upon upland ecosystems. We used linear mixed models to examine the influence of burning on heather Calluna vulgaris (L.) height and structure, and on grouse density and breeding success, at 36 moors in northern England which practiced driven grouse shooting and employed full-time gamekeepers to burn heather, but also to control generalist predators of grouse and their parasitic nematode worms. Variation in heather height was positively associated with burning extent on moors and the relationship between heather height and burning was similar on moors of deep (blanket bog) and shallow peat (heath). Grouse pre-breeding density was not related to burning extent, but breeding success and post-breeding density were positively associated with extent of burning on moors. Relationships between grouse and burning were similar on heath and blanket bog. Higher grouse breeding success and post-breeding density were likely to be associated with a more varied vegetation structure following burning. Rotational burning is associated with higher grouse breeding success and post-breeding densities beneficial for driven grouse shooting. Thus a conflict may exist between rotational burning to benefit grouse and potential impacts of burning on ecosystem services such as carbon storage and flood protection. Potential benefits of burning for increasing grouse breeding success and post-breeding density need to be considered carefully against any likely impacts on ecosystem services, particularly in areas of blanket peat."
2020-05-17,Keep,FALSE,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,,"Didn't find plot level differences in productivity, but found that certain species are more productive than others.",Started out just looking at species composition and productivity but ended up finding that there were certain species (ESPs) that were more productive.,0,basal area,1,Other,FALSE,species composition,"Single species  [e.g. ESPs, single species],Across species  [e.g. community structure, diversity]",1,TRUE,TRUE,FALSE,BIOTROPICA,2015,"With growing pressure on primary forests from destructive land uses, increasing the diversity of native species plantations can increase ecosystem service provision, such as timber production or carbon sequestration, thus better supporting sustainable livelihoods. Understanding the effects of tree species composition on productivity can inform plantation design and ecological restoration strategies. However, tree species composition effects have been neglected in experimental biodiversity-ecosystem function (BEF) research. This study uses a 10-yr data set from one of the first tropical planted forest experiments established with native species and designed for BEF research at scales relevant to forest management. At our site in Sardinilla, Panama, we established plots containing 6 species from a pool of 18, in four combinations, to investigate how composition affects species and plot productivity. We used basal area as a proxy for productivity through time, measured annually, and summed this at species and plot levels for analysis. We found that plots that differed in species composition appeared to differ in temporal rate of basal area increase, but did not differ in BA after 10yr. Species were generally consistent in size between compositions, and composition performance was correlated with the size of component species, suggesting that species identities were most important in determining plot productivity. Our results suggest that species choice can be based on preferences for individual species, as species performance was consistent across composition contexts. We make recommendations for the use of particularly productive species that also provide multiple services such as Guazuma ulmifolia, Spondias mombin, and Anacardium excelsum. Resumen Con la presion cada vez mayor sobre los bosques primarios proveniente de utilizaciones del suelo destructivas, el aumento de la diversidad de plantaciones de especies nativas puede aumentar la prestacion de servicios de los ecosistemas, tales como la produccion de madera o la captura de carbono, y por lo tanto, aumentar el apoyo a medios de vida sostenibles. La comprension de los efectos de la composicion de las especies de arboles en la productividad, puede informar sobre el diseno de plantacion y las estrategias de restauracion ecologica. Sin embargo, los efectos de la composicion de especies de arboles se han descuidado en las investigaciones de funcion experimental de la biodiversidad en los ecosistemas o BEF por sus siglas en ingles. Este estudio utiliza un conjunto de datos de 10 anos de uno de los primeros experimentos establecido en bosques tropicales con especies nativas y disenado para la investigacion BEF a escalas relevantes para la gestion forestal. En nuestro sitio en Sardinilla, Panama, establecimos parcelas que contienen seis especies de un grupo de dieciocho anos, en cuatro combinaciones, para investigar como la composicion afecta las especies y la productividad en las parcelas. Utilizamos el area basal como proxy de la productividad a traves del tiempo, medido anualmente, y esto lo sumamos al nivel de las especies y las parcelas para el analisis. Se encontro que las parcelas que diferian en la composicion de especies parecian diferir en la tasa de incremento temporal de la zona basal pero no difirieron en el area basal despues de 10 anos. Las especies fueron generalmente consistentes en tamano entre las composiciones, y el rendimiento de la composicion se correlaciono con el tamano de las especies que lo componen, lo que sugiere que la identidad de las especies fue mas importante para determinar la productividad en la parcela. Nuestros resultados sugieren que la eleccion de las especies puede estar basada en las preferencias por las distintas especies, ya que el rendimiento de especies fue consistente en contextos de composicion. Hacemos recomendaciones para el uso de especies particularmente productivas que tambien ofrecen multiples servicios como Guazuma ulmifolia, Spondias mombin y Anacardium excelsum."
2020-05-17,Keep,TRUE,R_72hVNdE3uC9KDa9,AIS,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,,,,0,crop yield,0,Other,FALSE,cotton bollworm pest,,0,FALSE,FALSE,FALSE,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,"Understanding and predicting the impact of climate change on population demography, biotic Interactions and ecosystem service is central to ecology. Long-term time series analysis of insect populations is crucial for analyzing the 'effect of climate change on plant-insect interactions in agro-ecological systems; yet such data are often lacking. Here, based on field experiments and the long-term time series of the overwintering adult cotton bollworm Helicoverpa armigera (Hubner) (Lepidoptera: Noctuidae) collected since 1975, we investigate the dynamic trend of H. armigera, as well as its driving forces and effects on the recruitment of H. armigera and crop yield. Results illustrated a shift to early eclosion of diapausing pupae due to global warming, extending the duration and abundance of adults in the overwintering generation. This then led to more larvae recruited in the first generation, and consequently damages the wheat at early growing stages. Our results suggest that the asynchronous effects of rising global surface temperature on the relative growth rate of spring crops and insect pests could intensify in the future, causing accentuated crop yield loss. To mitigate the adverse herbivore-mediated effect on crop yield in a warming climate, efficient cultivation measures and pest management are necessary, such as planting precocious crops with short growth period and timely control of insect pests. (C) 2015 Elsevier B.V. All rights reserved."
2020-05-17,Keep,TRUE,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,time series analysis,,,0,wheat biomass,1,Other,FALSE,Eclosion time of pest,"Single species  [e.g. ESPs, single species]",0,TRUE,TRUE,FALSE,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,"Understanding and predicting the impact of climate change on population demography, biotic Interactions and ecosystem service is central to ecology. Long-term time series analysis of insect populations is crucial for analyzing the 'effect of climate change on plant-insect interactions in agro-ecological systems; yet such data are often lacking. Here, based on field experiments and the long-term time series of the overwintering adult cotton bollworm Helicoverpa armigera (Hubner) (Lepidoptera: Noctuidae) collected since 1975, we investigate the dynamic trend of H. armigera, as well as its driving forces and effects on the recruitment of H. armigera and crop yield. Results illustrated a shift to early eclosion of diapausing pupae due to global warming, extending the duration and abundance of adults in the overwintering generation. This then led to more larvae recruited in the first generation, and consequently damages the wheat at early growing stages. Our results suggest that the asynchronous effects of rising global surface temperature on the relative growth rate of spring crops and insect pests could intensify in the future, causing accentuated crop yield loss. To mitigate the adverse herbivore-mediated effect on crop yield in a warming climate, efficient cultivation measures and pest management are necessary, such as planting precocious crops with short growth period and timely control of insect pests. (C) 2015 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,,,,0,Carbon storage,1,,FALSE,,"Single species  [e.g. ESPs, single species]",0,TRUE,TRUE,FALSE,RESTORATION ECOLOGY,2016,"Ecosystem restoration is often costly, but can be effective at increasing biodiversity and ecosystem services. We used a case studyreseeding seagrass to a coastal lagoonto demonstrate the value of enhanced ecosystem services as a result of restoration. We modeled the recovery of areal plant coverage in a system where seagrasses were lost due to disease and disturbance, and estimated the value of the returned functions of nitrogen removal and carbon sequestration. We estimated, as of 2010, that this restoration removes 170 ton of nitrogen per year via denitrificiation and sequesters carbon at a rate of 630 tons carbon per year in the sediment. Further, we estimated that natural recovery would take more than 100 years to reach the areal coverage achieved by restoration using seeds in just 10 years. Restoration enhanced this recovery, and the earlier establishment of plants results in a net gain of at least 4,100 ton of nitrogen removed from the system via denitrification and 15,000 ton of carbon sequestered in the sediment. These services have significant ecological and societal value."
2020-05-17,Keep,FALSE,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,,,,0,colony foraging radius,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,ECOLOGICAL APPLICATIONS,2016,"Bumble bees (Bombus spp.) are important pollinators of both crops and wildflowers. Their contribution to this essential ecosystem service has been threatened over recent decades by changes in land use, which have led to declines in their populations. In order to design effective conservation measures, it is important to understand the effects of variation in landscape composition and structure on the foraging activities of worker bumble bees. This is because the viability of individual colonies is likely to be affected by the trade-off between the energetic costs of foraging over greater distances and the potential gains from access to additional resources. We used field surveys, molecular genetics, and fine resolution remote sensing to estimate the locations of wild bumble bee nests and to infer foraging distances across a 20-km(2) agricultural landscape in southern England, UK. We investigated five species, including the rare B. ruderatus and ecologically similar but widespread B. hortorum. We compared worker foraging distances between species and examined how variation in landscape composition and structure affected foraging distances at the colony level. Mean worker foraging distances differed significantly between species. Bombus terrestris, B. lapidarius, and B. ruderatus exhibited significantly greater mean foraging distances (551, 536, and 501 m, respectively) than B. hortorum and B. pascuorum (336 and 272 m, respectively). There was wide variation in worker foraging distances between colonies of the same species, which was in turn strongly influenced by the amount and spatial configuration of available foraging habitats. Shorter foraging distances were found for colonies where the local landscape had high coverage and low fragmentation of seminatural vegetation, including managed agri-environmental field margins. The strength of relationships between different landscape variables and foraging distance varied between species, for example the strongest relationship for B. ruderatus being with floral cover of preferred forage plants. Our findings suggest that management of landscape composition and configuration has the potential to reduce foraging distances across a range of bumble bee species. There is thus potential for improvements in the design and implementation of landscape management options, such as agri-environment schemes, aimed at providing foraging habitat for bumble bees and enhancing crop pollination services."
2020-05-17,Keep,FALSE,R_2wSsOF50uFGbhqw,SDJ,Effects of habitat loss on the plant-flower visitor network structure of a dune community,observed flower visits by 8 insect groups over 4 years. disturbance of the site part way through led to declined insect visits...used a network to display community info,,"because they used networks, I did ""species interactions"". ",0,flower visits,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Among species [e.g., species interactions]",0,TRUE,TRUE,FALSE,OIKOS,2018,"Pollination is a valuable ecosystem service, and plant-pollinator interactions in particular are known to play a crucial role in conservation and ecosystem functioning. These mutualisms, like other ecological interactions, are currently threatened by different drivers of global change, mainly habitat loss, fragmentation, or modification of its quality. Most studies so far have focused on the impact of such disturbances on particular species interactions and we thus need more empirical evidence on the responses at a community-level. Here we evaluated how habitat loss influenced the pattern of interactions between plants and their flower visitors in a coastal dune marshland community. Using data from four years (2008-2011), we assessed the effect of a large disturbance in the area (occurring in 2010) that represented the loss of more than 50% of the vegetation cover. We found a considerable decrease in species richness and abundance of flower visitors, which resulted in a lower number of interactions after the disturbance. Not all functional groups, however, responded similarly. Contrary to the expected from previous findings, bees and wasps were less negatively influenced than beetles, flies and ants, possibly due to their higher movement capacity. Species interactions in the community were more specialized after habitat loss, resulting in a lower level of network nestedness and a higher modularity. At a species level, the number of flower visitors per plant decreased after the disturbance, and plants were visited by less abundant flower visitors. Our findings lead us to predict that the overall plant-flower visitor network became less robust and resilient to future perturbations. However, the fact that each functional group responds distinctly to disturbances makes it more difficult to foresee the final consequences on community composition and ecosystem functioning."
2020-05-17,Keep,FALSE,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,used soil organic carbon as a proxy for SOM to see if increasing it led to just as much crop yield as when you add fertilizer. Also looked at pests,"soil organic carbon was stated to be a proxy for SOM. They did not alter SOC, they found fields that had high or low SOC due to management history and then they altered fertilizers (experimentally)","I include ESPs for the aphid portion of this study. They measured 3 different aphids as wheat pests in each plot. So the aphids were not service providers, but a ESP that influenced service provision (food)",0,"aphid days,grain weight (tonnes per hectare per plot), tiller mass, ear mass, aboveground biomass",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,ECOSYSTEMS,2018,"Soil organic matter (SOM) is declining in most agricultural ecosystems, impacting multiple ecosystem services including erosion and flood prevention, climate and greenhouse gas regulation as well as other services that underpin crop production, such as nutrient cycling and pest control. Ecological intensification aims to enhance crop productivity by including regulating and supporting ecosystem service management into agricultural practices. We investigate the potential for increased SOM to support the ecological intensification of arable systems by reducing the need for nitrogen fertiliser application and pest control. Using a large-scale European field trial implemented across 84 fields in 5 countries, we tested whether increased SOM (using soil organic carbon as a proxy) helps recover yield in the absence of conventional nitrogen fertiliser and whether this also supports crops less favourable to key aphid pests. Greater SOM increased yield by 10%, but did not offset nitrogen fertiliser application entirely, which improved yield by 30%. Crop pest responses depended on species: Metopolophium dirhodum were more abundant in fertilised plots with high crop biomass, and although population growth rates of Sitobion avenae were enhanced by nitrogen fertiliser application in a cage trial, field populations were not affected. We conclude that under increased SOM and reduced fertiliser application, pest pressure can be reduced, while partially compensating for yield deficits linked to fertiliser reduction. If the benefits of reduced fertiliser application and increased SOM are considered in a wider environmental context, then a yield cost may become acceptable. Maintaining or increasing SOM is critical for achieving ecological intensification of European cereal production."
2020-05-17,Keep,TRUE,R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,they measure a few tree species,0,sap flow,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-05-17,Keep,TRUE,R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,Interested in which species are best at providing services in urban area,0,"rates of water uptake,stemflow and  throughfall",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-05-17,Maybe,FALSE,R_1qV3JvuSWim2iuY,IS,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,monitored distribution of crab burrows across microtopographic locations,almost included at q3 with the thinking that abundance of crab burrows was not enough but they mentioned in the intro that crabs that burrow are thought to be ecosystem engineers that play a key role in energy and matter transfer,two crab species mentioned in methods,0,"frequency of burrows, burrow density, burrow opening diameter,",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,TRUE,FALSE,ECOLOGICAL ENGINEERING,2009,"Tidal creeks are an important structure of salt marshes in estuarine ecosystems, providing valuable ecosystem services to wildlife in the estuary, To determine the effects of environmental heterogeneities within tidal creeks on the features of crab burrows, we divided a typical creek section into four parts (i.e., microhabitats): bottom, slope, edge and flat, investigated the distribution of crab burrows and sediment properties on creek sections in the Yangtze River estuary, and compared the burrow distribution in tidal creeks with that in non-creek areas. Our results showed that from the creek bottom to flat soil water content declined (F-3,F-60 = 93.8, p < 0.001), and the variations of other sediment physical and chemical properties associated with the change of soil water content were significant among the microhabitats on the creek sections (p < 0.001 for pH, conductivity, and grain size). No crab burrows were found at the creek bottom. The burrows on the slope were smaller in size (p < 0 001 for burrow opening diamater) while the density was higher than that at the edge and on the flat (F-2,F-45 = 31.2, p < 0.001). Moreover, although the correlations between burrow distribution and sediment properties varied among the microhabitats on the creek sections, crabs generally selected relatively solid sediments to build their burrows. On the slope, there was a significantly negative relationship between burrow density and soil water content (r(2) = 0.53, p < 0.001). At the edge, the correlation between total burrow opening area and soil water content was significantly negative (r(2) = 0.44. p < 0.002). The density of small crab burrows (<10 mm) was greater, but that of large burrows (>10 mm) was lower in tidal creeks than in non-creek habitats. Therefore, sediment properties showed a gradual transition from hydrophytic to terrestrial environments on the creek section, which caused significant differences of burrow distribution among the microhabitats. The creeks of tidal salt marshes could affect ecological processes and functioning through affecting crab burrows. (C) 2009 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_2UWr10MI8FD9y2i,AIS,"Five Decades of Wetland Soil Development of a Constructed Tidal Salt Marsh, North Carolina, USA",comparison between constructed and natural marshes,,,0,"Organic Carbon,Nitrogen, Phosphorous,Soil density",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",1,TRUE,TRUE,FALSE,ECOLOGICAL RESTORATION,2019,"We periodically measured soil properties (bulk density, organic carbon, total nitrogen, and total phosphorus) in a tidal salt marsh constructed in 1970 over the past five decades (1984, 1995, 1998, 2017) to identify trajectories of soil formation over time. Bulk density was greater in surface (0-10 cm) than subsurface (10-30 cm) soils and decreased with time at a similar rate in both depths. Percent organic carbon (C), nitrogen (N), and total phosphorus (P) increased with time, with concentrations in surface soils increasing three times faster than subsurface soils. Surface C and N pools (g/m(2), 0-10 cm) exhibited asymptotic trajectories with time, with rapid accumulation in the first two decades that began to equilibrate after 25 years, while subsurface pools of C and N continued to increase in a linear manner. Soil P pools did not exhibit a significant trend related to marsh age. Soil N: P increased in both depths over time, suggesting gradual relaxation of N-limitation of these systems. Our findings can help restoration ecologists identify soil properties, including bulk density, C, N, and C: N suitable for gauging restoration success and better estimate the time frame necessary for recovery of soil-based ecosystem services."
2020-05-17,Keep,FALSE,R_1FDlUAnxhnlvK0S,TK,Flattening of Caribbean coral reefs: region-wide declines in architectural complexity,"Kind of a meta-analysis, but does some modeling on top of that",,,0,rugosity of reefs,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",1,TRUE,TRUE,FALSE,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,"Coral reefs are rich in biodiversity, in large part because their highly complex architecture provides shelter and resources for a wide range of organisms. Recent rapid declines in hard coral cover have occurred across the Caribbean region, but the concomitant consequences for reef architecture have not been quantified on a large scale to date. We provide, to our knowledge, the first region-wide analysis of changes in reef architectural complexity, using nearly 500 surveys across 200 reefs, between 1969 and 2008. The architectural complexity of Caribbean reefs has declined nonlinearly with the near disappearance of the most complex reefs over the last 40 years. The flattening of Caribbean reefs was apparent by the early 1980s, followed by a period of stasis between 1985 and 1998 and then a resumption of the decline in complexity to the present. Rates of loss are similar on shallow (<6 m), mid-water (6-20 m) and deep (>20 m) reefs and are consistent across all five subregions. The temporal pattern of declining architecture coincides with key events in recent Caribbean ecological history: the loss of structurally complex Acropora corals, the mass mortality of the grazing urchin Diadema antillarum and the 1998 El Nino Southern Oscillation-induced worldwide coral bleaching event. The consistently low estimates of current architectural complexity suggest regional-scale degradation and homogenization of reef structure. The widespread loss of architectural complexity is likely to have serious consequences for reef biodiversity, ecosystem functioning and associated environmental services."
