assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,flag_KTstructure,flag_structure_explanation,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-18,Keep,FALSE,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",,,,0,"macro invertebrate rayon richness and diversity,clearance rate, water quality index",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Chowdhury,FRESHWATER SCIENCE,2016,"Freshwater mussels (Unionida) are globally endangered but perform crucial ecosystem services in temperate ecosystems. Their status and role in tropical regions are poorly understood, resulting in a nearly complete lack of effort toward their conservation. Understanding mussel functions in developing countries is particularly important because costly interventions to restore habitat functionality are often infeasible. We investigated the role of mussels in the nearshore zone of Dhanmondi Lake, a narrow, polluted lake in central Dhaka, Bangladesh, during the dry season. Sampling at 50 sites 1 to 3 m from the shore revealed dense mussel populations, averaging 218 individuals (ind)/m(2) from 2 species (Lamellidens marginalis and Parreysia caerulea). Based on laboratory filtration rates and in-situ size-frequency distribution, we calculated that mussels filter the equivalent of the volume of the lake margins in 21 h. This filtration capacity appears to explain the lake's high water clarity (>2 m visibility during the dry season), despite copious nutrient availability for algal growth. Although it is heavily polluted, the near shore zone of the lake has a diverse macroinvertebrate fauna, featuring up to 16 invertebrate families/0.25 m(2). Strong positive correlations among mussel density, macroinvertebrate richness, and diversity were revealed through 2-min kick-samples, and indicate that mussels act as microhabitat engineers that promote localized biodiversity. Loss of mussel communities could result in further loss of ecosystem services, which would be costly to replace through other means. Moreover, our data suggest that mussel abundance may be used to identify sites of high macroinvertebrate biodiversity in tropical freshwaters and, thus, help to focus management efforts in the most cost-effective way."
2020-04-18,Keep,FALSE,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,,,"one species is focused on at each site, but each site features a different species",0,"C fixation and O2 releasing,water conservation,soil conservation function, Nutrient transformation and cycling,windbreak function,Plant diversity maintenance",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,"Global change induced biodiversity loss has greatly affected ecosystem functioning, and thus the multiple services delivered by the ecosystem. Considerable recent works have focused on evaluating how species diversity changes impacts multiple ecosystem functions and services simultaneously (called ecosystem multifunctionality, EMF), but none of these evaluations were conducted in mixed shelterbelt ecosystems, which are valuable in providing multiple ecological benefits for coastal human settlements. Here, we measured the shelterbelt structure, plant species diversity, major individual ecosystem services and the EMFs of four single-species dominated mixed shelterbelts and a non-forested land along the coastal area of Eastern China and quantified how shelterbelt structure and plant species diversity affected EMF in a natural coastal scenario. Among the four mixed shelterbelts, the Populus nigra (PN) dominated mixture had significantly higher shelterbelt porosity and height, while Ligustrum compactum (LC) and Koelreuteria bipinnata (KB) dominated mixtures both had higher species richness. Concerning individual ecosystem services, the PN dominated mixture is statistically better at windbreak, C fixation and O-2 releasing, plant diversity maintenance, nutrient transformation and cycling services, while the Taxodium distichum (TD) dominated mixture does better in soil and water conservation, therefore we observed the highest EMF in the PN dominated mixture. Also, we found that both shelterbelt porosity and height had significant positive effects on EMF, while no relationship was detected between shelterbelt permeability and EMF. Plant species richness and Shannon-Wiener index had significantly positive effects on EMF, but Pielow index had no significant effect on EMF. This indicated that the vertical structure of shelterbelts played a more important role than horizontal structure concerning ecosystem functioning, and EMF was not only positively affected by species richness but also species heterogenicity. These results will be informative in the policy-making and functional management of the shelterbelts and deepen the understanding of the biodiversity-ecosystem functioning relationship under alternative environmental scenarios. (C) 2018 The Authors. Published by Elsevier B.V."
2020-04-18,Keep,TRUE,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,,,,0,"Structural benthic habitat,Fish Community Index (FCI)",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,"Coastal development affects estuarine resources by severing terrestrial-aquatic linkages, reducing shallow water habitats, and degrading ecosystem services, which is predicted to result in measurable declines in nekton community integrity. We assessed the effects of landscape features on nearshore habitats and biological communities, relating subtidal habitat, shoreline condition, upland land use and nearshore fish communities in a Chesapeake Bay tributary, the James River, Virginia. Both upland development and the placement of erosion control structures on the shoreline were associated with reduced fish community integrity, and shoreline alterations were linked with the amount of subtidal structural habitat in the nearshore. Ecological thresholds in nekton community integrity were evident at >= 23% developed land use within 200 and 1000 m buffer increments. Nekton assemblages at sites with low development (< 23%) and natural or riprap shorelines were different from all other combinations of altered conditions (low development with bulkhead, and high development with riprap or bulkhead). Species composition along natural or riprap revetment shorelines with low upland development tended to be diverse and inclusive of tidal marsh species, while highly developed sites or bulkhead shorelines were dominated by a few generalist species. The complex interaction between watershed (both nearshore and inland) and shoreline development presents a unique challenge for coastal planning. Alternate moderating approaches for coastal development may include preservation of riparian buffers, the placement of living shorelines for erosion control where appropriate, and development of targeting tools to identify landscapes near an ecological threshold."
2020-04-18,Keep,TRUE,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,"They sampled at two times per replicate, but these occurred within a 2 month period and were averaged (temporal dynamics not a focus)",,,0,"fish community index (FCI),nekton abundance",0,,FALSE,,"Across species  [e.g. community structure, diversity]",1,FALSE,,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,"Coastal development affects estuarine resources by severing terrestrial-aquatic linkages, reducing shallow water habitats, and degrading ecosystem services, which is predicted to result in measurable declines in nekton community integrity. We assessed the effects of landscape features on nearshore habitats and biological communities, relating subtidal habitat, shoreline condition, upland land use and nearshore fish communities in a Chesapeake Bay tributary, the James River, Virginia. Both upland development and the placement of erosion control structures on the shoreline were associated with reduced fish community integrity, and shoreline alterations were linked with the amount of subtidal structural habitat in the nearshore. Ecological thresholds in nekton community integrity were evident at >= 23% developed land use within 200 and 1000 m buffer increments. Nekton assemblages at sites with low development (< 23%) and natural or riprap shorelines were different from all other combinations of altered conditions (low development with bulkhead, and high development with riprap or bulkhead). Species composition along natural or riprap revetment shorelines with low upland development tended to be diverse and inclusive of tidal marsh species, while highly developed sites or bulkhead shorelines were dominated by a few generalist species. The complex interaction between watershed (both nearshore and inland) and shoreline development presents a unique challenge for coastal planning. Alternate moderating approaches for coastal development may include preservation of riparian buffers, the placement of living shorelines for erosion control where appropriate, and development of targeting tools to identify landscapes near an ecological threshold."
2020-04-18,Keep,FALSE,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,,,,0,colony foraging radius,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Redhead,ECOLOGICAL APPLICATIONS,2016,"Bumble bees (Bombus spp.) are important pollinators of both crops and wildflowers. Their contribution to this essential ecosystem service has been threatened over recent decades by changes in land use, which have led to declines in their populations. In order to design effective conservation measures, it is important to understand the effects of variation in landscape composition and structure on the foraging activities of worker bumble bees. This is because the viability of individual colonies is likely to be affected by the trade-off between the energetic costs of foraging over greater distances and the potential gains from access to additional resources. We used field surveys, molecular genetics, and fine resolution remote sensing to estimate the locations of wild bumble bee nests and to infer foraging distances across a 20-km(2) agricultural landscape in southern England, UK. We investigated five species, including the rare B. ruderatus and ecologically similar but widespread B. hortorum. We compared worker foraging distances between species and examined how variation in landscape composition and structure affected foraging distances at the colony level. Mean worker foraging distances differed significantly between species. Bombus terrestris, B. lapidarius, and B. ruderatus exhibited significantly greater mean foraging distances (551, 536, and 501 m, respectively) than B. hortorum and B. pascuorum (336 and 272 m, respectively). There was wide variation in worker foraging distances between colonies of the same species, which was in turn strongly influenced by the amount and spatial configuration of available foraging habitats. Shorter foraging distances were found for colonies where the local landscape had high coverage and low fragmentation of seminatural vegetation, including managed agri-environmental field margins. The strength of relationships between different landscape variables and foraging distance varied between species, for example the strongest relationship for B. ruderatus being with floral cover of preferred forage plants. Our findings suggest that management of landscape composition and configuration has the potential to reduce foraging distances across a range of bumble bee species. There is thus potential for improvements in the design and implementation of landscape management options, such as agri-environment schemes, aimed at providing foraging habitat for bumble bees and enhancing crop pollination services."
2020-04-18,Keep,FALSE,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Uses LiDAR data to model carbon sequestration in invaded areas. Carbon stored is allometrically determined.,"Study creates wall-to-wall map of estimated aboveground biomass (authors call carbon sequestration) on a precipitation gradients, spanning three ecotypes, and consider 3D canopy height (community structure) in invaded and uninvaded areas.",ESP = nitrogen-fixing invasive tree (ask whether invader has positive effect on carbon sequestration),0,Aboveground biomass,1,Service Provider (Q17),FALSE,,"Single species  [e.g. ESPs, single species]",1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Asner,BIOLOGICAL INVASIONS,2010,"The negative effects of biological invasion are often the focus of ecological studies, but few have considered potential positive impacts, such as increased carbon storage, resulting from invasion. We combined airborne imaging spectrometer and LiDAR (light detection and ranging) observations with field measurements to assess if the highly invasive nitrogen-fixing tree Morella faya alters canopy 3-D structure and aboveground biomass (AGB) along a 1,500 mm precipitation gradient in Hawaii. Airborne analysis of canopy water content, leaf nitrogen concentration, fractional canopy cover, and vegetation height facilitated mapping of native- and Morella-dominated canopies in rainforest, woodland-savanna and shrubland ecosystems, with Morella detection errors ranging from 0 to 13.4%. Allometric equations were developed to relate the combined LiDAR and spectral data to field-based AGB estimates (r (2) = 0.97, P < 0.01), and to produce a map of biomass stocks throughout native and invaded ecosystems. The structure of the invasive Morella canopies varied by ecosystem type, and the invader shaded out native understory plants in rainforest zones. Despite a 350% increase in AGB going from shrubland to rainforest, Morella did not increase average AGB in any ecosystem it invaded. Furthermore, spatial distributions of biomass indicated that Morella decreased maximum AGB in the woodland-savanna ecosystems. We conclude that Morella tree invasion does not enhance aboveground carbon stocks in any ecosystem it invades in Hawaii, thereby minimizing its contribution to this potentially important ecosystem service. We also found that the fusion of spectral and LiDAR remote sensing provided canopy chemical and structural data facilitating a landscape assessment of how biological invasion alters on carbon stocks and other ecosystem properties."
2020-04-18,Keep,FALSE,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,used soil organic carbon as a proxy for SOM to see if increasing it led to just as much crop yield as when you add fertilizer. Also looked at pests,"soil organic carbon was stated to be a proxy for SOM. They did not alter SOC, they found fields that had high or low SOC due to management history and then they altered fertilizers (experimentally)","I include ESPs for the aphid portion of this study. They measured 3 different aphids as wheat pests in each plot. So the aphids were not service providers, but a ESP that influenced service provision (food)",0,"aphid days,grain weight (tonnes per hectare per plot), tiller mass, ear mass, aboveground biomass",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Garratt,ECOSYSTEMS,2018,"Soil organic matter (SOM) is declining in most agricultural ecosystems, impacting multiple ecosystem services including erosion and flood prevention, climate and greenhouse gas regulation as well as other services that underpin crop production, such as nutrient cycling and pest control. Ecological intensification aims to enhance crop productivity by including regulating and supporting ecosystem service management into agricultural practices. We investigate the potential for increased SOM to support the ecological intensification of arable systems by reducing the need for nitrogen fertiliser application and pest control. Using a large-scale European field trial implemented across 84 fields in 5 countries, we tested whether increased SOM (using soil organic carbon as a proxy) helps recover yield in the absence of conventional nitrogen fertiliser and whether this also supports crops less favourable to key aphid pests. Greater SOM increased yield by 10%, but did not offset nitrogen fertiliser application entirely, which improved yield by 30%. Crop pest responses depended on species: Metopolophium dirhodum were more abundant in fertilised plots with high crop biomass, and although population growth rates of Sitobion avenae were enhanced by nitrogen fertiliser application in a cage trial, field populations were not affected. We conclude that under increased SOM and reduced fertiliser application, pest pressure can be reduced, while partially compensating for yield deficits linked to fertiliser reduction. If the benefits of reduced fertiliser application and increased SOM are considered in a wider environmental context, then a yield cost may become acceptable. Maintaining or increasing SOM is critical for achieving ecological intensification of European cereal production."
2020-04-18,Keep,FALSE,R_1Kr0DWHqKe0fkiX,CK,Evaluating changes in marine communities that provide ecosystem services through comparative assessments of community indicators,,,,0,Proportion of non-declining exploited species of fish,0,Other,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Kleisner,ECOSYSTEM SERVICES,2015,"Fisheries provide critical provisioning services, especially given increasing human population. Understanding where marine communities are declining provides an indication of ecosystems of concern and highlights potential conflicts between seafood provisioning from wild fisheries and other ecosystem services. Here we use the nonparametric statistic, Kendall's tau, to assess trends in biomass of exploited marine species across a range of ecosystems. The proportion of 'Non-Declining Exploited Species' (NDES) is compared among ecosystems and to three community-level indicators that provide a gauge of the ability of a marine ecosystem to function both in provisioning and as a regulating service: survey-based mean trophic level, proportion of predatory fish, and mean life span. In some ecosystems, NDES corresponds to states and temporal trajectories of the community indicators, indicating deteriorating conditions in both the exploited community and in the overall community. However differences illustrate the necessity of using multiple ecological indicators to reflect the state of the ecosystem. For each ecosystem, we discuss patterns in NDES with respect to the community-level indicators and present results in the context of ecosystem-specific drivers. We conclude that using NDES requires context-specific supporting information in order to provide guidance within a management framework. (C) 2015 Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,,,,0,"coral cover, fleshy algal cover, trophic level of fish community, herbivore fish biomass,fish yield, marine trophic index, total value of catch,dive tourism, total fish biomass, fish functional group biodiversity, sea turtle and shark biomass",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,"1. Earlier declines in marine resources, combined with current fishing pressures and devastating coral mortality in 2015, have resulted in a degraded coral reef ecosystem state at Puako in West Hawai'i. Changes to resource management are needed to facilitate recovery of ecosystem functions and services. 2. We developed a customised ecosystem model to evaluate the performance of alternative management scenarios at Puako in the provisioning of ecosystem services to human users (marine tourists, recreational fishers) and enhancing the reef's ability to recover from pressures (resilience). 3. Outcomes of the continuation of current management plus five alternative management scenarios were compared under both high and low coral-bleaching related mortality over a 15-year time span. 4. Current management is not adequate to prevent further declines in marine resources. Fishing effort is already above the multispecies sustainable yield, and, at its current level, will likely lead to a shift to algal-dominated reefs and greater abundance of undesirable fish species. Scenarios banning all gears other than line fishing, or prohibiting take of herbivorous fishes, were most effective at enhancing reef structure and resilience, dive tourism, and the recreational fishery. Allowing only line fishing generated the most balanced trade-off between stakeholders, with positive gains in both ecosystem resilience and dive tourism, while only moderately decreasing fishery value within the area. 5. Synthesis and applications. Our customised ecosystem model projects the impacts of multiple, simultaneous pressures on a reef ecosystem. Trade-offs of alternative approaches identified by local managers were quantified based on indicators for different ecosystem services (e.g. ecosystem resilience, recreation, food). This approach informs managers of potential conflicts among stakeholders and provides guidance on approaches that better balance conservation objectives and stake-holders' interests. Our results indicate that a combination of reducing land-based pollution and allowing only line fishing generated the most balanced trade-off between stakeholders and will enhance reef recovery from the detrimental effects of coral bleaching events that are expected over the next 15 years."
2020-04-18,Keep,TRUE,R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,they measure a few tree species,0,sap flow,1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Gotsch,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-04-18,Keep,TRUE,R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,,Interested in which species are best at providing services in urban area,0,"rates of water uptake,stemflow and  throughfall",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Gotsch,URBAN ECOSYSTEMS,2018,"Many cities in the Eastern United States are working to increase urban tree cover due to the hydrological services that trees provide, including the interception, storage and transpiration of water that would otherwise enter sewer systems. Despite the understanding that trees benefit urban ecosystems, there have been few studies that address the underlying physiology of different urban trees with regard to their capacity to take up water, particularly following rain events. We monitored the sap flow of nine species of trees in urban parks and linked sap flow to local microclimate. In addition, we measured throughfall, stemflow and crown architecture. Interspecific variation in sap flow was significant as were differences in time lags (i.e. difference in time between the increase of solar radiation versus sap flow) across species of large but not small trees. Interestingly the most important microclimatic drivers of sap flow were different in large versus small trees. Lastly, we found that trees with a large branch angle routed more rainwater to stemflow. In this study we found strong evidence that variation in urban tree physiology can impact important hydrological services that will influence the effectiveness of different trees as tools to manage stormwater runoff."
2020-04-18,Keep,FALSE,R_3esPgdspKhK6aom,LB,Evaluating the relative influence on population health of domestic gardens and green space along a rural-urban gradient,,,,0,health deprivation,0,,FALSE,,Only land cover or habitat type as proxy,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Dennis,LANDSCAPE AND URBAN PLANNING,2017,"Studies have repeatedly affirmed the positive links between human and environmental health but few have sufficiently addressed the complexity brought about by the range of urbanity, population and both green space and domestic gardens cover associated human settlements. With the global population increasingly residing in cities, the relevance of urbanisation, local population and discrete types of green space provision on measures of health, remains a research imperative. To explore this complexity, a series of regression models were employed to quantify the mitigation of local health deprivation by green space and domestic gardens, across a four-stage rural-urban gradient, controlling for household income and local population. The population-standardised quantification of green space provision offered greater interpretive power than did a simple measure of land cover density. Domestic gardens, of the two green land-cover types, provided the most convincing mitigating effect on health deprivation. The findings call for increased acknowledgement of urban gardens in local health promotion, and a closer consideration of local population in planning green space provision and management. (C) 2016 Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_31vpwKIjDaWZd1S,KCG,"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",,,,0,"Plant species composition, seed deposition,water discharge, water depth, ,number over tides, total hours tidal submergence, average rate of falling tide, maximum continuous period of tidal submergence",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Masselink,ECOLOGICAL ENGINEERING,2017,"Salt marshes provide important regulating ecosystem services, including natural flood defence and carbon sequestration, which adds value to restoration and biodiversity offsetting schemes. This study evaluates the success of salt marsh restoration using a Regulated Tidal Exchange (RTE) system in SW England, i.e., a self-regulating tidal gate (SRT), in controlling the partial saline inundation of a 14-ha area of former salt marsh reclaimed for agriculture in 1760. A combination of (a) direct hydrodynamic monitoring of water and sediment flux and (b) repeat surveys to evaluate morphological and ecological (plants and foraminifera) changes over a 5-year period, was implemented immediately following SRT commissioning. Morphological changes were limited to the proximity of the SRT system due to limited sediment influx yielding sedimentation rates that were an order of magnitude below a nearby natural marsh. Ecological change to an ephemeral salt marsh community was only detected after 5 years of inundation cycles, with the delayed response attributed to (a) an initial limited tidal inundation due to conservative SRT settings, followed by (b) excessive inundation due to excessive rainfall and recurring SRT failure in an open position, and (c) a lack of sediment and propagule supply caused by (a) & (b) and the relatively narrow inlet pipe used in the SRT system. While the ecological response under optimum SRT settings was encouraging, the lack of perennial plants and limited foraminifera abundance demonstrated that the marsh was far from reaching natural status. We surmise that this is primarily due to inundation being more rapid than drainage leading to excessive submergence during a tidal cycle. Our study shows that the design of tidal inundation schemes requires a synergistic understanding of core ecological and geomorphological approaches to assess viability and success. We conclude that SRT can be a useful technique for intertidal habitat creation where there are significant site constraints (especially flood risk), but we need to be realistic in our expectations of what it can achieve in terms of delivering a perennial salt marsh community. Crown Copyright (C) 2017 Published by Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_3dYSTs9eOHcRska,CK,Experimental rewilding enhances grassland functional composition and pollinator habitat use,,,,0,"Pollinator habitat use, insect pollinated plants,Plant community composition",0,Other,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Garrido,JOURNAL OF APPLIED ECOLOGY,2019,"Semi-natural grasslands are rich in biodiversity and thus important habitats for conservation, yet they are experiencing rapid declines due to agricultural intensification and abandonment. Promoting a more diverse mammalian herbivore community, including large and megaherbivores, may result in positive cascade effects for biodiversity and ecosystem functioning. Therefore, reintroducing an ecologically functional substitute of an extinct large herbivore could mitigate current biodiversity declines and foster semi-natural grassland conservation. To test this hypothesis, we set up a 3-year rewilding experiment where 12 feral horses were introduced in three 10-hectare enclosure replicates (four horses per enclosure). We used community-weighted mean plant functional traits to elucidate plant community changes induced by grazing through time. We also investigated the effects of this experimental treatment on insect pollinated plants and on pollinator habitat use. The grassland community exerted a mixed tolerance/avoidance response to grazing. This resulted in plant functional compositional changes which favoured prostrate plant species with higher specific leaf area, characteristic of ruderal communities. Plant species richness was higher in grazed compared to ungrazed areas. Butterfly and bumblebee habitat use, as well as feeding and resting activities were also higher in grazed areas. Moreover, the number of pollinators increased with plant species richness.Synthesis and applications. This study demonstrates that, to enhance the diversity of a given herbivore community with ecological replacements of extinct wild horses can have significant effects on the functional composition of grasslands. It can also mitigate plant species declines, in particular bee-dependent plants, and boost pollinator habitat use. Novel management alternatives are urgently needed to reverse the negative effect of land abandonment in European agricultural landscapes. Thus, rewilding interventions with large mammalian herbivores may offset current biodiversity declines by maintaining important functional links between plants and pollinators in grassland ecosystems. Foreign Language AbstractSammanfattning Naturbetesmarker ar rika pa biologisk mangfald och ar darmed av stor betydelse for naturvarden. Tyvarr minskar arealen av dessa marker pa grund av intensifieringar inom jordbruket och andrad djurhallning. En variationsrik djurhallning med stora daggdjur kan resultera i positiva foljdeffekter for biologisk mangfald och mer funktionella ekosystem. Genom att aterinfora ekologiskt funktionella ersattare for utdoda stora vaxtatare kan vi pa sa vis minska forlusten av biologisk mangfald och gynna bevarandet av naturbetesmarker. For att testa detta genomfordes ett trearigt faunarestaurerings-forsok med 12 hastar som fick beta i tre stycken 10-hektar stora hagn (fyra hastar i varje). Vi anvande medelvarden av vaxtsamhallets funktionella egenskaper for att studera hur hastarnas bete forandrade vaxtsamhallet over tid. Vi studerade aven effekter pa insektpollinerade vaxter och hur pollinerande insekter nyttjade forsoksytorna. Vaxterna uppvisade en blandning av tolerans och undvikande som respons mot betandet, vilket resulterade i funktionella forandringar som gynnade lagvaxande arter med stora blad, sa kallade ruderatvaxter. Vaxtrikedomen var hogre pa betade ytor an pa obetade. Det var aven storre forekomst av fodosokande och vilande fjarilar och humlor pa betade ytor. Antalet pollinerande insekter okade med vaxtrikedomen.Syntes och tillampning. Var studie visar att vi genom en vildare djurhallning kan aterskapa hastens ekosystemfunktion och att det ger positiva effekter pa vaxtsamhallets funktionella sammansattning. En vildare djurhallning kan aven motverka forlusten pollinerade vaxter och oka mangden pollinerande insekter. Nya forvaltningsmetoder behovs for att vanda den genomgripande utvecklingen kopplat till igenvaxning av det europeiska jordbrukslandskapet. angstrom terforandet av stora vaxtatande daggdjur kan forhindra forlusten av biologisk mangfald och uppratthalla viktiga funktionella kopplingar mellan vaxter och dess pollinatorer i naturbetesmarker. This study demonstrates that, to enhance the diversity of a given herbivore community with ecological replacements of extinct wild horses can have significant effects on the functional composition of grasslands. It can also mitigate plant species declines, in particular bee-dependent plants, and boost pollinator habitat use. Novel management alternatives are urgently needed to reverse the negative effect of land abandonment in European agricultural landscapes. Thus, rewilding interventions with large mammalian herbivores may offset current biodiversity declines by maintaining important functional links between plants and pollinators in grassland ecosystems."
2020-04-18,Keep,FALSE,R_29v55RDeGcg3YVt,GV,Farm and landscape factors interact to affect the supply of pollination services,"Abundance, diversity, and visitation to blueberry flowers to measure pollination services.",,Land cover and habitat type as predictor of multiple ESP species,0,"Abundance and diversity of native bees, blueberry flower visitation",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Nicholson,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,"Farms can harbor substantial biodiversity, which in turn sustains the supply of ecosystem services. The effectiveness of farm management to enhance biodiversity, however, may be modified by land cover in the surrounding landscape beyond a farmer's direct control. We examined how landscape pattern and farm management affect the abundance and diversity of native bees visiting highbush blueberry in Vermont, USA. We quantified landscape pattern at multiple scales and created an agricultural intensity index that represents farm management practices such as pesticide use, mowed and grain crop area. We observed native bee visitation to assess the supply of pollination service provided to blueberry growers. Across 15 farms, 84 wild bee species were observed visiting highbush blueberry, almost a third of bee species recorded in Vermont. Visitation rate, abundance and species richness increased with the amount of natural area surrounding farms. Less intensively managed farms had higher levels of bee visitation, abundance and a more diverse bee community. Bee communities and the pollination services they provide are influenced by interactions between local management and landscape pattern. In particular, intensive farm management appears to compound the negative effects of landscape simplification. To support native pollinators on their farms, growers should consider farming approaches in the context of the broader landscape."
2020-04-18,Maybe,FALSE,R_1qV3JvuSWim2iuY,IS,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,monitored distribution of crab burrows across microtopographic locations,almost included at q3 with the thinking that abundance of crab burrows was not enough but they mentioned in the intro that crabs that burrow are thought to be ecosystem engineers that play a key role in energy and matter transfer,two crab species mentioned in methods,0,"frequency of burrows, burrow density, burrow opening diameter,",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Wang,ECOLOGICAL ENGINEERING,2009,"Tidal creeks are an important structure of salt marshes in estuarine ecosystems, providing valuable ecosystem services to wildlife in the estuary, To determine the effects of environmental heterogeneities within tidal creeks on the features of crab burrows, we divided a typical creek section into four parts (i.e., microhabitats): bottom, slope, edge and flat, investigated the distribution of crab burrows and sediment properties on creek sections in the Yangtze River estuary, and compared the burrow distribution in tidal creeks with that in non-creek areas. Our results showed that from the creek bottom to flat soil water content declined (F-3,F-60 = 93.8, p < 0.001), and the variations of other sediment physical and chemical properties associated with the change of soil water content were significant among the microhabitats on the creek sections (p < 0.001 for pH, conductivity, and grain size). No crab burrows were found at the creek bottom. The burrows on the slope were smaller in size (p < 0 001 for burrow opening diamater) while the density was higher than that at the edge and on the flat (F-2,F-45 = 31.2, p < 0.001). Moreover, although the correlations between burrow distribution and sediment properties varied among the microhabitats on the creek sections, crabs generally selected relatively solid sediments to build their burrows. On the slope, there was a significantly negative relationship between burrow density and soil water content (r(2) = 0.53, p < 0.001). At the edge, the correlation between total burrow opening area and soil water content was significantly negative (r(2) = 0.44. p < 0.002). The density of small crab burrows (<10 mm) was greater, but that of large burrows (>10 mm) was lower in tidal creeks than in non-creek habitats. Therefore, sediment properties showed a gradual transition from hydrophytic to terrestrial environments on the creek section, which caused significant differences of burrow distribution among the microhabitats. The creeks of tidal salt marshes could affect ecological processes and functioning through affecting crab burrows. (C) 2009 Elsevier B.V. All rights reserved."
