assess_date,newcase,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,KT_Environmental_factors,Driver_Env,flag_otherEnv,OtherDriver_Env,KT_Scale,MultiScale,TimeTrends,Driver_Anthro,flag_otherAnthro,OtherDriver_Anthro
2020-04-18,FALSE,Keep,FALSE,R_3GlgVK62HgWbe1E,LD,Additive and interactive effects of pollination and biological pest control on crop yield,,"Looking at agricultural intensification (social organic carbon as proxy, insecticide use, fertilizer) (1) agricultural intensification at different scales will have direct effect on abundances of pests at colonisation time and abundances of their natural enemies with non-additive effect across spatial scales, (2) abundances of natural enemies will positively relate to the BCI, (3) BCI will reduce aphid growth, (4) yield will be reduced by aphid abundances expressed as an interaction between aphid colonisation (count 1) and growth (between counts 2 and 3). ",A biological pest control index was calculated as 1  [number of aphids per tiller in open control at the end of the experiment/(aphid growth rate in cage 9 number of aphids per tiller in open control at beginning of the experiment)] (Rusch et al. 2013). ,0,"Biological control of aphid pests,crop yield",0,Other,FALSE,aphid abundance,"Among species [e.g., species interactions]",1,1,Other,FALSE,soil organic carbon,0,No,No,Other,FALSE,"insecticide, fertilizer "
2020-04-18,FALSE,Keep,FALSE,R_VWR9Gj6C949cnO9,TM,Agricultural practices for food safety threaten pest control services for fresh produce,,,,0,"Pest,Yield",0,Other,FALSE,Natural enemy presences,,0,1,Other,FALSE,Amount of 'semi natural vegetation',0,No,No,Management Practices,TRUE,fertilization practices
2020-04-18,FALSE,Keep,FALSE,R_2QgKnZOgVMTFZY0,AIS,"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Agent-based model calibrated by observed data,,,0,food production,0,,FALSE,,,0,0,,FALSE,,1,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",,,,1,"terrestrial biodiversity,Total nitrogen,area of riparian habitat,Agricultural revenue,Wetland area,biodiversity condition",0,,FALSE,,,0,0,,FALSE,,0,No,No,"Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,TRUE,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Australia. Terrestrial catchment land use and effect on Great Barrier Reef. Produced hypothetical land use scenarios and looked at outcomes/tradeoffs for services.,"They used very loose proxies for all of the services they measured, but did look at tradeoffs given different land use scenarios in a cool way.",,1,"biodiversity composite score,total N,area of riparian habitat,Total agricultural revenues, wetland area (fisheries proxy)",0,,FALSE,,,0,0,,FALSE,,0,No,No,"Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,TRUE,R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,,,note that female orangutans dispersed seeds over a larger area than males,0,seed dispersal shadow size,1,Service Provider (Q17),FALSE,,"Single species  [e.g. ESPs, single species]",0,0,,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,,,,0,likelihood of seed dispersal in given locations,1,Service Provider (Q17),FALSE,,"Single species  [e.g. ESPs, single species]",0,0,,FALSE,,0,No,No,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,,,,0,"game fish habitat suitability index,streamflow,total fish biomass",0,,FALSE,,,0,1,Climate,FALSE,,0,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Maybe,TRUE,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,,"Honestly, this was a bit confusing. The paper mainly focused on the benefits of the model and the details of it. ",,0,"mercury residues in fish,fish productivity,habitat suitability",0,,FALSE,,,1,0,Climate,FALSE,,0,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,,,,0,"Net primary production, carbon sequestration, net oxygen production, ,grain production",0,,FALSE,,,0,0,,FALSE,,1,Yes,Yes,"Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,TRUE,R_Uszlh1FFsBKprBn,AIS,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,,,,0,dung decomposition,1,Service Provider (Q17),FALSE,,"Single species  [e.g. ESPs, single species]",0,1,,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,,Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,,0,"arthropod diversity and abundance,dung-decomposing beetle diversity and abundance",0,Other,FALSE,invasive species,"Across species  [e.g. community structure, diversity]",1,0,,FALSE,,0,No,No,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_2f3NU41UYa1zNoB,JL,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City","As far as I can tell, this appears to be a paper focused largely on valuation of ES's in Mexico city... little ecology except for incorporating the idea of scale","I include no relationships between services and drivers because I don't believe the paper tests them; the paper does look at the effect of scale on how we might value and interpret the supply and delivery of ES's, so I evaluated it, but I don't think it clearly tests any other ecological questions about ES's",,0,,0,,FALSE,,,0,0,,FALSE,,1,Yes,No,,FALSE,
2020-04-18,FALSE,Maybe,TRUE,R_zdGYxF9sVeRUgWl,TK,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",,tough paper to review because defining what were their response variables was difficult,,0,"quality of regulating services,quality of provisioning services,quality of cultural ecosystem services",0,,FALSE,,,0,0,,FALSE,,1,Yes,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_2CHwrQismiY1LLB,LB,Anthropogenic remediation of heavy metals selects against natural microbial remediation,,,,0,"pore water metal content,per capita siderophore production",0,Service Provider (Q17),FALSE,,"Across species  [e.g. community structure, diversity]",1,0,,FALSE,,0,No,No,Management Practices,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,,,"I decided not to include foliar, litter, and ground cover as an 'ESP', although these variables are biotic in nature.. they reflect bulk plant cover, but not community structure or diversity, or particular species, so I was reluctant.",0,soil erosion rate,0,Other,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",,0,1,Other,FALSE,"rock fragment cover, slope steepness, percent clay",0,No,No,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,,,,0,"soil erosion, soil stability indicator rate",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",1,0,,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_vq14KzL4mX6kaml,AK,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,"climate projections for 2025 and 2050. In the question about how many years of data they use, I'm referring to the data they used to calibrate their model.",,,0,"habitat connectivity,habitat quality",0,,FALSE,,,0,1,Climate,FALSE,,0,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_24wVbQfeDnsEskw,GV,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,"Distribution data from 1971-2000, simulated projections to 2025 and 2050",,"They looked at habitat quality and connectivity for conservation of 14 target vertebrate species. Service provider was nonexistent, but the connectivity of the landscape was a function for habitat creation/maintenance.",0,"habitat connectivity,habitat quality",0,,FALSE,,,0,1,Climate,FALSE,,0,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Maybe,FALSE,R_3UXMx75t97OUqs1,AK,Arable weeds as indicators of agricultural intensity - A case study from Finland,used trophic interactions to define relative importance of weed species for animal groups,I wasn't sure if this paper should've been included. It almost seems like it stops at biodiversity but it mentions implications for ES. Also - the paper quantified diversity for animal groups based on weed index. ,,1,"pollinator diversity index,pest diversity index",0,,FALSE,,,0,0,,FALSE,,0,No,Yes,Management Practices,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",InVEST model of services with remotely sensed data combined with model parameter values from the literature,"I did not note direction of driver effects if there were multiple different drivers considered (e.g., precip and evaporation as different environmental drivers) or if the driver was categorical (and consequently, lacked directionality)","I did not record land cover as an ESP, but rather as a human driver (land use change), because in most cases the contrasts were made between forestland and farmland or built-up land (signaling a major human role in the shift)",0,"habitat quality,carbon storage,water supply,sediment retention",0,Other,FALSE,Other(water)=estimated root depth of vegetation type,,0,1,"Climate,Other",FALSE,"Other(soils)=rainfall erosivity, Other(soils)=slope, Other(soils)=elevation",1,No,No,"Land use change,Population growth,Population growth",FALSE,
2020-04-18,FALSE,Keep,TRUE,R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",,,,1,"habitat quality,carbon storage,water supply,sediment retention",0,,FALSE,,,0,0,,FALSE,,0,No,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_3gzoOEHLfo3xsn7,CW,Assessing and predicting the relative ecological impacts of disturbance on habitats with different sensitivities,"Study done in the North Sea (chose Atlantic); trawling frequency data came from European Community Satellite Vessel Monitoring System (counted that as observational), otherwise modeled productivity and biomass of seabeds based on a published model. Model output validated with observational data from 33 stations subject to range of trawling in North Sea.","This is largely a data simulation paper.. model validated with observed data, but overall authors model production (C per area per time) and biomass (C stock) for all pixels in study area, varying trawling frequencies.",Habitat type assigned to each pixel is on a gradient of most to least sensitive,0,"Habitat sensitivity,production sensitivity",1,Service Provider (Q17),FALSE,,Only land cover or habitat type as proxy,0,0,,FALSE,,0,Yes,Yes,Management Practices,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,,,,0,"pollination,carbon storage,chemical water quality regulation,erosion mitigation, protection against rockfalls,physical water quantity regulation,biological control of pests,hydro-energy potential,agricultural production, forage production,wood production,protected plant species, protected vertebrate species, plant diversity, vertebrate diversity,recreation potential, tourism, leisure hunting",0,,FALSE,,Only land cover or habitat type as proxy,0,0,,FALSE,,1,Yes,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,,,Looked at any tree species in the plots with DBH greater than or equal to 2.54cm,1,"Tree DBH,Tree leaf biomass, Tree leaf area,Total tree leaf area",0,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,0,,FALSE,,0,No,Yes,Other,FALSE,socioeconomic wealth
2020-04-18,FALSE,Keep,FALSE,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,,"resiliance is a metric based on: ecological variability, diversity, modularity, acknowledgement of slow variables, tight feedbacks, social capital, innovation, overlap in governance, and ecosystem services.",,1,resiliance,0,,FALSE,,,0,0,,FALSE,,0,No,Yes,Land use change,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,,,,0,bird functional diversity,0,,FALSE,,"Across species  [e.g. community structure, diversity]",1,0,,FALSE,,0,No,No,"Management Practices,Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,FALSE,R_1pMUi8TKDBRwWHH,AIS,Avian pest control in vineyards is driven by interactions between bird functional diversity and landscape heterogeneity,,,,0,bird predation rates on plasticene insects,1,Service Provider (Q17),TRUE,bird functional evenness,"Across species  [e.g. community structure, diversity]",1,1,Other,FALSE,habtitat heterogeneity,1,Yes,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_2YSxgZguzQF3xzT,NBD,Balancing water supply and old-growth forest conservation in the lowlands of south-central Chile through adaptive co-management,,,,1,"Tree composition,runoff coefficient (runoff/rainfall),opnion",0,,FALSE,,,0,0,Climate,FALSE,,0,No,Yes,"Land use change,Management Practices",FALSE,
2020-04-18,TRUE,Keep,FALSE,R_2XgrJFKeKnMspj5,KCG,Balancing yield with resilience and conservation objectives in harvested predator-prey communities,Simulated data,,,1,fish yield,0,Service Provider (Q17),TRUE,Predator of prey (yield item),,0,0,,FALSE,,0,No,Yes,"Population growth,Management Practices,Exploitation (hunting, fishing)",FALSE,
2020-04-18,FALSE,Keep,FALSE,R_3QVN7sk2L6ezbxj,TK,Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,,,,0,"persistence of nectar of frugivorous bat species, persistence of nectarivorous bat species  ,persistence of insectivore bat species",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,1,Climate,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,,,,0,"soil enzyme levels,resilience",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",1,1,,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Maybe,FALSE,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",Observational data collected through field notes and taking photos in front-yard visits,"I'm not totally sure this paper should count towards our tallies for figure. X variables explaining ES provisioning are basically garden-design type and location (not an actual ESP or process). Table also report summary stats (e.g. % observed), not effect of type or location on the y-var. Study does quantify a variety of ES's though based on these two x variables and intro is clear in its intention about wanting to study factors that contribute to ES provisioning sensu Costanza and the MEA. It's also difficult to assess what ""Total Diversity"" encapsulates (is not ecological diversity) because it's a composite index from a Biodiversity in my backyard (BIMBY) framework, and methods doesn't state which metrics go into that index.",,1,"Plant diversity,Vertical diversity,Soil coverage,""Total Diversity"" (not ecological diversity),Disturbance (artificial light, lawn furniture, cars or bicycles parked in front yard),Garden-design",0,,FALSE,,,0,0,,FALSE,,0,No,No,Other,FALSE,"Location (neighborhood-level [8 neighborhoods], and city-level [city 1, city 2])"
2020-04-18,FALSE,Keep,FALSE,R_3qaJH0Ny7mg0fC9,LD,Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,"In 2002, the PEBANPA (Parcelas de Ecología y Biodiversidad de Ambientes Naturales en Patagonia Austral) Network was estab- lished to monitor these ecosystems and to produce scientific research focused on ecosystem function and ES (e.g. soil carbon stocks, nutrients, forestry), as well as on trends in biodiversity and the interactions between natural environments and land-use activities throughout southern Patagonia, Argentina. Long-term monitoring assesses bio-indicators, which therefore reveal the cur- rent state of the environment, particular stresses in ecosystems and early warnings of environmental changes ahead.",considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,see table 1 Mean values of vegetation and environmental variables (± SD) impacted by contrasting long-term grazing intensity levels in dry Magellanic grass steppe.,1,"soil carbon,soil water infiltration, Soil water retention,soil erosion,forest yield",0,,FALSE,,Only land cover or habitat type as proxy,0,0,,FALSE,,0,No,Yes,"Management Practices,Other,Management Practices",FALSE,"silviculture practices (as the type of management), grazing "
2020-04-18,FALSE,Keep,FALSE,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,81 plots of different combinations of plants. measured EF variables,point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,0,,1,,TRUE,measured 82 different ecosystem function variables ,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",1,0,,FALSE,,0,No,Yes,,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_cVdiQuvh5deX9K1,CK,"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?",,,,0,Greenhouse Gas Value (GHGV) ,0,,FALSE,,,0,1,,FALSE,,0,No,Yes,"Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,TRUE,R_veLNHh1Lzxv1kcN,JL,"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","Modeling paper that uses a 30yr or 100yr timeframe for estimating greenhouse gas emissions, but this is different from a specific look at changes in an ES over time",,"I decided to included ESPs as a driver because the study considers how different biofuel crops are related to the decision to land share or land spare, and thus, GHGV",0,greenhouse gas value,1,Service Provider (Q17),FALSE,,"Single species  [e.g. ESPs, single species]",0,0,,FALSE,,0,No,No,Management Practices,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_d6fQShhgN9RzJPb,IS,Biophysical and anthropogenous determinants of landscape patterns and degradation of plant communities in Mo hilly basin (Togo),,lots of the drivers were only shown in CCA plot so hard to determine driver-service/function directionality ,,0,"total soil nitrogen, soil organic carbon",0,Other,FALSE,"canopy cover, vegetation type",,1,1,Other,FALSE,"topography, fire occurrence, altitude, soil submersion",0,No,No,"Land use change,Management Practices",FALSE,
2020-04-18,FALSE,Keep,FALSE,R_2tznpl4ftHu3Krw,JL,Both rare and common species support ecosystem services in scavenger communities,,,,0,carrion consumption rate,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",0,0,,FALSE,,0,No,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_1mI3PjUP02Mv2LX,JL,Butterfly-plant network in urban landscape: Implication for conservation and urban greening,,,,0,butterfly presence/abundance,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity],Among species [e.g., species interactions]",0,0,,FALSE,,0,No,No,,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_bOWOoggowV387XX,TM,Can carbon credits fund riparian forest restoration?,,,,1,Carbon storage,0,,FALSE,,,0,0,,FALSE,,0,No,Yes,Land use change,TRUE,Time since restoration
2020-04-18,FALSE,Keep,FALSE,R_3COsBpr7qPSk0pE,LB,Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,,,,0,"Carbon storage,Timber value,aesthetic value,recreational value",0,Service Provider (Q17),FALSE,,Only land cover or habitat type as proxy,1,0,,FALSE,,1,Yes,Yes,Management Practices,FALSE,
2020-04-18,TRUE,Keep,FALSE,R_2RRrEwHEFBCmmju,KCG,Carbon stocks and dynamics at different successional stages in an Afromontane tropical forest,Transect of plots ranging in disturbance values,,,1,"carbon stock, stem relative growth rate, NPP,",0,,FALSE,,,0,0,Climate,FALSE,,0,No,Space for time,Land use change,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_26g6p5N6agrVmjY,CW,"Challenging the land degradation in China's Loess Plateau: Benefits, limitations, sustainability, and adaptive strategies of soil and water conservation","Compiled data from published datasets (e.g. soil maps from other studies, derived from Landsat), weather stations, MODIS (used for NDVI), Gravity Recovery and Climate Experiment (GRACE) to aproximate groundwater levels, and used an empirical model (Revised Universal Soil Loss Equation) to model soil erosion over space. Validated model output with comparative values from related literature.","Talk about threshold in how they treated erosion model -- daily rainfall of at least 12mm required to trigger erosion in this area. Only kept values 12 or large in the precipitation dataset for that reason. Lots of variables in this paper.. show soil retention and erosion through time and space, climate trends (wind speed, temp anomaly, precipitation anomaly, PET) in same time period, NDVI over time and space, changes in percent area covered by soil and water conservation measures. All of these metrics are related to prevention of soil erosion ecosystem service as well as soil erosion runoff to Yellow River (measured as sediment export by watershed sub-basin, with time on x-axis and broken down by location). Idea is to interpret results together. They also discuss policy changes from 1970-2010s that affected soil and water conservation practices in this area that likely contribute to results observed.","no focus on ESPs -- more about human (land restoration/management practices, and policies)and environmental drivers (climate trends)",0,"Runoff coefficient,Sediment yield,Erosion modulus,Soil retention",0,,FALSE,,,0,1,Climate,FALSE,,1,Yes,Yes,Management Practices,FALSE,
2020-04-18,FALSE,Keep,FALSE,R_3PNBrx8CScS4JTm,CW,Changes in ecological stability across realistic biodiversity gradients depend on spatial scale,,"Other habitat creation/maintenance y-vars include: ecosystem productivity and population productivity (considered as EF, not proxy or direct ES). Related mean plot/regional species richness to those metrics. ES focus here seems to be on continued provisioning of Chihuahan grassland (habitat) and the stability of that system. 12 years of data were used but temporal trends not the focus (all x and y vars were averaged vals)-- author explicitly states focus is on variation by scale not time (and did not find evidence of temporal trend difference by region in pre-analysis check). ALSO, relationships shown include nonlinear (saturating response). Finds positive linear trends at plot scale, and hump-shape curves or asymptotes at region. There's no option in Q12 for nonlinear response.",Not applicable -- does not use ESP as explanatory variable,0,"Ecosystem stability,population stability",0,Other,FALSE,"Species richness (ecosystem function, not ESP)",,1,0,,FALSE,,1,Yes,No,,FALSE,
2020-04-18,FALSE,Maybe,TRUE,R_T8b3xew0rVQL489,AIS,"Changes in landuse alter ant diversity, assemblage composition and dominant functional groups in African savannas",,"almost marked ""yes"" on Q3",,0,ant assemblage composition,0,,FALSE,,"Across species  [e.g. community structure, diversity]",1,0,,FALSE,,0,No,No,Land use change,FALSE,
2020-04-18,FALSE,Keep,TRUE,R_3HTv5CGg1jUKNEG,AK,"Changes in landuse alter ant diversity, assemblage composition and dominant functional groups in African savannas",,,,0,"ant species richness,functional diversity",0,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",1,1,Other,FALSE,"Percent soil mineralized N,percent clay in soil,vegetation cover,leaflitter",0,No,No,Land use change,FALSE,
2020-04-18,FALSE,Maybe,FALSE,R_10xsOIClKEhKIFq,IS,"Check dam infilling archives elucidate historical sedimentary dynamics in a semiarid landscape of the Loess Plateau, China",,"paper didn’t do a great job at analyzing/showing the specific effects of env drivers (storms, discharge) and human drivers (removal of check dam) on sedimentation",,0,sedimentation,0,,FALSE,,,0,1,"Climate,Extreme Events",FALSE,,0,No,Yes,Management Practices,FALSE,
