assess_date,doublerev,ResponseId,Init,Title,id,answer,abbr,exclude,FirstAuthor,PublicationYear,SourcePublication,Abstract
2020-05-27,FALSE,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Q4,Freshwater,Ecosystem,Keep,Wengeler,2010,BIOLOGICAL CONSERVATION,"The introduction of lake trout (Salvelinus namaycush) to Yellowstone Lake in Yellowstone National Park has contributed to a significant decline in the endangered Yellowstone cutthroat trout (Oncorhynchus clarki bouvieri), leading to concern over the persistence of this subspecies but also to piscivorous predators in this community. We assessed the impact of lake trout on a key piscivore, the river otter (Lontra canadensis) in two lakes in Yellowstone National Park. Yellowstone Lake continues to support a native cutthroat trout population, although the recent introduction of lake trout has dramatically impacted the cutthroat trout population. Nearby Lewis Lake has an entirely introduced fish fauna of lake trout, brown trout (Salmo trutta), and Utah chub (Gilia atraria) but lacks cutthroat trout. Analysis of otter scat from Yellowstone Lake implicated trout (lake or cutthroat trout) as a major prey item (57% of scat), whereas stable isotopes identified longnose suckers (Catostomus catostomus) as the primary prey there (58% of diet). By contrast, scat from Lewis Lake implicated minnows, presumably Utah chub, as the primary prey for otters occupying that lake (86%), while stable isotopes implicated brown trout (64%) over both lake trout and Utah chub (36% combined). Our data establish the importance of alternative prey to otters and suggest that lake trout-induced reductions in cutthroat trout may not be catastrophic for otter populations here. These data do not necessarily exonerate lake trout, as their impact on other species, most notably grizzly bears (Ursus arctos) and piscivorous birds, has been documented to be substantial, and further data on the nutritional value of alternate prey are required to confirm or refute a working hypothesis that otter populations will continue to thrive in the face of the lake trout invasion. (C) 2010 Elsevier Ltd. All rights reserved."
2020-05-27,FALSE,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",Q4,Freshwater,Ecosystem,Keep,Chowdhury,2016,FRESHWATER SCIENCE,"Freshwater mussels (Unionida) are globally endangered but perform crucial ecosystem services in temperate ecosystems. Their status and role in tropical regions are poorly understood, resulting in a nearly complete lack of effort toward their conservation. Understanding mussel functions in developing countries is particularly important because costly interventions to restore habitat functionality are often infeasible. We investigated the role of mussels in the nearshore zone of Dhanmondi Lake, a narrow, polluted lake in central Dhaka, Bangladesh, during the dry season. Sampling at 50 sites 1 to 3 m from the shore revealed dense mussel populations, averaging 218 individuals (ind)/m(2) from 2 species (Lamellidens marginalis and Parreysia caerulea). Based on laboratory filtration rates and in-situ size-frequency distribution, we calculated that mussels filter the equivalent of the volume of the lake margins in 21 h. This filtration capacity appears to explain the lake's high water clarity (>2 m visibility during the dry season), despite copious nutrient availability for algal growth. Although it is heavily polluted, the near shore zone of the lake has a diverse macroinvertebrate fauna, featuring up to 16 invertebrate families/0.25 m(2). Strong positive correlations among mussel density, macroinvertebrate richness, and diversity were revealed through 2-min kick-samples, and indicate that mussels act as microhabitat engineers that promote localized biodiversity. Loss of mussel communities could result in further loss of ecosystem services, which would be costly to replace through other means. Moreover, our data suggest that mussel abundance may be used to identify sites of high macroinvertebrate biodiversity in tropical freshwaters and, thus, help to focus management efforts in the most cost-effective way."
2020-05-27,FALSE,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q4,"Terrestrial,Urban,Agricultural/Rural,Coastal",Ecosystem,Keep,Baro,2017,ECOSYSTEM SERVICES,"A key challenge of landscape planning and management is coping with multiple ecosystem service (ES) potentials and needs in complex social-ecological systems such as urban regions. However, few studies have analyzed both the supply and demand sides of ES bundles, i.e., sets of associated ES that repeatedly appear together across time or space. This paper advances a framework to identify, map and assess ES bundles from a supply-demand approach to informlandscape planning and management. The framework is applied to the Barcelona metropolitan region, Spain, covering five ES and using eleven spatial indicators. Each indicator was quantified and mapped at the municipal level (n = 164) combining different proxy-and process-based models. Our results show significant associations among ES, both at the supply and demand sides. Further, we identified five distinct ES supply-demand bundle types and characterized them based on their specific ES relationships and their main underlying social-ecological conditions. From our findings, we contend that land sharing strategies should be prioritized in urban and agricultural areas to increase landscape multifunctionality while assuring the conservation of large periurban forest areas that are critical for delivering a wide range of local ES highly demanded by the urban population. (C) 2017 Elsevier B.V. All rights reserved."
2020-05-27,FALSE,R_31tTNKf5fCd7D5Y,CK,Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil,Q4,Coastal,Ecosystem,Keep,Powers,2017,MARINE ECOLOGY PROGRESS SERIES,"Nearshore marine ecosystems are among the most productive areas in the world. Unfortunately, these areas also receive pollutants released into oceanic and riverine waters. Six years following the Deepwater Horizon oil spill, the largest in US history, the complexity of ecological injuries in this system is just now being elucidated. Here, we describe a novel pathway of injury from oil spills by documenting how the loss of oysters near marsh edge as a direct result of shoreline oiling and clean-up activities can double rates of coastal erosion. As part of the natural resource damage assessment, we examined the impact of shoreline oiling on eastern oysters Crassostrea virginica near the marsh edge at 187 sites in Louisiana and Mississippi Sound in 2013. For marshes that experienced heavy oiling, oyster habitat was 77% less abundant than in areas where no oil was observed. Areas near marshes characterized by more moderate levels of oiling had 33% less oyster habitat than areas where no oil was observed. Similarly, the number of sites without any oyster habitat was higher in heavily and persistently oiled areas compared to areas where no oil was observed (56 vs. 24%). The consequences of this loss are substantial and include loss of essential fish habitat, reduced nutrient cycling, and decreased erosion buffering. For a subset of the sites where erosion rate was also measured between 2010 and 2013 (n = 79), shoreline loss was more than twice as high (2.1 vs. 0.9 m yr(-1)) in areas lacking oyster cover. Our findings provide evidence that loss of nearshore oyster habitat can disrupt the strong facilitation between oysters and marsh vegetation."
2020-05-27,FALSE,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q4,Coastal,Ecosystem,Keep,Reynolds,2016,RESTORATION ECOLOGY,"Ecosystem restoration is often costly, but can be effective at increasing biodiversity and ecosystem services. We used a case studyreseeding seagrass to a coastal lagoonto demonstrate the value of enhanced ecosystem services as a result of restoration. We modeled the recovery of areal plant coverage in a system where seagrasses were lost due to disease and disturbance, and estimated the value of the returned functions of nitrogen removal and carbon sequestration. We estimated, as of 2010, that this restoration removes 170 ton of nitrogen per year via denitrificiation and sequesters carbon at a rate of 630 tons carbon per year in the sediment. Further, we estimated that natural recovery would take more than 100 years to reach the areal coverage achieved by restoration using seeds in just 10 years. Restoration enhanced this recovery, and the earlier establishment of plants results in a net gain of at least 4,100 ton of nitrogen removed from the system via denitrification and 15,000 ton of carbon sequestered in the sediment. These services have significant ecological and societal value."
2020-05-27,TRUE,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q4,Coastal,Ecosystem,Keep,Bilkovic,2008,MARINE ECOLOGY PROGRESS SERIES,"Coastal development affects estuarine resources by severing terrestrial-aquatic linkages, reducing shallow water habitats, and degrading ecosystem services, which is predicted to result in measurable declines in nekton community integrity. We assessed the effects of landscape features on nearshore habitats and biological communities, relating subtidal habitat, shoreline condition, upland land use and nearshore fish communities in a Chesapeake Bay tributary, the James River, Virginia. Both upland development and the placement of erosion control structures on the shoreline were associated with reduced fish community integrity, and shoreline alterations were linked with the amount of subtidal structural habitat in the nearshore. Ecological thresholds in nekton community integrity were evident at >= 23% developed land use within 200 and 1000 m buffer increments. Nekton assemblages at sites with low development (< 23%) and natural or riprap shorelines were different from all other combinations of altered conditions (low development with bulkhead, and high development with riprap or bulkhead). Species composition along natural or riprap revetment shorelines with low upland development tended to be diverse and inclusive of tidal marsh species, while highly developed sites or bulkhead shorelines were dominated by a few generalist species. The complex interaction between watershed (both nearshore and inland) and shoreline development presents a unique challenge for coastal planning. Alternate moderating approaches for coastal development may include preservation of riparian buffers, the placement of living shorelines for erosion control where appropriate, and development of targeting tools to identify landscapes near an ecological threshold."
2020-05-27,TRUE,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q4,Coastal,Ecosystem,Keep,Bilkovic,2008,MARINE ECOLOGY PROGRESS SERIES,"Coastal development affects estuarine resources by severing terrestrial-aquatic linkages, reducing shallow water habitats, and degrading ecosystem services, which is predicted to result in measurable declines in nekton community integrity. We assessed the effects of landscape features on nearshore habitats and biological communities, relating subtidal habitat, shoreline condition, upland land use and nearshore fish communities in a Chesapeake Bay tributary, the James River, Virginia. Both upland development and the placement of erosion control structures on the shoreline were associated with reduced fish community integrity, and shoreline alterations were linked with the amount of subtidal structural habitat in the nearshore. Ecological thresholds in nekton community integrity were evident at >= 23% developed land use within 200 and 1000 m buffer increments. Nekton assemblages at sites with low development (< 23%) and natural or riprap shorelines were different from all other combinations of altered conditions (low development with bulkhead, and high development with riprap or bulkhead). Species composition along natural or riprap revetment shorelines with low upland development tended to be diverse and inclusive of tidal marsh species, while highly developed sites or bulkhead shorelines were dominated by a few generalist species. The complex interaction between watershed (both nearshore and inland) and shoreline development presents a unique challenge for coastal planning. Alternate moderating approaches for coastal development may include preservation of riparian buffers, the placement of living shorelines for erosion control where appropriate, and development of targeting tools to identify landscapes near an ecological threshold."
2020-05-27,FALSE,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Q4,Coastal,Ecosystem,Maybe,Zorrilla-Miras,2014,LANDSCAPE AND URBAN PLANNING,"Land-use change is a major driver behind the loss of ecosystem services. We assessed changes in ecosystem services from land-use conversions during the period 1918-2006 in the Donana marshland and estuary in southwestern Spain, one of the largest European wetlands. We contrasted those results with social perceptions of ecosystem services trends using two techniques (expert judgment by a multidisciplinary scientific panel and semi-structured interviews of locals and visitors). The results show that by 2006, (1)70.5% of the natural or semi-natural land covers had been converted to intensive agriculture and other mono-functional uses, hampering the performance of regulating services and (2) 31% of the wetland area had been strictly protected, affecting cultural and provisioning services. Our results show that land-use changes have led to a polarized territorial matrix exhibiting fundamental trade-offs in ecosystem service supply, where provisioning services produced for exportation and sale in the market, such as cash crops and fiber, have been enhanced at the expense of regulating services, such as hydrological regulation, flood buffering, and habitats for species and specific cultural and provisioning services used traditionally by the locals. (C) 2013 Elsevier BM. All rights reserved."
2020-05-27,FALSE,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Q4,"Terrestrial,Agricultural/Rural,Freshwater",Ecosystem,Keep,Huang,2011,ECOLOGICAL COMPLEXITY,"Pen-urban areas are often characterized by valuable natural environments that provide essential life-support functions and ecosystem services for urban residents. Global environmental change has raised concerns over how urbanization and land use and land cover change affect ecosystem services. This study applied systems ecology theory and ecological energetic analysis to value the worth of natural environment and ecosystem services to a socioeconomic system. We begin with a general discussion of pen-urban areas and their ecosystem services. An emergy approach is applied to establish a framework for evaluating the ecosystem services by identifying systemic roles of each system components. The two-part framework includes: (1) an emergy evaluation of energetic flows of ecosystem services; and (2) an impact matrix to analyze systemic roles of services in the analyzed system. On the basis of the proposed valuation framework and land cover types in the greater Taipei area, this study analyzed ten ecosystems to determine how they interact, via energy flows, to contribute services to human society. By converting all stocks and flows into common emergy units, an impact matrix is constructed to analyze the systemic role of ecosystem components by classifying their status of being active, reactive, critical or indifferent. The analytical results indicate that the soil component of forest ecosystems, upstream rivers and agricultural productivity play critical role of ecosystem services in the study region. The effect of land cover change during 1971-2006 in the study region on ecosystem services is also analyzed. Finally, the implications of biophysical valuation of ecosystem service for spatial planning as related to adapting to global environmental change are discussed. (C) 2010 Elsevier B.V. All rights reserved."
2020-05-27,FALSE,R_2vYs6Qi0Cuy6Es6,SDJ,Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems,Q4,Urban,Ecosystem,Keep,Moores,2017,ECOLOGY AND SOCIETY,"Urban aquatic social-ecological systems (SESs) comprise socio-technical elements, the built environment and its management, and natural elements (water bodies) that provide ecosystem services. Changed hydrology, poor stormwater quality, and the modification of water bodies associated with urban development brings challenges for maintaining ecosystem services provision in an urban aquatic SES. Water sensitive urban design (WSUD) has emerged as a form of development that aims to better support the provision of ecosystem services. Resilience concepts provide a basis for discriminating between WSUD and conventional development approaches. Building on an existing decision support system, a new, preliminary method for assessing resilience based on the combination of the socio-technical capacity (STC) and natural capacity (NC) of urban aquatic SESs has been developed. The STC score reflects a multicriteria assessment of the characteristics of stormwater infrastructure and management. The NC score reflects an assessment of the state and trajectory of biophysical attributes of the system associated with the provision of ecosystem services. By modeling a series of future urban development scenarios in Auckland, New Zealand, the method has been shown to discriminate between scenario outcomes within constraints associated with the biophysical and built characteristics modeled. Results are consistent with key concepts of resilience theory: outcomes are grouped in regimes and exhibit hysteresis, with the ability of WSUD to improve the state of the system strongly influenced by the presence of legacy effects. The method provides a source of additional, valuable information that complements other indicators by providing a snapshot of the interaction of catchment management effort and outcomes and indicating the likely future state of the SES. Recognizing that the method is limited to providing a relative assessment of resilience and adopts certain simplistic assumptions, further research aims to investigate assessment methods that consider other, fundamental biophysical and social properties of urban aquatic SESs."
2020-05-27,FALSE,R_31vpwKIjDaWZd1S,KCG,"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Q4,Coastal,Ecosystem,Keep,Masselink,2017,ECOLOGICAL ENGINEERING,"Salt marshes provide important regulating ecosystem services, including natural flood defence and carbon sequestration, which adds value to restoration and biodiversity offsetting schemes. This study evaluates the success of salt marsh restoration using a Regulated Tidal Exchange (RTE) system in SW England, i.e., a self-regulating tidal gate (SRT), in controlling the partial saline inundation of a 14-ha area of former salt marsh reclaimed for agriculture in 1760. A combination of (a) direct hydrodynamic monitoring of water and sediment flux and (b) repeat surveys to evaluate morphological and ecological (plants and foraminifera) changes over a 5-year period, was implemented immediately following SRT commissioning. Morphological changes were limited to the proximity of the SRT system due to limited sediment influx yielding sedimentation rates that were an order of magnitude below a nearby natural marsh. Ecological change to an ephemeral salt marsh community was only detected after 5 years of inundation cycles, with the delayed response attributed to (a) an initial limited tidal inundation due to conservative SRT settings, followed by (b) excessive inundation due to excessive rainfall and recurring SRT failure in an open position, and (c) a lack of sediment and propagule supply caused by (a) & (b) and the relatively narrow inlet pipe used in the SRT system. While the ecological response under optimum SRT settings was encouraging, the lack of perennial plants and limited foraminifera abundance demonstrated that the marsh was far from reaching natural status. We surmise that this is primarily due to inundation being more rapid than drainage leading to excessive submergence during a tidal cycle. Our study shows that the design of tidal inundation schemes requires a synergistic understanding of core ecological and geomorphological approaches to assess viability and success. We conclude that SRT can be a useful technique for intertidal habitat creation where there are significant site constraints (especially flood risk), but we need to be realistic in our expectations of what it can achieve in terms of delivering a perennial salt marsh community. Crown Copyright (C) 2017 Published by Elsevier B.V. All rights reserved."
2020-05-27,TRUE,R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q4,"Terrestrial,Other",Ecosystem,Keep,Elisa Diaz,2018,ECOSYSTEM SERVICES,"Basins are one of the bio-geo-physical areas where the ecological processes that generate the ecosystem services (ES) and contribute to human well-being (HWB) are more evident. They are also the physical scenario where the nature-human interaction is more intense. The explicit relationships that link biodiversity, ES and HWB, and the direct and indirect causes responsible for their degradation, have been rarely explored. We used the Driver-Pressure-State-Impact-Response (DPSIR) framework to explore the relationships between the river ecosystem and the Biobio Basin's social system. We selected 65 basin and regional-scale indicators to analyse the existing trends and associations among the different DPSIR components. The trend analysis results showed major biodiversity loss and how the regulating services and non-material goods of the HWB component deteriorated, while cultural services, direct and indirect pressures and institutional responses increased. The relationships among the different DPSIR components revealed biodiversity loss to be positively associated with cultural services, the material goods of the HWB component and pressures. Indirect drivers were negatively associated with regulating and cultural services, non-material goods and pressures. Institutional responses did not correlate with any DPSIR component. However, these results do not reflect the complexity of the Biobio Basin's socio-ecosystem. We estimate that the DPSIR framework shows a corseted and reductionist vision of a greater complexity than merely a unidirectional nature-human relationship. (C) 2018 Elsevier B.V. All rights reserved."
2020-05-27,TRUE,R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q4_7_TEXT,terrestrial-riparian (water basin),EcosystemNotes,Keep,Elisa Diaz,2018,ECOSYSTEM SERVICES,"Basins are one of the bio-geo-physical areas where the ecological processes that generate the ecosystem services (ES) and contribute to human well-being (HWB) are more evident. They are also the physical scenario where the nature-human interaction is more intense. The explicit relationships that link biodiversity, ES and HWB, and the direct and indirect causes responsible for their degradation, have been rarely explored. We used the Driver-Pressure-State-Impact-Response (DPSIR) framework to explore the relationships between the river ecosystem and the Biobio Basin's social system. We selected 65 basin and regional-scale indicators to analyse the existing trends and associations among the different DPSIR components. The trend analysis results showed major biodiversity loss and how the regulating services and non-material goods of the HWB component deteriorated, while cultural services, direct and indirect pressures and institutional responses increased. The relationships among the different DPSIR components revealed biodiversity loss to be positively associated with cultural services, the material goods of the HWB component and pressures. Indirect drivers were negatively associated with regulating and cultural services, non-material goods and pressures. Institutional responses did not correlate with any DPSIR component. However, these results do not reflect the complexity of the Biobio Basin's socio-ecosystem. We estimate that the DPSIR framework shows a corseted and reductionist vision of a greater complexity than merely a unidirectional nature-human relationship. (C) 2018 Elsevier B.V. All rights reserved."
2020-05-27,TRUE,R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q4,Terrestrial,Ecosystem,Keep,Elisa Diaz,2018,ECOSYSTEM SERVICES,"Basins are one of the bio-geo-physical areas where the ecological processes that generate the ecosystem services (ES) and contribute to human well-being (HWB) are more evident. They are also the physical scenario where the nature-human interaction is more intense. The explicit relationships that link biodiversity, ES and HWB, and the direct and indirect causes responsible for their degradation, have been rarely explored. We used the Driver-Pressure-State-Impact-Response (DPSIR) framework to explore the relationships between the river ecosystem and the Biobio Basin's social system. We selected 65 basin and regional-scale indicators to analyse the existing trends and associations among the different DPSIR components. The trend analysis results showed major biodiversity loss and how the regulating services and non-material goods of the HWB component deteriorated, while cultural services, direct and indirect pressures and institutional responses increased. The relationships among the different DPSIR components revealed biodiversity loss to be positively associated with cultural services, the material goods of the HWB component and pressures. Indirect drivers were negatively associated with regulating and cultural services, non-material goods and pressures. Institutional responses did not correlate with any DPSIR component. However, these results do not reflect the complexity of the Biobio Basin's socio-ecosystem. We estimate that the DPSIR framework shows a corseted and reductionist vision of a greater complexity than merely a unidirectional nature-human relationship. (C) 2018 Elsevier B.V. All rights reserved."
2020-05-27,FALSE,R_2UWr10MI8FD9y2i,AIS,"Five Decades of Wetland Soil Development of a Constructed Tidal Salt Marsh, North Carolina, USA",Q4,"Terrestrial,Coastal,Other",Ecosystem,Keep,Noll,2019,ECOLOGICAL RESTORATION,"We periodically measured soil properties (bulk density, organic carbon, total nitrogen, and total phosphorus) in a tidal salt marsh constructed in 1970 over the past five decades (1984, 1995, 1998, 2017) to identify trajectories of soil formation over time. Bulk density was greater in surface (0-10 cm) than subsurface (10-30 cm) soils and decreased with time at a similar rate in both depths. Percent organic carbon (C), nitrogen (N), and total phosphorus (P) increased with time, with concentrations in surface soils increasing three times faster than subsurface soils. Surface C and N pools (g/m(2), 0-10 cm) exhibited asymptotic trajectories with time, with rapid accumulation in the first two decades that began to equilibrate after 25 years, while subsurface pools of C and N continued to increase in a linear manner. Soil P pools did not exhibit a significant trend related to marsh age. Soil N: P increased in both depths over time, suggesting gradual relaxation of N-limitation of these systems. Our findings can help restoration ecologists identify soil properties, including bulk density, C, N, and C: N suitable for gauging restoration success and better estimate the time frame necessary for recovery of soil-based ecosystem services."
2020-05-27,FALSE,R_2UWr10MI8FD9y2i,AIS,"Five Decades of Wetland Soil Development of a Constructed Tidal Salt Marsh, North Carolina, USA",Q4_7_TEXT,tidal salt marsh,EcosystemNotes,Keep,Noll,2019,ECOLOGICAL RESTORATION,"We periodically measured soil properties (bulk density, organic carbon, total nitrogen, and total phosphorus) in a tidal salt marsh constructed in 1970 over the past five decades (1984, 1995, 1998, 2017) to identify trajectories of soil formation over time. Bulk density was greater in surface (0-10 cm) than subsurface (10-30 cm) soils and decreased with time at a similar rate in both depths. Percent organic carbon (C), nitrogen (N), and total phosphorus (P) increased with time, with concentrations in surface soils increasing three times faster than subsurface soils. Surface C and N pools (g/m(2), 0-10 cm) exhibited asymptotic trajectories with time, with rapid accumulation in the first two decades that began to equilibrate after 25 years, while subsurface pools of C and N continued to increase in a linear manner. Soil P pools did not exhibit a significant trend related to marsh age. Soil N: P increased in both depths over time, suggesting gradual relaxation of N-limitation of these systems. Our findings can help restoration ecologists identify soil properties, including bulk density, C, N, and C: N suitable for gauging restoration success and better estimate the time frame necessary for recovery of soil-based ecosystem services."
2020-05-27,FALSE,R_1QgSERqyeztMogb,IS,Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),Q4,"Terrestrial,Freshwater",Ecosystem,Keep,Walalite,2016,WETLANDS,"Although important for the eco-hydrological functioning of the floodplain, the interactions between river and floodplain are not well understood, especially for rivers in the tropical monsoon region. To explore the floodplain functioning of a tropical monsoon river system the longitudinal and transverse floodwater hydrochemical characteristics were studied in the Songkhram river (Thailand) and its floodplains. Water samples were taken during the monsoon period from 61 locations in the river and on its floodplain. Analysis of floodwater hydrochemistry revealed a significant decreasing longitudinal trend for most dissolved solids, attributable to geological differences. We also observed a significant decreasing transverse trend from river to floodplain. Nutrient concentrations revealed lower dissolved nitrogen, phosphate, and potassium concentrations on the floodplain than in the river channel, which suggests the floodplain functions as a sink for nutrients and chemical species in the river floodwater. This sink function may be related to the presence of a belt of bamboo separating the river from the floodplain, which seems to acts as a sediment trap and nutrient filter, but this needs to be verified by additional dedicated research."
2020-05-27,FALSE,R_OJZSRE5K8UF5uzn,SDJ,From intrinsic to service potential: An approach to assess tourism landscape potential,Q4,"Terrestrial,Freshwater",Ecosystem,Keep,Wozniak,2018,LANDSCAPE AND URBAN PLANNING,"Tourism contributes to human well-being and is recognized as a cultural ecosystem service. However, assessments of landscape potential for tourism tend to be very general. Therefore, this study proposes a method that takes into account both the complexity of landscape and the behavior of tourists. We introduce a new approach that encompasses both human and ecological aspects. The latter is broken down into biotic and abiotic elements, characterized by a variety of features. Tourism is assessed as a set of outdoor activities that are analyzed individually. Natural landscape potential is divided into intrinsic and service potential. Intrinsic potential describes the capacity of the landscape to be used for tourism purposes. Service potential adds tourists' willingness to undertake an activity. This is an important extension, as landscape service potential should be assessed as a function of the use tourists make of it; whether very often (e.g. walking) or very rarely (e.g. windsurfing). The Analytic Hierarchy Process was used to evaluate landscape properties, and a questionnaire evaluated tourist behavior. A case study was carried out in the Great Masurian Lakes (northeast Poland), which revealed substantial differences in the spatial diversity of intrinsic and service potentials. Furthermore, it showed that there are neither universally positive, nor negative landscape features as different activities have different, and sometimes opposing requirements. We believe that the proposed approach improves the accuracy of landscape potential assessment for tourism, thereby improving landscape planning and management."
2020-05-27,TRUE,R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Q4,Freshwater,Ecosystem,Keep,Brooks,2016,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"AimAn often-invoked benefit of high biodiversity is the provision of ecosystem services. However, evidence for this is largely based on data from small-scale experimental studies of relationships between biodiversity and ecosystem function that may have little relevance to real-world systems. Here, large-scale biodiversity datasets are used to test the relationship between the yield of inland capture fisheries and species richness from 100 countries. LocationInland waters of Africa, Europe and parts of Asia. MethodsA multimodel inference approach was used to assess inland fishery yields at the country level against species richness, waterside human population, area, elevation and various climatic variables, to determine the relative importance of species richness to fisheries yields compared with other major large-scale drivers. Secondly, the mean decadal variation in fishery yields at the country level for 1981-2010 was regressed against species richness to assess if greater diversity reduces the variability in yields over time. ResultsDespite a widespread reliance on targeting just a few species of fish, freshwater fish species richness is highly correlated with yield (R-2=0.55) and remains an important and statistically significant predictor of yield once other macroecological drivers are controlled for. Freshwater richness also has a significant negative relationship with variability of yield over time in Africa (R-2=0.16) but no effect in Europe. Main conclusionsThe management of inland waters should incorporate the protection of freshwater biodiversity, particularly in countries with the highest-yielding inland fisheries as these also tend to have high freshwater biodiversity. As these results suggest a link between biodiversity and stable, high-yielding fisheries, an important win-win outcome may be possible for food security and conservation of freshwater ecosystems. However, findings also highlight the urgent need for more data to fully understand and monitor the contribution of biodiversity to inland fisheries globally."
2020-05-27,TRUE,R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Q4,Freshwater,Ecosystem,Keep,Brooks,2016,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"AimAn often-invoked benefit of high biodiversity is the provision of ecosystem services. However, evidence for this is largely based on data from small-scale experimental studies of relationships between biodiversity and ecosystem function that may have little relevance to real-world systems. Here, large-scale biodiversity datasets are used to test the relationship between the yield of inland capture fisheries and species richness from 100 countries. LocationInland waters of Africa, Europe and parts of Asia. MethodsA multimodel inference approach was used to assess inland fishery yields at the country level against species richness, waterside human population, area, elevation and various climatic variables, to determine the relative importance of species richness to fisheries yields compared with other major large-scale drivers. Secondly, the mean decadal variation in fishery yields at the country level for 1981-2010 was regressed against species richness to assess if greater diversity reduces the variability in yields over time. ResultsDespite a widespread reliance on targeting just a few species of fish, freshwater fish species richness is highly correlated with yield (R-2=0.55) and remains an important and statistically significant predictor of yield once other macroecological drivers are controlled for. Freshwater richness also has a significant negative relationship with variability of yield over time in Africa (R-2=0.16) but no effect in Europe. Main conclusionsThe management of inland waters should incorporate the protection of freshwater biodiversity, particularly in countries with the highest-yielding inland fisheries as these also tend to have high freshwater biodiversity. As these results suggest a link between biodiversity and stable, high-yielding fisheries, an important win-win outcome may be possible for food security and conservation of freshwater ecosystems. However, findings also highlight the urgent need for more data to fully understand and monitor the contribution of biodiversity to inland fisheries globally."
2020-05-27,FALSE,R_3qEctJJfVXyMhua,GV,Global patterns in lake ecosystem responses to warming based on the temperature dependence of metabolism,Q4,Freshwater,Ecosystem,Keep,Kraemer,2017,GLOBAL CHANGE BIOLOGY,"Climate warming is expected to have large effects on ecosystems in part due to the temperature dependence of metabolism. The responses of metabolic rates to climate warming may be greatest in the tropics and at low elevations because mean temperatures are warmer there and metabolic rates respond exponentially to temperature (with exponents > 1). However, if warming rates are sufficiently fast in higher latitude/elevation lakes, metabolic rate responses to warming may still be greater there even though metabolic rates respond exponentially to temperature. Thus, a wide range of global patterns in the magnitude of metabolic rate responses to warming could emerge depending on global patterns of temperature and warming rates. Here we use the Boltzmann-Arrhenius equation, published estimates of activation energy, and time series of temperature from 271 lakes to estimate long-term (1970-2010) changes in 64 metabolic processes in lakes. The estimated responses of metabolic processes to warming were usually greatest in tropical/low-elevation lakes even though surface temperatures in higher latitude/elevation lakes are warming faster. However, when the thermal sensitivity of a metabolic process is especially weak, higher latitude/elevation lakes had larger responses to warming in parallel with warming rates. Our results show that the sensitivity of a given response to temperature (as described by its activation energy) provides a simple heuristic for predicting whether tropical/low-elevation lakes will have larger or smaller metabolic responses to warming than higher latitude/elevation lakes. Overall, we conclude that the direct metabolic consequences of lake warming are likely to be felt most strongly at low latitudes and low elevations where metabolism-linked ecosystem services may be most affected."
