ResponseId,Init,Title,id,sameanswer,answer,clean_answer,final_answer,review_notes,fullquestion,abbr,Group,clean_group,qnum,ES,survey_order,qa_note,rev1init,rev2init,revorder
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.1_2_1,FALSE,likelihood of seed dispersal in given locations,likelihood of seed dispersal in given locations,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,JL,TK,2
R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.4_2,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Bio,Bio,Q12,Pollination,124,,JL,TK,1
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.4_2,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Bio,Bio,Q12,Pollination,124,,JL,TK,2
R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.5_2,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,JL,TK,1
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.5_2,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,JL,TK,2
R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.8_2,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Bio,,Q12,Pollination,188,,JL,TK,1
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q25.8_2,FALSE,Didn't quantify,Didn't quantify,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Bio,,Q12,Pollination,188,,JL,TK,2
R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q18,FALSE,Kremen Topic 1 : ESPs,"Kremen Topic 1 : ESPs,Kremen Topic 4 : Scale",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,Appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),JL,TK,1
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q18,FALSE,Kremen Topic 1 : ESPs,Kremen Topic 1 : ESPs,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,JL,TK,2
R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q22,FALSE,Mentioned or discussed but not measured,Mentioned or discussed but not measured,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,JL,TK,1
R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Q22,FALSE,No,No,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q7,FALSE,No,No,,,Q7: Does the study quantify trends over time?,TimeTrends,,,Q7,,29,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q7,FALSE,"Yes (e.g., a site sampled multiple points in time, a model with dynamics)","Yes (e.g., a site sampled multiple points in time, a model with dynamics)",,,Q7: Does the study quantify trends over time?,TimeTrends,,,Q7,,29,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q8,FALSE,,,,,Q7b: How many years of data were used for the study?,YrsData,,,Q7,,30,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q8,FALSE,2–5 years,2–5 years,,,Q7b: How many years of data were used for the study?,YrsData,,,Q7,,30,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.1_8_1,FALSE,soil erosion rate,soil erosion rate,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.1_8_1,FALSE,"soil erosion, soil stability indicator rate",soil erosion,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,JL,TK,2
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.1_8_1,FALSE,"soil erosion, soil stability indicator rate",soil stability indicator rate,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.2_8,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,Env,Q12,SoilProtect,98,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.2_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,,Q12,SoilProtect,98,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.4_8,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,Q12,SoilProtect,130,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.4_8,FALSE,Service Provider (Q17),Service Provider (Q17),,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,Q12,SoilProtect,130,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.5_8,TRUE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,Q12,SoilProtect,146,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.5_8,TRUE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,Q12,SoilProtect,146,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.6_8,FALSE,Mixed,Mixed,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Env,,Q12,SoilProtect,162,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.6_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Env,,Q12,SoilProtect,162,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.8_8,FALSE,Mixed,Mixed,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Bio,,Q12,SoilProtect,194,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q25.8_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Bio,,Q12,SoilProtect,194,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q17,FALSE,"rock fragment cover, slope steepness, percent clay",percent clay,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,Q12,SoilProtect,203,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q17,FALSE,"rock fragment cover, slope steepness, percent clay",rock fragment cover,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,Q12,SoilProtect,203,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q17,FALSE,"rock fragment cover, slope steepness, percent clay",slope steepness,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,Q12,SoilProtect,203,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q17,FALSE,,,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",foliar cover,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,SoilProtect,205,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",litter cover,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,SoilProtect,205,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",total vegetation ground cover,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,SoilProtect,205,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",vegetation basal gap,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,SoilProtect,205,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,"total vegetation ground cover, foliar cover, vegetation basal gap, vegetation canopy gap, litter cover",vegetation canopy gap,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,SoilProtect,205,Infilled ES from Driver where 'Other' specified,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q26,FALSE,,,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,,JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q18,FALSE,"Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))",Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function","Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 4 : Scale",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,Appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),JL,TK,2
R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q22,FALSE,Mentioned or discussed but not measured,Mentioned or discussed but not measured,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,JL,TK,1
R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,Q22,FALSE,No,No,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,JL,TK,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q14,FALSE,No,No,,,"Q10: Does the paper consider connectivity between spatial replicates (sites, plots)?",Connect,,,Q10,,57,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q14,FALSE,Yes,Yes,,,"Q10: Does the paper consider connectivity between spatial replicates (sites, plots)?",Connect,,,Q10,,57,,TK,JL,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q13,FALSE,,,,,Q11: What is the distance between replicates?,ConnectDist,,,Q11,,58,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q13,FALSE,Unclear or not specified,Unclear or not specified,,,Q11: What is the distance between replicates?,ConnectDist,,,Q11,,58,,TK,JL,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_1_1,TRUE,habitat quality,habitat quality,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,Q12,HabCreate,59,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_1_1,TRUE,habitat quality,habitat quality,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,Q12,HabCreate,59,,TK,JL,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_4_1,TRUE,carbon storage,carbon storage,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_4_1,TRUE,carbon storage,carbon storage,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,JL,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_6_1,TRUE,water supply,water supply,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,Q12,freshWQReg,69,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_6_1,TRUE,water supply,water supply,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,Q12,freshWQReg,69,,TK,JL,2
R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_8_1,TRUE,sediment retention,sediment retention,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,TK,JL,1
R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",Q25.1_8_1,TRUE,sediment retention,sediment retention,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,TK,JL,2
