StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,fullquestion,abbr,qnum,survey_order,reviewer_surveynotes,reviewer_exclusion_status,flagged4review,reason_flagged,outsidereviewer,outsidereviewer_notes,exclusion_reason
2020-03-11T17:21:10Z,2020-03-11T17:40:37Z,2020-03-11T17:40:37Z,R_01WFDyowIJIdWZb,GV,FALSE,final,A bottom-up approach to map land covers as potential green infrastructure hubs for human well-being in rural settings: A case study from Sweden,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Flagged by NBD during methods review,NBD,NBD: Based on NBD and AK methods review,ReviewOnly
2020-03-11T17:21:10Z,2020-03-11T17:40:37Z,2020-03-11T17:40:37Z,R_01WFDyowIJIdWZb,GV,FALSE,final,A bottom-up approach to map land covers as potential green infrastructure hubs for human well-being in rural settings: A case study from Sweden,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Flagged by NBD during methods review,NBD,NBD: Based on NBD and AK methods review,ReviewOnly
2020-03-24T17:32:49Z,2020-03-24T19:30:29Z,2020-03-24T19:30:29Z,R_2S9uj14seoj3ZfG,AIS,FALSE,final,A framework to quantify the strength of ecological links between an environmental stressor and final ecosystem services,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,"AIS: This was a challenging paper for me to read. Its main message is proposing a framework, but the authors also apply this framework to a case study, which I based my answers in this survey off of. Between use of terminology I don't know and vague description of the data, I struggled to do this paper justice, I fear.",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q3 - Framework/method,ReviewOnly
2020-03-24T17:32:49Z,2020-03-24T19:30:29Z,2020-03-24T19:30:29Z,R_2S9uj14seoj3ZfG,AIS,FALSE,final,A framework to quantify the strength of ecological links between an environmental stressor and final ecosystem services,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,"AIS: This was a challenging paper for me to read. Its main message is proposing a framework, but the authors also apply this framework to a case study, which I based my answers in this survey off of. Between use of terminology I don't know and vague description of the data, I struggled to do this paper justice, I fear.",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q3 - Framework/method,ReviewOnly
2020-03-24T17:32:49Z,2020-03-24T19:30:29Z,2020-03-24T19:30:29Z,R_2S9uj14seoj3ZfG,AIS,FALSE,final,A framework to quantify the strength of ecological links between an environmental stressor and final ecosystem services,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,"AIS: This was a challenging paper for me to read. Its main message is proposing a framework, but the authors also apply this framework to a case study, which I based my answers in this survey off of. Between use of terminology I don't know and vague description of the data, I struggled to do this paper justice, I fear.",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q3 - Framework/method,ReviewOnly
2020-03-04T18:19:51Z,2020-03-04T18:20:34Z,2020-03-04T18:20:34Z,R_qxaflxdQEiErSpz,LB,FALSE,final,A global quantitative synthesis of local and landscape effects on wild bee pollinators in agroecosystems,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-04T18:19:51Z,2020-03-04T18:20:34Z,2020-03-04T18:20:34Z,R_qxaflxdQEiErSpz,LB,FALSE,final,A global quantitative synthesis of local and landscape effects on wild bee pollinators in agroecosystems,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-04T18:19:51Z,2020-03-04T18:20:34Z,2020-03-04T18:20:34Z,R_qxaflxdQEiErSpz,LB,FALSE,final,A global quantitative synthesis of local and landscape effects on wild bee pollinators in agroecosystems,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-10T02:20:35Z,2020-03-10T03:04:11Z,2020-03-10T03:04:11Z,R_3nkJM8cj2M1w727,SDJ,FALSE,final,Accounting for residential propagule pressure improves prediction of urban plant invasion,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,"SDJ: They are kind of getting at connectivity with their study question which is about how neighboring residences increase invasive species propagules, which influences their p/a in forests. But they did not measure that connection directly. The ""function"" was a human-mediated invasion pressure"". So kind of the opposite of a function",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q1,BiodivOnly
2020-03-10T02:20:35Z,2020-03-10T03:04:11Z,2020-03-10T03:04:11Z,R_3nkJM8cj2M1w727,SDJ,FALSE,final,Accounting for residential propagule pressure improves prediction of urban plant invasion,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,"SDJ: They are kind of getting at connectivity with their study question which is about how neighboring residences increase invasive species propagules, which influences their p/a in forests. But they did not measure that connection directly. The ""function"" was a human-mediated invasion pressure"". So kind of the opposite of a function",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q1,BiodivOnly
2020-03-10T02:20:35Z,2020-03-10T03:04:11Z,2020-03-10T03:04:11Z,R_3nkJM8cj2M1w727,SDJ,FALSE,final,Accounting for residential propagule pressure improves prediction of urban plant invasion,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,"SDJ: They are kind of getting at connectivity with their study question which is about how neighboring residences increase invasive species propagules, which influences their p/a in forests. But they did not measure that connection directly. The ""function"" was a human-mediated invasion pressure"". So kind of the opposite of a function",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: Q1,BiodivOnly
2020-03-24T19:59:14Z,2020-03-24T20:40:11Z,2020-03-24T20:40:12Z,R_3HRDBrdNVuSztPO,AIS,FALSE,final,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q3- framework,ReviewOnly
2020-03-24T19:59:14Z,2020-03-24T20:40:11Z,2020-03-24T20:40:12Z,R_3HRDBrdNVuSztPO,AIS,FALSE,final,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q3- framework,ReviewOnly
2020-03-24T19:59:14Z,2020-03-24T20:40:11Z,2020-03-24T20:40:12Z,R_3HRDBrdNVuSztPO,AIS,FALSE,final,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q3- framework,ReviewOnly
2020-02-19T18:51:38Z,2020-02-19T19:14:49Z,2020-02-19T19:14:50Z,R_SMB94nDu1Rxnw89,AK,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,"AK: Honestly, this was a bit confusing. The paper mainly focused on the benefits of the model and the details of it.",Maybe exclude (uncertainty in survey notes),TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-02-19T18:51:38Z,2020-02-19T19:14:49Z,2020-02-19T19:14:50Z,R_SMB94nDu1Rxnw89,AK,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,"AK: Honestly, this was a bit confusing. The paper mainly focused on the benefits of the model and the details of it.",Maybe exclude (uncertainty in survey notes),TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-02-19T18:51:38Z,2020-02-19T19:14:49Z,2020-02-19T19:14:50Z,R_SMB94nDu1Rxnw89,AK,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q30,No answer (question not yet created),No answer (question not yet created),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,"AK: Honestly, this was a bit confusing. The paper mainly focused on the benefits of the model and the details of it.",Maybe exclude (uncertainty in survey notes),TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-02-16T22:04:45Z,2020-02-16T22:20:08Z,2020-02-16T22:20:09Z,R_2dfNb7wNwTVi3Kg,AIS,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-02-16T22:04:45Z,2020-02-16T22:20:08Z,2020-02-16T22:20:09Z,R_2dfNb7wNwTVi3Kg,AIS,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q29,No answer (question not yet created),No answer (question not yet created),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-02-16T22:04:45Z,2020-02-16T22:20:08Z,2020-02-16T22:20:09Z,R_2dfNb7wNwTVi3Kg,AIS,TRUE,original,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Q30,No answer (question not yet created),No answer (question not yet created),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: The primary purpose of this study was to demonstrate a spatially explicit, watershed assessment of current condition of aquatic ecoservices, with a limited sensitivity analysis for the atmospheric contaminant mercury.",ReviewOnly
2020-04-16T17:28:00Z,2020-04-16T18:05:19Z,2020-04-16T18:05:19Z,R_zdGYxF9sVeRUgWl,TK,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,TK: tough paper to review because defining what were their response variables was difficult,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-04-16T17:28:00Z,2020-04-16T18:05:19Z,2020-04-16T18:05:19Z,R_zdGYxF9sVeRUgWl,TK,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,TK: tough paper to review because defining what were their response variables was difficult,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-04-16T17:28:00Z,2020-04-16T18:05:19Z,2020-04-16T18:05:19Z,R_zdGYxF9sVeRUgWl,TK,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,TK: tough paper to review because defining what were their response variables was difficult,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-03-09T19:43:44Z,2020-03-09T20:51:16Z,2020-03-09T20:51:17Z,R_2f3NU41UYa1zNoB,JL,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,"JL: I include no relationships between services and drivers because I don't believe the paper tests them; the paper does look at the effect of scale on how we might value and interpret the supply and delivery of ES's, so I evaluated it, but I don't think it clearly tests any other ecological questions about ES's",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-03-09T19:43:44Z,2020-03-09T20:51:16Z,2020-03-09T20:51:17Z,R_2f3NU41UYa1zNoB,JL,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,"JL: I include no relationships between services and drivers because I don't believe the paper tests them; the paper does look at the effect of scale on how we might value and interpret the supply and delivery of ES's, so I evaluated it, but I don't think it clearly tests any other ecological questions about ES's",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-03-09T19:43:44Z,2020-03-09T20:51:16Z,2020-03-09T20:51:17Z,R_2f3NU41UYa1zNoB,JL,TRUE,original,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,"JL: I include no relationships between services and drivers because I don't believe the paper tests them; the paper does look at the effect of scale on how we might value and interpret the supply and delivery of ES's, so I evaluated it, but I don't think it clearly tests any other ecological questions about ES's",Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: no process measured,No EF/ES measured directly (paper should have been excluded in Round 1)
2020-04-17T00:20:32Z,2020-04-17T00:25:22Z,2020-04-17T00:25:23Z,R_1mtj53KHjM3TZqC,KCG,FALSE,final,Aquatic biodiversity in forests: a weak link in ecosystem services resilience,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-17T00:20:32Z,2020-04-17T00:25:22Z,2020-04-17T00:25:23Z,R_1mtj53KHjM3TZqC,KCG,FALSE,final,Aquatic biodiversity in forests: a weak link in ecosystem services resilience,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-17T00:20:32Z,2020-04-17T00:25:22Z,2020-04-17T00:25:23Z,R_1mtj53KHjM3TZqC,KCG,FALSE,final,Aquatic biodiversity in forests: a weak link in ecosystem services resilience,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-02-19T18:35:37Z,2020-02-19T18:51:12Z,2020-02-19T18:51:12Z,R_3UXMx75t97OUqs1,AK,FALSE,final,Arable weeds as indicators of agricultural intensity - A case study from Finland,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,AK: I wasn't sure if this paper should've been included. It almost seems like it stops at biodiversity but it mentions implications for ES. Also - the paper quantified diversity for animal groups based on weed index.,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,NBD,NBD: Based on NBD and AK methods review,ReviewOnly
2020-02-19T18:35:37Z,2020-02-19T18:51:12Z,2020-02-19T18:51:12Z,R_3UXMx75t97OUqs1,AK,FALSE,final,Arable weeds as indicators of agricultural intensity - A case study from Finland,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,AK: I wasn't sure if this paper should've been included. It almost seems like it stops at biodiversity but it mentions implications for ES. Also - the paper quantified diversity for animal groups based on weed index.,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,NBD,NBD: Based on NBD and AK methods review,ReviewOnly
2020-02-19T18:35:37Z,2020-02-19T18:51:12Z,2020-02-19T18:51:12Z,R_3UXMx75t97OUqs1,AK,FALSE,final,Arable weeds as indicators of agricultural intensity - A case study from Finland,Q30,No answer (question not yet created),No answer (question not yet created),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,AK: I wasn't sure if this paper should've been included. It almost seems like it stops at biodiversity but it mentions implications for ES. Also - the paper quantified diversity for animal groups based on weed index.,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,NBD,NBD: Based on NBD and AK methods review,ReviewOnly
2020-04-10T16:28:52Z,2020-04-10T16:42:21Z,2020-04-10T16:42:21Z,R_3rUkjo8Gq9ze48U,TK,FALSE,final,Assessing carbon sequestration of silvopastoral tropical landscapes using optical remote sensing and field measurements,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-10T16:28:52Z,2020-04-10T16:42:21Z,2020-04-10T16:42:21Z,R_3rUkjo8Gq9ze48U,TK,FALSE,final,Assessing carbon sequestration of silvopastoral tropical landscapes using optical remote sensing and field measurements,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-10T16:28:52Z,2020-04-10T16:42:21Z,2020-04-10T16:42:21Z,R_3rUkjo8Gq9ze48U,TK,FALSE,final,Assessing carbon sequestration of silvopastoral tropical landscapes using optical remote sensing and field measurements,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-10T16:43:21Z,2020-04-10T16:50:52Z,2020-04-10T16:50:52Z,R_2SviorO80Kd51nZ,TK,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-04-10T16:43:21Z,2020-04-10T16:50:52Z,2020-04-10T16:50:52Z,R_2SviorO80Kd51nZ,TK,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-04-10T16:43:21Z,2020-04-10T16:50:52Z,2020-04-10T16:50:52Z,R_2SviorO80Kd51nZ,TK,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-03-03T22:04:20Z,2020-03-03T22:04:28Z,2020-03-03T22:04:29Z,R_RfULguW3IpCDdrH,LD,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-03-03T22:04:20Z,2020-03-03T22:04:28Z,2020-03-03T22:04:29Z,R_RfULguW3IpCDdrH,LD,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-03-03T22:04:20Z,2020-03-03T22:04:28Z,2020-03-03T22:04:29Z,R_RfULguW3IpCDdrH,LD,TRUE,original,Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,CTW,"CTW: reviewers disagree on exclusion reason (TK excluded by review/methods only, LD excluded by biodiversity only); CTW reviewed and is a methods paper, agree with TK",ReviewOnly
2020-03-24T20:40:15Z,2020-03-24T20:49:57Z,2020-03-24T20:49:57Z,R_oZUck8JSbLeBenf,AIS,FALSE,final,Assessment of the relationship between ecosystem services and human wellbeing in the social-ecological landscapes of Lefke Region in North Cyprus,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-03-24T20:40:15Z,2020-03-24T20:49:57Z,2020-03-24T20:49:57Z,R_oZUck8JSbLeBenf,AIS,FALSE,final,Assessment of the relationship between ecosystem services and human wellbeing in the social-ecological landscapes of Lefke Region in North Cyprus,Q29,Yes,Yes,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
