"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q27","Q1","Q2","Q29","Q30","Q4","Q4_7_TEXT","Q5","Q6","Q6_5_TEXT","Q3","Q7","Q8","Q11","Q9.1_1","Q9.1_2","Q9.1_3","Q9.1_4","Q9.1_5","Q9.1_6","Q9.1_7","Q9.1_8","Q9.1_9","Q9.1_10","Q9.1_11","Q9.1_12","Q9.2_1","Q9.2_2","Q9.2_3","Q9.2_4","Q9.2_5","Q9.2_6","Q9.2_7","Q9.2_8","Q9.2_9","Q9.2_10","Q9.2_11","Q9.2_12","Q28","Q14","Q13","Q25.1_1_1","Q25.1_1_2","Q25.1_2_1","Q25.1_2_2","Q25.1_3_1","Q25.1_3_2","Q25.1_4_1","Q25.1_4_2","Q25.1_5_1","Q25.1_5_2","Q25.1_6_1","Q25.1_6_2","Q25.1_7_1","Q25.1_7_2","Q25.1_8_1","Q25.1_8_2","Q25.1_9_1","Q25.1_9_2","Q25.1_10_1","Q25.1_10_2","Q25.1_11_1","Q25.1_11_2","Q25.1_12_1","Q25.1_12_2","Q25.1_13_1","Q25.1_13_2","Q25.1_14_1","Q25.1_14_2","Q25.1_15_1","Q25.1_15_2","Q25.1_16_1","Q25.1_16_2","Q25.2_1","Q25.2_2","Q25.2_3","Q25.2_4","Q25.2_5","Q25.2_6","Q25.2_7","Q25.2_8","Q25.2_9","Q25.2_10","Q25.2_11","Q25.2_12","Q25.2_13","Q25.2_14","Q25.2_15","Q25.2_16","Q25.3_1","Q25.3_2","Q25.3_3","Q25.3_4","Q25.3_5","Q25.3_6","Q25.3_7","Q25.3_8","Q25.3_9","Q25.3_10","Q25.3_11","Q25.3_12","Q25.3_13","Q25.3_14","Q25.3_15","Q25.3_16","Q25.4_1","Q25.4_2","Q25.4_3","Q25.4_4","Q25.4_5","Q25.4_6","Q25.4_7","Q25.4_8","Q25.4_9","Q25.4_10","Q25.4_11","Q25.4_12","Q25.4_13","Q25.4_14","Q25.4_15","Q25.4_16","Q25.5_1","Q25.5_2","Q25.5_3","Q25.5_4","Q25.5_5","Q25.5_6","Q25.5_7","Q25.5_8","Q25.5_9","Q25.5_10","Q25.5_11","Q25.5_12","Q25.5_13","Q25.5_14","Q25.5_15","Q25.5_16","Q25.6_1","Q25.6_2","Q25.6_3","Q25.6_4","Q25.6_5","Q25.6_6","Q25.6_7","Q25.6_8","Q25.6_9","Q25.6_10","Q25.6_11","Q25.6_12","Q25.6_13","Q25.6_14","Q25.6_15","Q25.6_16","Q25.7_1","Q25.7_2","Q25.7_3","Q25.7_4","Q25.7_5","Q25.7_6","Q25.7_7","Q25.7_8","Q25.7_9","Q25.7_10","Q25.7_11","Q25.7_12","Q25.7_13","Q25.7_14","Q25.7_15","Q25.7_16","Q25.8_1","Q25.8_2","Q25.8_3","Q25.8_4","Q25.8_5","Q25.8_6","Q25.8_7","Q25.8_8","Q25.8_9","Q25.8_10","Q25.8_11","Q25.8_12","Q25.8_13","Q25.8_14","Q25.8_15","Q25.8_16","Q17","Q25","Q26","Q18","Q19","Q20","Q21","Q22","Q23","Q24"
1580903224,1581508795,"IP Address","128.138.65.91",100,605571,"True",1581508796,"R_veLNHh1Lzxv1kcN","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","JL","Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","No","","","Terrestrial,Agricultural/Rural","","North America","Model/Data Simulation","","Modeling paper that uses a 30yr or 100yr timeframe for estimating greenhouse gas emissions, but this is different from a specific look at changes in an ES over time","No","","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","No","","","","","","","","greenhouse gas value","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Management Practices","","","","","","","","","","","","","","","","Service Provider (Q17)","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kremen Topic 1 : ESPs","Single species  [e.g. ESPs, single species]","I decided to included ESPs as a driver because the study considers how different biofuel crops are related to the decision to land share or land spare, and thus, GHGV","No feedbacks measured directly","No","Good paper example as a case for how uncertainty is addressed in modelling papers.",""
1582715015,1582718777,"IP Address","128.138.65.166",100,3762,"True",1582718777,"R_cVdiQuvh5deX9K1","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","CK","Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","No","No","","Terrestrial,Agricultural/Rural","","North America","Model/Data Simulation","","","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","10+ years","No","","","","","","","","","","","","0","","","","","","","","","","","","0","","No","","","","","","","","Greenhouse Gas Value (GHGV) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change,Management Practices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","","","No feedbacks measured directly","Yes","",""
1583248150,1583248156,"IP Address","198.11.30.127",100,6,"True",1583248156,"R_3efdVQQnCxXhh3s","","","","",40.0500030517578,-105.217002868652,"anonymous","EN","LD","Biotic homogenization of regional wetland plant communities within short time-scales in the presence of an aggressive invader","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1586257297,1586260694,"IP Address","67.176.92.135",100,3396,"True",1586260694,"R_1DBwx27rHpWhW7i","","","","",40.0372924804688,-105.278999328613,"anonymous","EN","TK","Biotic homogenization of regional wetland plant communities within short time-scales in the presence of an aggressive invader","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1581866410,1581867910,"IP Address","198.11.31.92",100,1500,"True",1581867911,"R_T8b3xew0rVQL489","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AIS","Changes in landuse alter ant diversity, assemblage composition and dominant functional groups in African savannas","No","","","Terrestrial,Agricultural/Rural","","Africa","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","No","","No","","","","","","","","","","","","50+","","","","11-25","","","","","","","","","14 sites each 300 m2, each site has 5 pitfall traps (plots)","No","","","","","","","","","","","","","","","","ant assemblage composition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proxy for ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kremen Topic 2 : Community structure influencing function","Across species  [e.g. community structure, diversity]","","No feedbacks measured directly","No","","almost marked ""yes"" on Q3"
1582203070,1582204160,"IP Address","128.138.65.203",100,1089,"True",1582204160,"R_3HTv5CGg1jUKNEG","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AK","Changes in landuse alter ant diversity, assemblage composition and dominant functional groups in African savannas","No","No","","Terrestrial,Agricultural/Rural","","Africa","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","No","","No","50+","","","","","","","","","","","","","","","11-25","","","","","","","","","5 random pitfall traps at each of the 14 sites","Yes","1-10 km²","","","","","","","","","","","","","","","ant species richness","functional diversity","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","Land use change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EF","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","Mixed","","","","","","","","","","","","","","","","","","","","","","","","","Percent soil mineralized N,percent clay in soil,vegetation cover,leaflitter","","","Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]","","No feedbacks measured directly","No","",""
1581504409,1581506918,"IP Address","128.138.65.112",100,2509,"True",1581506919,"R_1q9Uf3ZTvvvgngD","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AIS","Citizens' voice: A case study about perceived ecosystem services by urban park users in Rotterdam, the Netherlands","No","","","Urban","","Europe","Social survey/Interview","","measures only people's perceptions of ecosystem services, does not directly measure a service","No","","No","","","","","","","","","","","","1-10","","","","","","","","","","","","1-10","surveyed residents in three urban parks (plots) in a city (site)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","human perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","No feedbacks measured directly","No","","I think this paper should have been excluded in round 1 since it does not directly measure an EF/ES or a proxy, only human perception of ES"
1581507043,1581507635,"IP Address","128.138.65.203",100,591,"True",1581507635,"R_22WbXqkXbhN02fD","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AK","Citizens' voice: A case study about perceived ecosystem services by urban park users in Rotterdam, the Netherlands","No","","","Terrestrial,Urban","","Europe","Social survey/Interview","","","No","","No","","","","","","","","","","","","","","","","","","","","","","","","1-10","3 urban parks in Rotterdam","No","","","","","","Relaxation","","","","","","","","","","","","","","","","","","","","","","","","","","Love of nature","Recreation, social setting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","No feedbacks measured directly","No","","This paper didn't really have ""response variables"". Instead they looked at people's perceptions of services in urban parks, so everything was qualitative/descriptive. Wasn't sure how to express this in the big table!"
1580920842,1581504833,"IP Address","128.138.65.33",100,583991,"True",1581504834,"R_Rr7vEkLFgKenWeZ","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","LD","Detecting pest control services across spatial and temporal scales","No","","","Terrestrial","","North America","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","the study was conducted on 24 organic broccoli farms in Santa Cruz, Monterey, and San Benito Counties during the summer grow- ing seasons of 2006–2008","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","2–5 years","Yes","","11-50","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+","","","","","","","growing season week","","proportion of natural habitat surrounding farms, Syrphid diversity ","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers)),Kremen Topic 4 : Scale","Multiple ESP species [e.g., multiple focal ESP species]","Average syrphid density over the whole growing season (Sy) was highly and significantly correlated with natural habitat at all scales (p ≪ 0.001), and this relationship was likewise strongest at 2.5 km (Fig. 1b). The most common species in this study system was Allograpta obliqua (accounting for 67% of all syrphids reared), but other species included Sphaerophoria sulphuripes (18%), Eupeodes fumipennis (6%), Syrphus opinator (4%), Platycheirus stegnus (2%), Toxomerus occi- dentalis (1%), Eupeodes volucris (1%), and Allograpta exotica (<1%). relationship between landscape complexity at different scales and (a) different indices of syrphid diversity or relative abundances of the most common syrphids (A. obliqua, S. sulphuripes, and E. fummipennis), and (b) annual average densities of syrphids and aphids over the whole growing season (individuals per plant, Ay and Sy ). S","No feedbacks measured directly","Mentioned or discussed but not measured","","Scale dependent relationships with drivers (habitat surrounding farms) - interesting example. Relationship between landscape complexity at different scales and (a) different indices of syrphid diversity or relative abundances of the most common syrphids (A. obliqua, S. sulphuripes, and E. fummipennis), and (b) annual average densities of syrphids and aphids over the whole growing season (individuals per plant, Ay and Sy ). RE thresholds they note something interesting ""Of course, natural enemy suppression of pest populations does not necessarily imply adequate pest control, which is determined by economic thresholds rather than ecological criteria."""
1585849698,1585854265,"IP Address","67.176.92.135",100,4566,"True",1585854265,"R_2zeg9KfUwU5gLrg","","","","",40.0372924804688,-105.278999328613,"anonymous","EN","TK","Detecting pest control services across spatial and temporal scales","No","No","No","Agricultural/Rural","","North America","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","2–5 years","Yes","","50+","","","","","","","","","","","","","","","","11-25","","","","","","","Weekly 50 m transect for 4-7 weeks at subsample of 24 farms across three years.","No","","","","","","","","","","","","","","","","","","","","aphid (pest) density, syrphid fly (natural enemy) density, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change","","","","","","","","","","","","","","","","Service Provider (Q17)","","","","","","","","","","","","","","","","ES,Proxy for ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mixed","","","","","","","","","","","","","","","","-","","","","","","","","","","Kremen Topic 1 : ESPs,Kremen Topic 4 : Scale","Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]","Mostly just the number of aphid predators. Mention diversity measures but they don't make it into the figures.","No feedbacks measured directly","No","",""
1581875757,1581877303,"IP Address","198.11.31.92",100,1545,"True",1581877303,"R_72hVNdE3uC9KDa9","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AIS","Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat","No","","","Terrestrial,Agricultural/Rural","","Asia","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","10+ years","No","","","","","","","","","","","","0","","","","","","","","","","","","1-10","","No","","","","","","","","","","","","","","","","","","","","","","","","crop yield","","","","","","","","","","","","","","","","","","","","","Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","","","cotton bollworm pest","Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","","","No feedbacks measured directly","No","",""
1582205085,1582206303,"IP Address","128.138.65.203",100,1217,"True",1582206303,"R_3EEdwsrEF3Odhec","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AK","Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat","No","No","","Agricultural/Rural","","Asia","Experimental","","time series analysis","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","10+ years","No","11-50","","","","","","","","","","","","","","","","","1-10","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","wheat biomass","","","","","","","","","","","","","","","","","","","","","Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","","","Eclosion time of pest","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Single species  [e.g. ESPs, single species]","","No feedbacks measured directly","No","",""
1583315072,1583317555,"IP Address","128.138.65.101",100,2483,"True",1583317555,"R_SUearin0saoapS9","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","CK","Effects of coastal development on nearshore estuarine nekton communities","No","No","","Coastal","","North America","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","No","","No","50+","","","","","","","","","","","","","","","","","1-10","","","","","","","One site encompassing a section of the James River; 50 ""plots"" where a ""seine haul"" was conducted at two points in time.","No","","Structural benthic habitat","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fish Community Index (FCI)","","","","","","","","","","","","","","","","","","","","Management Practices","","","","","","","","","","","","","","Land use change,Management Practices","","","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","EF","","","","","","","","","","","","","","","","","","-","","","","","","","","","","","","","","-","","","","","","","","","","","","","","","","","","","","","Kremen Topic 2 : Community structure influencing function","","","No feedbacks measured directly","Yes","",""
1583750305,1583754312,"IP Address","73.3.174.35",100,4006,"True",1583754313,"R_YXKEu4Gaa1KX3oJ","","","","",40.0372924804688,-105.278999328613,"anonymous","EN","JL","Effects of coastal development on nearshore estuarine nekton communities","No","No","No","Coastal","","North America,Atlantic Ocean","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","They sampled at two times per replicate, but these occurred within a 2 month period and were averaged (temporal dynamics not a focus)","No","","Yes","0","0","0","0","50+","0","0","0","0","0","0","0","0","0","0","0","0","1-10","0","0","0","0","0","0","729m2 plots (called 'sites' in the paper) across a stretch of the James River. Total area of the stretch was not specified, but pre-study sampling to designate sites covered a 6.7km2 area of shoreline. Multiple spatial scales of a human driver (land development) are considered, but NOT multiple spatial scales of the EF/ES response.","No","","fish community index (FCI)","nekton abundance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change,Management Practices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)","","Kremen Topic 2 : Community structure influencing function","Across species  [e.g. community structure, diversity]","","No feedbacks measured directly","Yes","",""
1581507716,1581509472,"IP Address","128.138.65.203",100,1756,"True",1581509472,"R_AFgyKn3Ie5am7v3","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AK","Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams","No","","","Freshwater","","Europe","Experimental","","","No","","No","","","","","","","","","","","","11-50","","","","","","","","","","","","11-25","12 streams with 3 sample spots at each...size of sample site not specified. Distance between sites (Q10B) ranges from 67-824 meters, but not square meters! ","Yes","101m² - 500m²,501m² - 1km²","","","","","","","","","","","","","invertebrate community","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land use change,Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proxy for ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","Wastewater,pollution,water quality","","Kremen Topic 2 : Community structure influencing function","Across species  [e.g. community structure, diversity]","","No feedbacks measured directly","No","",""
1583412772,1583413129,"IP Address","128.138.65.249",100,356,"True",1583413130,"R_3GqYGrqNpeFHjdK","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","GV","Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1581864387,1581865482,"IP Address","198.11.31.92",100,1094,"True",1581865483,"R_2ZOG3Rj49wd8u7V","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AIS","Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow","No","","","Terrestrial,Urban","","North America","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","No","","No","","","","","","","","","","","","1-10","","","","","","","","","","","","1-10","3 urban parks (plots) in 1 city (site)","No","","","","","","","","","","","","sap flow","","","","","","","","","","","","","","","","","","","","","","","","","","","Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proxy for ES","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kremen Topic 1 : ESPs","Multiple ESP species [e.g., multiple focal ESP species]","they measure a few tree species","No feedbacks measured directly","No","",""
1582109754,1582110658,"IP Address","128.138.65.203",100,904,"True",1582110659,"R_1INs5d4lozmezrt","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","AK","Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow","No","No","","Terrestrial,Urban","","North America","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","1 year or less","No","11-50","","","","","","","","","","","","1-10","","","","","","","","","","","","Plots in this case are individual trees (they collected data from 15 trees at 3 sites)","No","","","","","","","","","","","","rates of water uptake","stemflow and  throughfall","","","","","","","","","","","","","","","","","","","","","","","","","","Other,Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proxy for ES","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","solar radiation","","","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Multiple ESP species [e.g., multiple focal ESP species]","Interested in which species are best at providing services in urban area","No feedbacks measured directly","No","",""
1581596248,1581598608,"IP Address","128.138.65.44",100,2360,"True",1581598609,"R_1IXJThtMc2jrsJE","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","LD","From species to communities: the signature of recreational use on a tropical river ecosystem","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1582109643,1582109755,"IP Address","128.138.65.199",100,112,"True",1582109756,"R_9Y55MkcuffjRbEJ","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","NBD","From species to communities: the signature of recreational use on a tropical river ecosystem","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1583247508,1583247518,"IP Address","198.11.30.127",100,9,"True",1583247518,"R_3DqjnqFN6IGmRwu","","","","",40.0500030517578,-105.217002868652,"anonymous","EN","LD","Genetic diversity of reintroduced tree populations in restoration plantations of the Brazilian Atlantic Forest","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1584956936,1584957002,"IP Address","71.56.216.152",100,65,"True",1584957002,"R_9GH9FI6PVAVQich","","","","",40.0372924804688,-105.278999328613,"anonymous","EN","NBD","Genetic diversity of reintroduced tree populations in restoration plantations of the Brazilian Atlantic Forest","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1580907908,1580908754,"IP Address","198.11.31.0",100,845,"True",1580908754,"R_1JQHDAYFWcs4yEt","","","","",40.0175933837891,-105.268699645996,"anonymous","EN","LD","Global evidence of positive impacts of freshwater biodiversity on fishery yields","No","","","Freshwater","","Europe,Asia,Africa","Observational (Includes data observed in situ OR via remote sensing, if used directly)","","using FAO data combined with IUCN data to calculate species richness; 100 countries - inland freshwater fisheries","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","6–10 years","No","","","","","","","","","","","","","0","0","0","0","0","0","0","26+","26+","","","26+","","No","","","","","","","","","","","","","","","","","","","","","","","","inland fisheries yields","stability of fisheries yields","","","","","","","","","","","","","","","","","","","","Climate","","","","","","","","","","","","","","","","Population growth","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","+","","","","","surface area of inland waters, elevation","human population size","species richness","Kremen Topic 2 : Community structure influencing function","Across species  [e.g. community structure, diversity]","species richness","No feedbacks measured directly","Mentioned or discussed but not measured","","For the spatial scale question Q9, the unit of the analysis was country level. The sum of the surface area of inland waters (km2) per country was extracted from the Global Lakes and Wetlands Database (GLWD) (Lehner & Döll, 2004) to account for available habitat for freshwater species."
1585662050,1585848741,"IP Address","67.176.92.135",100,186690,"True",1585848741,"R_PHulZzM2LZv9eTv","","","","",40.0372924804688,-105.278999328613,"anonymous","EN","TK","Global evidence of positive impacts of freshwater biodiversity on fishery yields","No","No","No","Freshwater","","Europe,Asia,Africa","Model/Data Simulation,Observational (Includes data observed in situ OR via remote sensing, if used directly)","","Not sure if I should have checked the model box.","Yes (e.g., a site sampled multiple points in time, a model with dynamics)","10+ years","No","","","","","","","","","","","","50+","","","","","","","","","","","","26+","The analysis is done at the country level. There are 100 countries in the study.","No","","","","","","","","","","","","","","","","","","","","","","","","fisheries yield","","","","","","","","","","","","","","","","","","","","","Other,Climate","","","","","","","","","","","","","","","","Population growth","","","","","","","","","","","","","","","","Service Provider (Q17)","","","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","Mixed","","","","","","","","","","","","","","","","+","","","","","","","","","","","","","","","","+","","","","","","","species richness","Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function","Across species  [e.g. community structure, diversity]","","No feedbacks measured directly","No","",""
1582733171,1582733627,"IP Address","207.87.181.170",100,455,"True",1582733627,"R_2TGiOovkRsYGxCp","","","","",45.0027008056641,-93.4880981445312,"anonymous","EN","LD","High microhabitat heterogeneity drives high functional traits in forest birds in five protected forest areas in the urban mosaic of Durban, South Africa","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
