StartDate,EndDate,RecordedDate,ResponseId,Init,Title,id,answer,clean_answer,fullquestion,abbr,Group,ESnum,qnum,ES,survey_order,flag_noResponse,flag_noDriver,flag_noDirection,FirstAuthor,PublicationYear,SourcePublication
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_16_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,16,Q12,CulturePsych,89,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_1,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Habitat creation and maintenance,Driver,Env,1,Q12,HabCreate,91,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_2,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Env,2,Q12,Pollination,92,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_3,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Env,3,Q12,AQReg,93,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_4,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,4,Q12,ClimReg,94,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_5,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",Driver,Env,5,Q12,OceanReg,95,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_6,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Env,6,Q12,freshWQReg,96,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_7,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,7,Q12,coastWQReg,97,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_8,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,8,Q12,SoilProtect,98,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_9,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",Driver,Env,9,Q12,Hazards,99,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_10,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Env,10,Q12,PestPath,100,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_11,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood]",Driver,Env,11,Q12,Energy,101,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_12,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Env,12,Q12,Food,102,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_13,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Env,13,Q12,Materials,103,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_14,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Env,14,Q12,MedGen,104,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_15,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Driver,Env,15,Q12,MaintainOpts,105,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.2_16,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Env,16,Q12,CulturePsych,106,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_1,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Anthro,1,Q12,HabCreate,107,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_2,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Anthro,2,Q12,Pollination,108,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_3,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Anthro,3,Q12,AQReg,109,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_4,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Anthro,4,Q12,ClimReg,110,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_5,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",Driver,Anthro,5,Q12,OceanReg,111,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_6,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Anthro,6,Q12,freshWQReg,112,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_7,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Anthro,7,Q12,coastWQReg,113,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_8,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Anthro,8,Q12,SoilProtect,114,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_9,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",Driver,Anthro,9,Q12,Hazards,115,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_10,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Anthro,10,Q12,PestPath,116,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_11,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood]",Driver,Anthro,11,Q12,Energy,117,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_12,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Anthro,12,Q12,Food,118,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_13,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Anthro,13,Q12,Materials,119,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_14,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Anthro,14,Q12,MedGen,120,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_15,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Driver,Anthro,15,Q12,MaintainOpts,121,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.3_16,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Anthro,16,Q12,CulturePsych,122,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_1,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Habitat creation and maintenance,Driver,Bio,1,Q12,HabCreate,123,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_2,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Bio,2,Q12,Pollination,124,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_3,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Bio,3,Q12,AQReg,125,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_4,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,4,Q12,ClimReg,126,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_5,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",Driver,Bio,5,Q12,OceanReg,127,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.4_6,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Bio,6,Q12,freshWQReg,128,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
